filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap
dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,dataset/train/Citrus pest/2025_12_20_IMG (261).JPG,audit_near_candidate,True,False,6.0,6,3dc2d2879db42962,3dc0da979d342163,6,0.0485638789832592,0.902099609375,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (263).JPG,Citrus pest,test,e714114b5c584e723e173848e8cbbddbf7097a2819424cc1c991949afbd275c2,2025_12_20_IMG (261).JPG,Citrus pest,train,dc6a19b7130371159b89c5fc70d952141ae27b89113bc5c7bde066126d8c7442,True,train-test,Citrus pest,True,2.0
dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,dataset/train/Citrus pest/2025_12_20_IMG (262).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,3dc2d2879db42962,3dc0d2879db42963,2,0.01777886226773262,0.9537760416666666,C,probable near duplicate,requires human verification,2025_12_20_IMG (263).JPG,Citrus pest,test,e714114b5c584e723e173848e8cbbddbf7097a2819424cc1c991949afbd275c2,2025_12_20_IMG (262).JPG,Citrus pest,train,414c7fbd6a6619ffaedf20de93d99824313de8b4ae248fd20306681b565e4f21,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,dataset/train/Citrus pest/2025_12_20_IMG (264).JPG,filename_neighbor,False,True,,19,3dc2d2879db42962,79cb948f9aa0b922,16,0.10697030276060104,0.742919921875,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (263).JPG,Citrus pest,test,e714114b5c584e723e173848e8cbbddbf7097a2819424cc1c991949afbd275c2,2025_12_20_IMG (264).JPG,Citrus pest,train,e8a856efd09f94d96bcf9f034f432dd6911bbbf15fb1d62ea28ab634943ba7ac,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (265).JPG,dataset/train/Citrus pest/2025_12_20_IMG (264).JPG,filename_neighbor,False,True,,28,2e6fd0900a6f3d34,79cb948f9aa0b922,28,0.18526315689086914,0.66455078125,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (265).JPG,Citrus pest,test,2f7b93c62be176d59a30e2b6dccc63729d902a3b049f455d375a36b607de1549,2025_12_20_IMG (264).JPG,Citrus pest,train,e8a856efd09f94d96bcf9f034f432dd6911bbbf15fb1d62ea28ab634943ba7ac,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (265).JPG,dataset/train/Citrus pest/2025_12_20_IMG (266).JPG,filename_neighbor,False,True,,7,2e6fd0900a6f3d34,2e68c0954f6a3f25,14,0.03160998597741127,0.9431966145833334,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (265).JPG,Citrus pest,test,2f7b93c62be176d59a30e2b6dccc63729d902a3b049f455d375a36b607de1549,2025_12_20_IMG (266).JPG,Citrus pest,train,05b2986e7d605e4fb8bf40add32544a527860897f16d3dbd4ad9692ee83df83d,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (267).JPG,dataset/train/Citrus pest/2025_12_20_IMG (266).JPG,filename_neighbor,False,True,,27,2b15c5cadbc9603c,2e68c0954f6a3f25,32,0.16222746670246124,0.6288248697916666,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (267).JPG,Citrus pest,test,53ab3589b940ec6b4c8067fc6362df46448b11a15b886b267be2080415037f01,2025_12_20_IMG (266).JPG,Citrus pest,train,05b2986e7d605e4fb8bf40add32544a527860897f16d3dbd4ad9692ee83df83d,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (267).JPG,dataset/train/Citrus pest/2025_12_20_IMG (268).JPG,filename_neighbor,False,True,,7,2b15c5cadbc9603c,2b14c1ead9c9743c,6,0.04399924352765083,0.9281412760416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (267).JPG,Citrus pest,test,53ab3589b940ec6b4c8067fc6362df46448b11a15b886b267be2080415037f01,2025_12_20_IMG (268).JPG,Citrus pest,train,39341f903c7712a53c3413b1b91703e359ea171cff441c24bed6b55c502c66db,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (273).JPG,dataset/train/Citrus pest/2025_12_20_IMG (272).JPG,filename_neighbor,False,True,,35,2f1996ec9a86c998,6a3885c395d992b3,32,0.17714619636535645,0.8573404947916666,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (273).JPG,Citrus pest,test,e272ccb38d40ac3bae1b7f2e31dca6db5fccb86d1de8f92a564c48407ddb287f,2025_12_20_IMG (272).JPG,Citrus pest,train,d4a6fb22280fcd4a3712c40a1a456d3f6e2915ad0df168e57830df75a4c5582c,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (273).JPG,dataset/train/Citrus pest/2025_12_20_IMG (274).JPG,filename_neighbor,False,True,,8,2f1996ec9a86c998,2f1896cc9ac4d9cc,8,0.055422794073820114,0.9064127604166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (273).JPG,Citrus pest,test,e272ccb38d40ac3bae1b7f2e31dca6db5fccb86d1de8f92a564c48407ddb287f,2025_12_20_IMG (274).JPG,Citrus pest,train,330aa1f9e33b08c2cf45d7c4253d2622543a1d0c2b4f424991e9ec3f1a30e674,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (282).JPG,dataset/test/Citrus pest/2025_12_20_IMG (283).JPG,filename_neighbor,False,True,,1,3e26d89bc0d8c6e4,3e26d89bc0d8c6e4,0,0.00881363544613123,0.9617513020833334,C,probable near duplicate,requires human verification,2025_12_20_IMG (282).JPG,Citrus pest,test,22a6492b4351d06876f38991f93cad913728e62639be1e46f21a4942f5260814,2025_12_20_IMG (283).JPG,Citrus pest,test,2033bac442912a5ef7b255a1c06d499bbdbfcbc2a02d6c65f08c9187a5cd509d,False,test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (282).JPG,dataset/train/Citrus pest/2025_12_20_IMG (281).JPG,filename_neighbor,False,True,,28,3e26d89bc0d8c6e4,6e3b94c1929ccbe0,22,0.21260148286819458,0.603515625,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (282).JPG,Citrus pest,test,22a6492b4351d06876f38991f93cad913728e62639be1e46f21a4942f5260814,2025_12_20_IMG (281).JPG,Citrus pest,train,68ff181b458181419c9d6b0f8ef103b3ad6759a370fe74deb5309cd4dc1e5c6c,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (282).JPG,dataset/train/Citrus pest/2025_12_20_IMG (284).JPG,audit_near_candidate,True,False,2.0,2,3e26d89bc0d8c6e4,3e26d89bc0d8c6e4,0,0.011740450747311115,0.9639485677083334,C,probable near duplicate,requires human verification,2025_12_20_IMG (282).JPG,Citrus pest,test,22a6492b4351d06876f38991f93cad913728e62639be1e46f21a4942f5260814,2025_12_20_IMG (284).JPG,Citrus pest,train,903c332ecc24ff05bcae7f5d4b7350ccbeb649f98bd0cf1299171314463f33a1,True,train-test,Citrus pest,True,2.0
dataset/test/Citrus pest/2025_12_20_IMG (283).JPG,dataset/train/Citrus pest/2025_12_20_IMG (284).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,3e26d89bc0d8c6e4,3e26d89bc0d8c6e4,0,0.011577371507883072,0.956787109375,C,probable near duplicate,requires human verification,2025_12_20_IMG (283).JPG,Citrus pest,test,2033bac442912a5ef7b255a1c06d499bbdbfcbc2a02d6c65f08c9187a5cd509d,2025_12_20_IMG (284).JPG,Citrus pest,train,903c332ecc24ff05bcae7f5d4b7350ccbeb649f98bd0cf1299171314463f33a1,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,dataset/train/Citrus pest/2025_12_20_IMG (300).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,34cbc3928f699c64,34cbc3928f699c25,2,0.020425794646143913,0.9662272135416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (301).JPG,Citrus pest,test,295ee795a1fb5f280f5c06ef29d0e4f9a60e3acc71316f2842590e5a18470a06,2025_12_20_IMG (300).JPG,Citrus pest,train,935759ab1b2beb162a308b7ed58f17e62600211b9189df49c11a5ccf5d7b640a,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,dataset/train/Citrus pest/2025_12_20_IMG (302).JPG,filename_neighbor,False,True,,29,34cbc3928f699c64,2ee2d0156f5a6067,28,0.14753785729408264,0.762451171875,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (301).JPG,Citrus pest,test,295ee795a1fb5f280f5c06ef29d0e4f9a60e3acc71316f2842590e5a18470a06,2025_12_20_IMG (302).JPG,Citrus pest,train,e6dc6b950416d390e405a801ef047c3111d74c95c7f3da05b039e397b5bc897e,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,audit_near_candidate,True,False,6.0,6,34cbc3928f699c64,31d19349cb2dcd1c,24,0.1082497239112854,0.368408203125,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (301).JPG,Citrus pest,test,295ee795a1fb5f280f5c06ef29d0e4f9a60e3acc71316f2842590e5a18470a06,2025_11_21_IMG (255).JPG,Healthy leaf,train,7d8320aa3a1275949bbd0114adb3cb7ab6b964760062f3cab4d39d387209b06c,True,train-test,Citrus pest <> Healthy leaf,False,46.0
dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,dataset/train/Citrus pest/2025_12_20_IMG (193).JPG,audit_near_candidate,True,False,1.0,1,2ee2d0157b5a6067,2ee2d0157b5a6067,0,0.005986072588711977,0.965576171875,C,probable near duplicate,requires human verification,2025_12_20_IMG (303).JPG,Citrus pest,test,687dad7a393062817f1890102092e6072bd3533d78e0a604e7bf604df91f435e,2025_12_20_IMG (193).JPG,Citrus pest,train,7409257c14c8565b51b1cb81c43a4405d776ee868a7ef2e2e8146bc622eff095,True,train-test,Citrus pest,True,110.0
dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,dataset/train/Citrus pest/2025_12_20_IMG (302).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,2ee2d0157b5a6067,2ee2d0156f5a6067,2,0.014718647114932537,0.9486490885416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (303).JPG,Citrus pest,test,687dad7a393062817f1890102092e6072bd3533d78e0a604e7bf604df91f435e,2025_12_20_IMG (302).JPG,Citrus pest,train,e6dc6b950416d390e405a801ef047c3111d74c95c7f3da05b039e397b5bc897e,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,dataset/train/Citrus pest/2025_12_20_IMG (304).JPG,filename_neighbor,False,True,,28,2ee2d0157b5a6067,3e9bc866c3618731,32,0.21085964143276215,0.51806640625,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (303).JPG,Citrus pest,test,687dad7a393062817f1890102092e6072bd3533d78e0a604e7bf604df91f435e,2025_12_20_IMG (304).JPG,Citrus pest,train,3d79e876fb593fbdbec240443146c770bcc8fca625c5a6aed24113e8c49cb3e1,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (315).JPG,dataset/train/Citrus pest/2025_12_20_IMG (314).JPG,filename_neighbor,False,True,,24,65ba9ac9cbc4e260,30c7db38ccd9cc88,32,0.18114818632602692,0.649658203125,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (315).JPG,Citrus pest,test,aa921e62067adc9bf60a07bc4707a12679389f93b7b76950a69ff27877eb8f4f,2025_12_20_IMG (314).JPG,Citrus pest,train,99b332b71361e194b951e5c9829594126489819000eda530f71c13d2bc7607a4,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (315).JPG,dataset/train/Citrus pest/2025_12_20_IMG (316).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,65ba9ac9cbc4e260,65b29ac9cbc5e260,2,0.007717716041952372,0.9761555989583334,C,probable near duplicate,requires human verification,2025_12_20_IMG (315).JPG,Citrus pest,test,aa921e62067adc9bf60a07bc4707a12679389f93b7b76950a69ff27877eb8f4f,2025_12_20_IMG (316).JPG,Citrus pest,train,08f5760fd76fadf8aa4dd9b32d90e03f461d901b830b97d1accbcc59a0a5a2a5,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (320).JPG,dataset/train/Citrus pest/2025_12_20_IMG (319).JPG,filename_neighbor,False,True,,30,3d9ad069c724c327,6ad095167c6ac18f,32,0.21905477344989777,0.5677083333333334,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (320).JPG,Citrus pest,test,4a091179177b7cf03c75479b41f756a071b35316cc2689e0deb52ca711e110af,2025_12_20_IMG (319).JPG,Citrus pest,train,1e313129e7380ee27692d7b11f61384411391d066ee89c5472c78df362022840,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (320).JPG,dataset/val/Citrus pest/2025_12_20_IMG (321).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,3d9ad069c724c327,3d9ad069c724c327,0,0.014457274228334427,0.9276529947916666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (320).JPG,Citrus pest,test,4a091179177b7cf03c75479b41f756a071b35316cc2689e0deb52ca711e110af,2025_12_20_IMG (321).JPG,Citrus pest,val,81e444706afee42e3822c47c2c824007d41788bb7bcc62085bfbd0f941ffe02c,True,val-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (341).JPG,dataset/train/Citrus pest/2025_12_20_IMG (340).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,61cc969e99199335,61cc969c991b9333,4,0.02706705965101719,0.9247233072916666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (341).JPG,Citrus pest,test,cbe2303e1ab4bd5a0513ab3c2f77f08fdbec1fa4be7c7f91dd83e68ba9df763d,2025_12_20_IMG (340).JPG,Citrus pest,train,51312db1118d89c58991ddbeb31e304c921557cfa41c9e5f76c5b3fd8ed7144e,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (341).JPG,dataset/train/Citrus pest/2025_12_20_IMG (342).JPG,filename_neighbor,False,True,,31,61cc969e99199335,7ec2911d9b326962,30,0.17312569916248322,0.708740234375,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (341).JPG,Citrus pest,test,cbe2303e1ab4bd5a0513ab3c2f77f08fdbec1fa4be7c7f91dd83e68ba9df763d,2025_12_20_IMG (342).JPG,Citrus pest,train,e7a4d1b8984f5957879856ac0b2ccfc17f7c63acf5998fc35ce3b8ed563967df,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (356).JPG,dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,filename_neighbor,False,True,,21,2ae895958d3ac267,3e93c168d12dc9e2,32,0.2167655974626541,0.805908203125,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (356).JPG,Citrus pest,test,dc2b99bb9a3eddb5e3c3e4c5cd94f6c61740b1746d9ee9adc73daa5a1aab7a3c,2025_12_20_IMG (355).JPG,Citrus pest,val,e1accc586e1136d21aa812d19af258fa4bb9e7d311392534af768557f238d1cd,True,val-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (356).JPG,dataset/val/Citrus pest/2025_12_20_IMG (357).JPG,filename_neighbor,False,True,,28,2ae895958d3ac267,3d92c86dc4669b61,32,0.21458907425403595,0.842529296875,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (356).JPG,Citrus pest,test,dc2b99bb9a3eddb5e3c3e4c5cd94f6c61740b1746d9ee9adc73daa5a1aab7a3c,2025_12_20_IMG (357).JPG,Citrus pest,val,84971c743814206b78fd3a33146599b561233727f9ae897cd94e40a93c62b8ce,True,val-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/train/Citrus pest/2025_12_20_IMG (359).JPG,filename_neighbor,False,True,,25,36d1c30ccd6c9e62,369ed07dc9c0cd41,24,0.13560591638088226,0.7063802083333334,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (360).JPG,Citrus pest,test,74a9e563e58485b878ecb59d82cea624a8b15e57ce6c5fffa5360f772117005f,2025_12_20_IMG (359).JPG,Citrus pest,train,d7e998cc235632a8f0b4912a9df913337997d3a8081f9e4b8fbf838079c29293,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/train/Citrus pest/2025_12_20_IMG (361).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,36d1c30ccd6c9e62,36c9c30ccd6c9e62,2,0.015562448650598526,0.9368489583333334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (360).JPG,Citrus pest,test,74a9e563e58485b878ecb59d82cea624a8b15e57ce6c5fffa5360f772117005f,2025_12_20_IMG (361).JPG,Citrus pest,train,3cd57092369083de432ddc0bff56e85033254f3912c7f6ce1cde7d7da50d46e2,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/train/Citrus pest/2025_12_20_IMG (362).JPG,audit_near_candidate,True,False,2.0,2,36d1c30ccd6c9e62,36d9c30ccd6c9a62,2,0.02155139483511448,0.9144694010416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (360).JPG,Citrus pest,test,74a9e563e58485b878ecb59d82cea624a8b15e57ce6c5fffa5360f772117005f,2025_12_20_IMG (362).JPG,Citrus pest,train,86ae4fca9186ef109e722b02ce41f028a624341778b24aa5372e68605a9802cd,True,train-test,Citrus pest,True,2.0
dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,audit_near_candidate,True,False,6.0,6,36d1c30ccd6c9e62,34e3c38ecd2ccc2c,14,0.11140695214271545,0.30615234375,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (360).JPG,Citrus pest,test,74a9e563e58485b878ecb59d82cea624a8b15e57ce6c5fffa5360f772117005f,2025_12_21_IMG (519).JPG,Citrus canker,val,67061638530c777f7d8db11f691e977156be1bb5c69db5c510dbb51944e4e1cb,True,val-test,Citrus canker <> Citrus pest,False,159.0
dataset/test/Citrus pest/2025_12_20_IMG (363).JPG,dataset/train/Citrus pest/2025_12_20_IMG (362).JPG,filename_neighbor,False,True,,31,7b92c52c5ef09185,36d9c30ccd6c9a62,28,0.2180536538362503,0.4856770833333333,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (363).JPG,Citrus pest,test,e813ecfb00e16f385ede3db46150573e05ca6e30077bc9e80669b7fc47dc80a7,2025_12_20_IMG (362).JPG,Citrus pest,train,86ae4fca9186ef109e722b02ce41f028a624341778b24aa5372e68605a9802cd,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (363).JPG,dataset/train/Citrus pest/2025_12_20_IMG (364).JPG,filename_neighbor,False,True,,20,7b92c52c5ef09185,7b92843d1e617a86,16,0.12033196538686752,0.6297200520833334,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (363).JPG,Citrus pest,test,e813ecfb00e16f385ede3db46150573e05ca6e30077bc9e80669b7fc47dc80a7,2025_12_20_IMG (364).JPG,Citrus pest,train,ea691bdbc7d5ff7ad1db88b09f3e55a76e85319481a3356007ba72071649d0e8,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,dataset/train/Citrus pest/2025_12_20_IMG (367).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,65969cda99499165,65b69cda99499125,2,0.021861596032977104,0.9252115885416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (368).JPG,Citrus pest,test,3e49629475501dcc8987d71104aa8284162281b6cebe997e7e02f1389b51d84d,2025_12_20_IMG (367).JPG,Citrus pest,train,920d2d09135753c84590a0b98b01e7d874f5cbaaadca1619b5fbe5cf9991ddb1,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,dataset/train/Citrus pest/2025_12_20_IMG (369).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,65969cda99499165,65969cda9949b164,2,0.01968858577311039,0.9545084635416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (368).JPG,Citrus pest,test,3e49629475501dcc8987d71104aa8284162281b6cebe997e7e02f1389b51d84d,2025_12_20_IMG (369).JPG,Citrus pest,train,25ab626bfefc736595c9e936e62a01bb10b280e944f16899395c2d5006f0bfb1,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,dataset/test/Citrus pest/2025_12_20_IMG (381).JPG,filename_neighbor,False,True,,32,716c9236c992cd99,3fc0953d604bc69c,28,0.2111835479736328,0.52294921875,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (380).JPG,Citrus pest,test,6bdd4a4643e563556998deee2d1363a44cc18c6772a07678a76c23cf40a9d170,2025_12_20_IMG (381).JPG,Citrus pest,test,b22a9cf1d12a946c042d5bcbc17f2ffd86079689576363261b8a29c1d1ff052c,False,test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,dataset/train/Citrus pest/2025_12_20_IMG (378).JPG,audit_near_candidate,True,False,3.0,3,716c9236c992cd99,716c9236cb92c993,4,0.02462373673915863,0.9534505208333334,C,probable near duplicate,requires human verification,2025_12_20_IMG (380).JPG,Citrus pest,test,6bdd4a4643e563556998deee2d1363a44cc18c6772a07678a76c23cf40a9d170,2025_12_20_IMG (378).JPG,Citrus pest,train,61b0e6a3c3335826985153553388e78c4aa9dd0df7d78ca631b7584596a38b67,True,train-test,Citrus pest,True,2.0
dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,dataset/train/Citrus pest/2025_12_20_IMG (379).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,716c9236c992cd99,712c9236cb92cd99,2,0.010267947800457478,0.9657389322916666,C,probable near duplicate,requires human verification,2025_12_20_IMG (380).JPG,Citrus pest,test,6bdd4a4643e563556998deee2d1363a44cc18c6772a07678a76c23cf40a9d170,2025_12_20_IMG (379).JPG,Citrus pest,train,5ee69ca1be7b5b58800b24137a395f6be785f64b9f085f58c0d5aff47df274e3,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (381).JPG,dataset/train/Citrus pest/2025_12_20_IMG (382).JPG,filename_neighbor,False,True,,27,3fc0953d604bc69c,634c9f949d9192b2,32,0.18599176406860352,0.4920247395833333,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (381).JPG,Citrus pest,test,b22a9cf1d12a946c042d5bcbc17f2ffd86079689576363261b8a29c1d1ff052c,2025_12_20_IMG (382).JPG,Citrus pest,train,4c9b1d5260e02573baed99afd56dec82d65dac5fbc498865cc0b3cf17e9d3bef,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (387).JPG,dataset/test/Citrus pest/2025_12_20_IMG (388).JPG,filename_neighbor,False,True,,0,61cbceb196339426,61cbceb892339626,4,0.01640242151916027,0.9475911458333334,C,probable near duplicate,requires human verification,2025_12_20_IMG (387).JPG,Citrus pest,test,3f75ca285cb9369e9bb47ee40fea1792c43c49cfbd4b5c97bbad88cfa060150a,2025_12_20_IMG (388).JPG,Citrus pest,test,9e11f758242cc11829e7b71867fddde247081f1a4988446ca5c13891b2ba8ab1,False,test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (387).JPG,dataset/train/Citrus pest/2025_12_20_IMG (386).JPG,filename_neighbor,False,True,,36,61cbceb196339426,2ff4d4805a8f2d70,34,0.24508975446224213,0.5431315104166666,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (387).JPG,Citrus pest,test,3f75ca285cb9369e9bb47ee40fea1792c43c49cfbd4b5c97bbad88cfa060150a,2025_12_20_IMG (386).JPG,Citrus pest,train,f8a9abf588f249d36a878201a3ad6f47f097ce679be87717f5992063fb68e508,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (387).JPG,dataset/train/Citrus pest/2025_12_20_IMG (389).JPG,audit_near_candidate,True,False,0.0,0,61cbceb196339426,61cbceb892339436,4,0.012803819961845875,0.9598795572916666,C,probable near duplicate,requires human verification,2025_12_20_IMG (387).JPG,Citrus pest,test,3f75ca285cb9369e9bb47ee40fea1792c43c49cfbd4b5c97bbad88cfa060150a,2025_12_20_IMG (389).JPG,Citrus pest,train,fc6b7b8b78b415b16d10e3d0d262e654377872b5811a051d691c281757109ff5,True,train-test,Citrus pest,True,2.0
dataset/test/Citrus pest/2025_12_20_IMG (388).JPG,dataset/train/Citrus pest/2025_12_20_IMG (389).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,61cbceb892339626,61cbceb892339436,2,0.014905664138495922,0.9324544270833334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (388).JPG,Citrus pest,test,9e11f758242cc11829e7b71867fddde247081f1a4988446ca5c13891b2ba8ab1,2025_12_20_IMG (389).JPG,Citrus pest,train,fc6b7b8b78b415b16d10e3d0d262e654377872b5811a051d691c281757109ff5,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (394).JPG,dataset/train/Citrus pest/2025_12_20_IMG (393).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,34cdc19e8e1c9b38,34cdc19e9e189b38,2,0.013384011574089527,0.91455078125,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (394).JPG,Citrus pest,test,17ca0e9deccc8fbf70ec005db0e42118813869dd9e7d531399f8cb591519cab9,2025_12_20_IMG (393).JPG,Citrus pest,train,861b29878fd99923920ef7ddd244862c8a2cc2969227e889ae17ca300a7dac99,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (394).JPG,dataset/train/Citrus pest/2025_12_20_IMG (395).JPG,filename_neighbor,False,True,,26,34cdc19e8e1c9b38,6569de8692983393,26,0.1674243062734604,0.745849609375,E,weak candidate / likely false positive,requires human verification,2025_12_20_IMG (394).JPG,Citrus pest,test,17ca0e9deccc8fbf70ec005db0e42118813869dd9e7d531399f8cb591519cab9,2025_12_20_IMG (395).JPG,Citrus pest,train,148c089e0389e5cd95b05196862c696dc0621402de7137d9b5705aa5c0718aa9,True,train-test,Citrus pest,True,1.0
dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,audit_near_candidate,True,False,3.0,3,7534c2e0ce97980f,753dc260de879886,8,0.03112362138926983,0.9563802083333334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (399).JPG,Citrus pest,test,b78d210bac87b5a356c0c6714f52a3b6ed2040a132be8d3c0141cab9611f30cd,2025_12_20_IMG (396).JPG,Citrus pest,train,e79342e52f2c82c7c1843746abcb548aef80d34020a28b0e62a98cd4539597a8,True,train-test,Citrus pest,True,3.0
