refined_capture_group_id,filepath,filename,class,split,date_token,image_number,prior_capture_sequence_id,group_size,supporting_categories,max_incident_phash,max_incident_mae,supporting_pair_ids,review_status
capture_review_73d4122bf536,dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,2025_12_21_IMG (431).JPG,Citrus canker,test,2025-12-21,431,sequence_0049,4,C,2,0.0179633256047964,pair_41a3946c5867ed8d6926|pair_acb0077049d73b29b590,candidate capture sequence requiring human verification
capture_review_73d4122bf536,dataset/train/Citrus canker/2025_12_21_IMG (429).JPG,2025_12_21_IMG (429).JPG,Citrus canker,train,2025-12-21,429,sequence_0049,4,C,2,0.0096306297928094,pair_aaa24dee35701a5f4f06,candidate capture sequence requiring human verification
capture_review_73d4122bf536,dataset/train/Citrus canker/2025_12_21_IMG (430).JPG,2025_12_21_IMG (430).JPG,Citrus canker,train,2025-12-21,430,sequence_0049,4,C,2,0.0096306297928094,pair_aaa24dee35701a5f4f06|pair_acb0077049d73b29b590,candidate capture sequence requiring human verification
capture_review_73d4122bf536,dataset/train/Citrus canker/2025_12_21_IMG (432).JPG,2025_12_21_IMG (432).JPG,Citrus canker,train,2025-12-21,432,sequence_0049,4,C,2,0.0179633256047964,pair_41a3946c5867ed8d6926,candidate capture sequence requiring human verification
capture_review_093437e44275,dataset/test/Citrus canker/2025_12_21_IMG (476).JPG,2025_12_21_IMG (476).JPG,Citrus canker,test,2025-12-21,476,sequence_0050,3,C,0,0.0219493582844734,pair_0bb3431f26ed52bfa7f7,candidate capture sequence requiring human verification
capture_review_093437e44275,dataset/train/Citrus canker/2025_12_21_IMG (477).JPG,2025_12_21_IMG (477).JPG,Citrus canker,train,2025-12-21,477,sequence_0050,3,C,4,0.0248152185231447,pair_0bb3431f26ed52bfa7f7|pair_497a37f17138e52a0560,candidate capture sequence requiring human verification
capture_review_093437e44275,dataset/train/Citrus canker/2025_12_21_IMG (478).JPG,2025_12_21_IMG (478).JPG,Citrus canker,train,2025-12-21,478,sequence_0050,3,C,4,0.0248152185231447,pair_497a37f17138e52a0560,candidate capture sequence requiring human verification
capture_review_14ad5297d4c2,dataset/test/Citrus canker/2025_12_21_IMG (548).JPG,2025_12_21_IMG (548).JPG,Citrus canker,test,2025-12-21,548,sequence_0053,2,C,2,0.0118457674980163,pair_14ad5297d4c267e33ef9,candidate capture sequence requiring human verification
capture_review_14ad5297d4c2,dataset/train/Citrus canker/2025_12_21_IMG (547).JPG,2025_12_21_IMG (547).JPG,Citrus canker,train,2025-12-21,547,sequence_0053,2,C,2,0.0118457674980163,pair_14ad5297d4c267e33ef9,candidate capture sequence requiring human verification
capture_review_93aaed4e2f81,dataset/test/Citrus canker/2025_12_21_IMG (562).JPG,2025_12_21_IMG (562).JPG,Citrus canker,test,2025-12-21,562,sequence_0054,2,C,2,0.0111768543720245,pair_93aaed4e2f818745c502,candidate capture sequence requiring human verification
capture_review_93aaed4e2f81,dataset/train/Citrus canker/2025_12_21_IMG (561).JPG,2025_12_21_IMG (561).JPG,Citrus canker,train,2025-12-21,561,sequence_0054,2,C,2,0.0111768543720245,pair_93aaed4e2f818745c502,candidate capture sequence requiring human verification
capture_review_947b9b62a92c,dataset/test/Citrus canker/2025_12_21_IMG (564).JPG,2025_12_21_IMG (564).JPG,Citrus canker,test,2025-12-21,564,sequence_0055,2,C,2,0.0092715993523597,pair_947b9b62a92c9818779a,candidate capture sequence requiring human verification
capture_review_947b9b62a92c,dataset/train/Citrus canker/2025_12_21_IMG (563).JPG,2025_12_21_IMG (563).JPG,Citrus canker,train,2025-12-21,563,sequence_0055,2,C,2,0.0092715993523597,pair_947b9b62a92c9818779a,candidate capture sequence requiring human verification
capture_review_bb8b3a65e9b2,dataset/test/Citrus pest/2025_12_20_IMG (207).JPG,2025_12_20_IMG (207).JPG,Citrus pest,test,2025-12-20,207,sequence_0056,3,C,4,0.0127345668151974,pair_b17c1b39ae923d2041bf|pair_c6e2e226f866299319b5,candidate capture sequence requiring human verification
capture_review_bb8b3a65e9b2,dataset/test/Citrus pest/2025_12_20_IMG (208).JPG,2025_12_20_IMG (208).JPG,Citrus pest,test,2025-12-20,208,sequence_0056,3,C,4,0.0066029666922986,pair_c6e2e226f866299319b5,candidate capture sequence requiring human verification
capture_review_bb8b3a65e9b2,dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,2025_12_20_IMG (206).JPG,Citrus pest,train,2025-12-20,206,sequence_0056,3,C,2,0.0127345668151974,pair_b17c1b39ae923d2041bf,candidate capture sequence requiring human verification
capture_review_3e0bf1dedea6,dataset/test/Citrus pest/2025_12_20_IMG (210).JPG,2025_12_20_IMG (210).JPG,Citrus pest,test,2025-12-20,210,sequence_0057,2,C,0,0.0052070566453039,pair_3e0bf1dedea60d5059ca,candidate capture sequence requiring human verification
capture_review_3e0bf1dedea6,dataset/train/Citrus pest/2025_12_20_IMG (211).JPG,2025_12_20_IMG (211).JPG,Citrus pest,train,2025-12-20,211,sequence_0057,2,C,0,0.0052070566453039,pair_3e0bf1dedea60d5059ca,candidate capture sequence requiring human verification
capture_review_ce4255dd32de,dataset/test/Citrus pest/2025_12_20_IMG (215).JPG,2025_12_20_IMG (215).JPG,Citrus pest,test,2025-12-20,215,sequence_0058,2,C,4,0.0061813853681087,pair_ce4255dd32def7d5b5e0,candidate capture sequence requiring human verification
capture_review_ce4255dd32de,dataset/train/Citrus pest/2025_12_20_IMG (214).JPG,2025_12_20_IMG (214).JPG,Citrus pest,train,2025-12-20,214,sequence_0058,2,C,4,0.0061813853681087,pair_ce4255dd32def7d5b5e0,candidate capture sequence requiring human verification
capture_review_e5673496b0c8,dataset/test/Citrus pest/2025_12_20_IMG (220).JPG,2025_12_20_IMG (220).JPG,Citrus pest,test,2025-12-20,220,sequence_0059,2,C,0,0.0169618688523769,pair_e5673496b0c8a90469c6,candidate capture sequence requiring human verification
capture_review_e5673496b0c8,dataset/val/Citrus pest/2025_12_20_IMG (221).JPG,2025_12_20_IMG (221).JPG,Citrus pest,val,2025-12-20,221,sequence_0059,2,C,0,0.0169618688523769,pair_e5673496b0c8a90469c6,candidate capture sequence requiring human verification
capture_review_f752d4b04b41,dataset/test/Citrus pest/2025_12_20_IMG (234).JPG,2025_12_20_IMG (234).JPG,Citrus pest,test,2025-12-20,234,sequence_0060,3,C,2,0.0158812683075666,pair_1b1e69ab3f82095a4919,candidate capture sequence requiring human verification
capture_review_f752d4b04b41,dataset/train/Citrus pest/2025_12_20_IMG (233).JPG,2025_12_20_IMG (233).JPG,Citrus pest,train,2025-12-20,233,sequence_0060,3,C,2,0.0158812683075666,pair_1b1e69ab3f82095a4919|pair_916cc3a0b7aa23ec9d08,candidate capture sequence requiring human verification
capture_review_f752d4b04b41,dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,2025_12_20_IMG (232).JPG,Citrus pest,val,2025-12-20,232,sequence_0060,3,C,2,0.0113839739933609,pair_916cc3a0b7aa23ec9d08,candidate capture sequence requiring human verification
capture_review_b393c1afa6c8,dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,2025_12_20_IMG (263).JPG,Citrus pest,test,2025-12-20,263,sequence_0063,2,C,2,0.0177788622677326,pair_b393c1afa6c8ee301138,candidate capture sequence requiring human verification
capture_review_b393c1afa6c8,dataset/train/Citrus pest/2025_12_20_IMG (262).JPG,2025_12_20_IMG (262).JPG,Citrus pest,train,2025-12-20,262,sequence_0063,2,C,2,0.0177788622677326,pair_b393c1afa6c8ee301138,candidate capture sequence requiring human verification
capture_review_81cc72131aae,dataset/test/Citrus pest/2025_12_20_IMG (282).JPG,2025_12_20_IMG (282).JPG,Citrus pest,test,2025-12-20,282,sequence_0064,3,C,0,0.0088136354461312,pair_e01f7399017407a1233b,candidate capture sequence requiring human verification
capture_review_81cc72131aae,dataset/test/Citrus pest/2025_12_20_IMG (283).JPG,2025_12_20_IMG (283).JPG,Citrus pest,test,2025-12-20,283,sequence_0064,3,C,0,0.011577371507883,pair_e01f7399017407a1233b|pair_fbd0e2435beeffd8f093,candidate capture sequence requiring human verification
capture_review_81cc72131aae,dataset/train/Citrus pest/2025_12_20_IMG (284).JPG,2025_12_20_IMG (284).JPG,Citrus pest,train,2025-12-20,284,sequence_0064,3,C,0,0.011577371507883,pair_fbd0e2435beeffd8f093,candidate capture sequence requiring human verification
capture_review_6baebf7ac368,dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,2025_12_20_IMG (301).JPG,Citrus pest,test,2025-12-20,301,sequence_0065,2,C,2,0.0204257946461439,pair_6baebf7ac36835e03e89,candidate capture sequence requiring human verification
capture_review_6baebf7ac368,dataset/train/Citrus pest/2025_12_20_IMG (300).JPG,2025_12_20_IMG (300).JPG,Citrus pest,train,2025-12-20,300,sequence_0065,2,C,2,0.0204257946461439,pair_6baebf7ac36835e03e89,candidate capture sequence requiring human verification
capture_review_71ff63e223f7,dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,2025_12_20_IMG (303).JPG,Citrus pest,test,2025-12-20,303,sequence_0066,2,C,2,0.0147186471149325,pair_71ff63e223f777b5f882,candidate capture sequence requiring human verification
capture_review_71ff63e223f7,dataset/train/Citrus pest/2025_12_20_IMG (302).JPG,2025_12_20_IMG (302).JPG,Citrus pest,train,2025-12-20,302,sequence_0066,2,C,2,0.0147186471149325,pair_71ff63e223f777b5f882,candidate capture sequence requiring human verification
capture_review_6107c9a2f1cf,dataset/test/Citrus pest/2025_12_20_IMG (315).JPG,2025_12_20_IMG (315).JPG,Citrus pest,test,2025-12-20,315,sequence_0067,2,C,2,0.0077177160419523,pair_6107c9a2f1cf36575013,candidate capture sequence requiring human verification
capture_review_6107c9a2f1cf,dataset/train/Citrus pest/2025_12_20_IMG (316).JPG,2025_12_20_IMG (316).JPG,Citrus pest,train,2025-12-20,316,sequence_0067,2,C,2,0.0077177160419523,pair_6107c9a2f1cf36575013,candidate capture sequence requiring human verification
capture_review_1010b3f96b2f,dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,2025_12_20_IMG (368).JPG,Citrus pest,test,2025-12-20,368,sequence_0068,2,C,2,0.0196885857731103,pair_1010b3f96b2f3eff2c82,candidate capture sequence requiring human verification
capture_review_1010b3f96b2f,dataset/train/Citrus pest/2025_12_20_IMG (369).JPG,2025_12_20_IMG (369).JPG,Citrus pest,train,2025-12-20,369,sequence_0068,2,C,2,0.0196885857731103,pair_1010b3f96b2f3eff2c82,candidate capture sequence requiring human verification
capture_review_df00be2ddc02,dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,2025_12_20_IMG (380).JPG,Citrus pest,test,2025-12-20,380,sequence_0069,3,C,2,0.0102679478004574,pair_da69e46b7accf3159f6b,candidate capture sequence requiring human verification
capture_review_df00be2ddc02,dataset/train/Citrus pest/2025_12_20_IMG (378).JPG,2025_12_20_IMG (378).JPG,Citrus pest,train,2025-12-20,378,sequence_0069,3,C,4,0.0175382327288389,pair_ff3493580b46a46da19f,candidate capture sequence requiring human verification
capture_review_df00be2ddc02,dataset/train/Citrus pest/2025_12_20_IMG (379).JPG,2025_12_20_IMG (379).JPG,Citrus pest,train,2025-12-20,379,sequence_0069,3,C,4,0.0175382327288389,pair_da69e46b7accf3159f6b|pair_ff3493580b46a46da19f,candidate capture sequence requiring human verification
capture_review_bbea93a0b937,dataset/test/Citrus pest/2025_12_20_IMG (404).JPG,2025_12_20_IMG (404).JPG,Citrus pest,test,2025-12-20,404,sequence_0072,3,C,0,0.0060779848136007,pair_4b3d6333c05cae4bcfcc,candidate capture sequence requiring human verification
capture_review_bbea93a0b937,dataset/train/Citrus pest/2025_12_20_IMG (402).JPG,2025_12_20_IMG (402).JPG,Citrus pest,train,2025-12-20,402,sequence_0072,3,C,0,0.006781683769077,pair_2567558017636600e981,candidate capture sequence requiring human verification
capture_review_bbea93a0b937,dataset/train/Citrus pest/2025_12_20_IMG (403).JPG,2025_12_20_IMG (403).JPG,Citrus pest,train,2025-12-20,403,sequence_0072,3,C,0,0.006781683769077,pair_2567558017636600e981|pair_4b3d6333c05cae4bcfcc,candidate capture sequence requiring human verification
capture_review_3798a6dc97fd,dataset/test/Greening/2025_12_21_IMG (20).JPG,2025_12_21_IMG (20).JPG,Greening,test,2025-12-21,20,sequence_0074,2,C,2,0.019452104344964,pair_3798a6dc97fda5ec83d1,candidate capture sequence requiring human verification
capture_review_3798a6dc97fd,dataset/train/Greening/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,Greening,train,2025-12-21,19,sequence_0074,2,C,2,0.019452104344964,pair_3798a6dc97fda5ec83d1,candidate capture sequence requiring human verification
capture_review_cc2d0d5abcba,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,Greening,test,2025-12-21,254,sequence_0075,2,C,4,0.0275470409542322,pair_cc2d0d5abcbac7da067c,candidate capture sequence requiring human verification
capture_review_cc2d0d5abcba,dataset/train/Greening/2025_12_21_IMG (253).JPG,2025_12_21_IMG (253).JPG,Greening,train,2025-12-21,253,sequence_0075,2,C,4,0.0275470409542322,pair_cc2d0d5abcbac7da067c,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/test/Greening/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,Greening,test,2025-12-21,256,sequence_0075,6,C,2,0.0199027266353368,pair_df2ea1e2583c549f0c94|pair_e6d017e2861f1dff0039,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/test/Greening/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,Greening,test,2025-12-21,258,sequence_0075,6,C,4,0.0158413741737604,pair_33ac63afb937b96d3b60|pair_cd365e3289b697d0012b,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/train/Greening/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Greening,train,2025-12-21,255,sequence_0075,6,C,2,0.0174191948026418,pair_df2ea1e2583c549f0c94,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,Greening,train,2025-12-21,257,sequence_0075,6,C,2,0.0199027266353368,pair_33ac63afb937b96d3b60|pair_e6d017e2861f1dff0039,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/train/Greening/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,Greening,train,2025-12-21,259,sequence_0075,6,C,4,0.0137733602896332,pair_cd365e3289b697d0012b|pair_fe6b5d74692b47e7ddae,candidate capture sequence requiring human verification
capture_review_f1fc33ae39fc,dataset/train/Greening/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,Greening,train,2025-12-21,260,sequence_0075,6,C,2,0.0137733602896332,pair_fe6b5d74692b47e7ddae,candidate capture sequence requiring human verification
capture_review_423d07bc66ce,dataset/test/Greening/2025_12_21_IMG (274).JPG,2025_12_21_IMG (274).JPG,Greening,test,2025-12-21,274,sequence_0076,2,C,4,0.0271710958331823,pair_423d07bc66cea86f134d,candidate capture sequence requiring human verification
capture_review_423d07bc66ce,dataset/train/Greening/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,Greening,train,2025-12-21,275,sequence_0076,2,C,4,0.0271710958331823,pair_423d07bc66cea86f134d,candidate capture sequence requiring human verification
capture_review_2bbaf6f8c056,dataset/test/Greening/2025_12_21_IMG (5).JPG,2025_12_21_IMG (5).JPG,Greening,test,2025-12-21,5,sequence_0078,2,C,0,0.0118853403255343,pair_2bbaf6f8c05620e9628a,candidate capture sequence requiring human verification
capture_review_2bbaf6f8c056,dataset/train/Greening/2025_12_21_IMG (6).JPG,2025_12_21_IMG (6).JPG,Greening,train,2025-12-21,6,sequence_0078,2,C,0,0.0118853403255343,pair_2bbaf6f8c05620e9628a,candidate capture sequence requiring human verification
capture_review_67df1f10cff0,dataset/test/Greening/2025_12_21_IMG (56).JPG,2025_12_21_IMG (56).JPG,Greening,test,2025-12-21,56,sequence_0079,2,C,2,0.0124061740934848,pair_67df1f10cff05fed3c38,candidate capture sequence requiring human verification
capture_review_67df1f10cff0,dataset/val/Greening/2025_12_21_IMG (57).JPG,2025_12_21_IMG (57).JPG,Greening,val,2025-12-21,57,sequence_0079,2,C,2,0.0124061740934848,pair_67df1f10cff05fed3c38,candidate capture sequence requiring human verification
capture_review_35c24e63ac96,dataset/test/Healthy leaf/2025_11_21_IMG (101).JPG,2025_11_21_IMG (101).JPG,Healthy leaf,test,2025-11-21,101,sequence_0080,2,C,4,0.0245257597416639,pair_35c24e63ac960ea79e46,candidate capture sequence requiring human verification
capture_review_35c24e63ac96,dataset/train/Healthy leaf/2025_11_21_IMG (102).JPG,2025_11_21_IMG (102).JPG,Healthy leaf,train,2025-11-21,102,sequence_0080,2,C,4,0.0245257597416639,pair_35c24e63ac960ea79e46,candidate capture sequence requiring human verification
capture_review_716b417e8bdf,dataset/test/Healthy leaf/2025_11_21_IMG (11).JPG,2025_11_21_IMG (11).JPG,Healthy leaf,test,2025-11-21,11,sequence_0081,3,C,2,0.00739506771788,pair_9f6a9ac57443113c28be,candidate capture sequence requiring human verification
capture_review_716b417e8bdf,dataset/train/Healthy leaf/2025_11_21_IMG (10).JPG,2025_11_21_IMG (10).JPG,Healthy leaf,train,2025-11-21,10,sequence_0081,3,C,2,0.014198132790625,pair_9f6a9ac57443113c28be|pair_af24f24d6b71b217c418,candidate capture sequence requiring human verification
capture_review_716b417e8bdf,dataset/train/Healthy leaf/2025_11_21_IMG (9).JPG,2025_11_21_IMG (9).JPG,Healthy leaf,train,2025-11-21,9,sequence_0081,3,C,2,0.014198132790625,pair_af24f24d6b71b217c418,candidate capture sequence requiring human verification
capture_review_795fdb3ca345,dataset/test/Healthy leaf/2025_11_21_IMG (135).JPG,2025_11_21_IMG (135).JPG,Healthy leaf,test,2025-11-21,135,sequence_0084,2,A,0,0.0,pair_795fdb3ca345e6dbf529,candidate capture sequence requiring human verification
capture_review_795fdb3ca345,dataset/val/Healthy leaf/2025_11_21_IMG (136).JPG,2025_11_21_IMG (136).JPG,Healthy leaf,val,2025-11-21,136,sequence_0084,2,A,0,0.0,pair_795fdb3ca345e6dbf529,candidate capture sequence requiring human verification
capture_review_9f9c8ac67258,dataset/test/Healthy leaf/2025_11_21_IMG (172).JPG,2025_11_21_IMG (172).JPG,Healthy leaf,test,2025-11-21,172,sequence_0085,2,C,2,0.0062072351574897,pair_9f9c8ac672587fb9dbb2,candidate capture sequence requiring human verification
capture_review_9f9c8ac67258,dataset/train/Healthy leaf/2025_11_21_IMG (171).JPG,2025_11_21_IMG (171).JPG,Healthy leaf,train,2025-11-21,171,sequence_0085,2,C,2,0.0062072351574897,pair_9f9c8ac672587fb9dbb2,candidate capture sequence requiring human verification
capture_review_d79a41f8292e,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,2025_11_21_IMG (2).JPG,Healthy leaf,test,2025-11-21,2,sequence_0086,2,C,4,0.0146736502647399,pair_d79a41f8292e5c1dadc9,candidate capture sequence requiring human verification
capture_review_d79a41f8292e,dataset/train/Healthy leaf/2025_11_21_IMG (1).JPG,2025_11_21_IMG (1).JPG,Healthy leaf,train,2025-11-21,1,sequence_0086,2,C,4,0.0146736502647399,pair_d79a41f8292e5c1dadc9,candidate capture sequence requiring human verification
capture_review_7f75135cebde,dataset/test/Healthy leaf/2025_11_21_IMG (227).JPG,2025_11_21_IMG (227).JPG,Healthy leaf,test,2025-11-21,227,sequence_0087,2,C,2,0.0148906633257865,pair_7f75135cebde706e81c4,candidate capture sequence requiring human verification
capture_review_7f75135cebde,dataset/train/Healthy leaf/2025_11_21_IMG (226).JPG,2025_11_21_IMG (226).JPG,Healthy leaf,train,2025-11-21,226,sequence_0087,2,C,2,0.0148906633257865,pair_7f75135cebde706e81c4,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,2025_11_21_IMG (254).JPG,Healthy leaf,test,2025-11-21,254,sequence_0088,8,B|C,2,0.0061076642014086,pair_5beed25e60799f5b4f06|pair_a6d73b1f3bf2e34b6d59,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,Healthy leaf,test,2025-11-21,256,sequence_0088,8,B|C,4,0.0126825468614697,pair_64a05086db4c45874da9|pair_9e052a675ff59a6f924d,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,Healthy leaf,test,2025-11-21,258,sequence_0088,8,C,0,0.0095029743388295,pair_021e590b68270277af24,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,2025_11_21_IMG (252).JPG,Healthy leaf,train,2025-11-21,252,sequence_0088,8,C,4,0.0211502369493246,pair_7b50a6cb6abd8f1a8560|pair_cf05312c051334e190af,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,Healthy leaf,train,2025-11-21,255,sequence_0088,8,C,4,0.0126825468614697,pair_5beed25e60799f5b4f06|pair_64a05086db4c45874da9,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,Healthy leaf,val,2025-11-21,251,sequence_0088,8,C,4,0.0211502369493246,pair_cf05312c051334e190af,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,2025_11_21_IMG (253).JPG,Healthy leaf,val,2025-11-21,253,sequence_0088,8,B|C,4,0.0066948779858648,pair_7b50a6cb6abd8f1a8560|pair_a6d73b1f3bf2e34b6d59,candidate capture sequence requiring human verification
capture_review_bfefa7f35825,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,2025_11_21_IMG (257).JPG,Healthy leaf,val,2025-11-21,257,sequence_0088,8,B|C,0,0.0095029743388295,pair_021e590b68270277af24|pair_9e052a675ff59a6f924d,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,Healthy leaf,test,2025-11-21,264,sequence_0089,6,C,4,0.0235641971230506,pair_3c8027829a22504452ad|pair_c4de27c1e715b428d3d4,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,2025_11_21_IMG (262).JPG,Healthy leaf,train,2025-11-21,262,sequence_0089,6,C,4,0.0214122477918863,pair_7a9dec3d8266e6253ea3|pair_e8509d19c31ae301cb15,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/train/Healthy leaf/2025_11_21_IMG (263).JPG,2025_11_21_IMG (263).JPG,Healthy leaf,train,2025-11-21,263,sequence_0089,6,C,4,0.0172624979168176,pair_3c8027829a22504452ad|pair_e8509d19c31ae301cb15,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,2025_11_21_IMG (265).JPG,Healthy leaf,train,2025-11-21,265,sequence_0089,6,C,4,0.0235641971230506,pair_c4de27c1e715b428d3d4,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,Healthy leaf,val,2025-11-21,260,sequence_0089,6,C,4,0.0286126416176557,pair_926cec1707a840fe9308,candidate capture sequence requiring human verification
capture_review_91283c9e4eac,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,Healthy leaf,val,2025-11-21,261,sequence_0089,6,C,4,0.0286126416176557,pair_7a9dec3d8266e6253ea3|pair_926cec1707a840fe9308,candidate capture sequence requiring human verification
capture_review_7742b8ed6b9a,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,2025_11_21_IMG (266).JPG,Healthy leaf,test,2025-11-21,266,sequence_0090,2,C,2,0.0079557923600077,pair_7742b8ed6b9af61880ec,candidate capture sequence requiring human verification
capture_review_7742b8ed6b9a,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,2025_11_21_IMG (267).JPG,Healthy leaf,val,2025-11-21,267,sequence_0090,2,C,2,0.0079557923600077,pair_7742b8ed6b9af61880ec,candidate capture sequence requiring human verification
capture_review_cdf86de7c5a9,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,2025_11_21_IMG (273).JPG,Healthy leaf,test,2025-11-21,273,sequence_0091,5,C,2,0.0242621526122093,pair_083354b8db4b4a5ece2f|pair_47e52c2bf62d60107ecf,candidate capture sequence requiring human verification
capture_review_cdf86de7c5a9,dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,2025_11_21_IMG (274).JPG,Healthy leaf,test,2025-11-21,274,sequence_0091,5,C,2,0.0242621526122093,pair_083354b8db4b4a5ece2f,candidate capture sequence requiring human verification
capture_review_cdf86de7c5a9,dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,2025_11_21_IMG (270).JPG,Healthy leaf,train,2025-11-21,270,sequence_0091,5,C,0,0.020663870498538,pair_9a4068d05ff1c1576d59,candidate capture sequence requiring human verification
capture_review_cdf86de7c5a9,dataset/train/Healthy leaf/2025_11_21_IMG (271).JPG,2025_11_21_IMG (271).JPG,Healthy leaf,train,2025-11-21,271,sequence_0091,5,C,4,0.020663870498538,pair_9a4068d05ff1c1576d59|pair_bbef1e6f76e50c18282a,candidate capture sequence requiring human verification
capture_review_cdf86de7c5a9,dataset/train/Healthy leaf/2025_11_21_IMG (272).JPG,2025_11_21_IMG (272).JPG,Healthy leaf,train,2025-11-21,272,sequence_0091,5,C,4,0.0205633416771888,pair_47e52c2bf62d60107ecf|pair_bbef1e6f76e50c18282a,candidate capture sequence requiring human verification
capture_review_a3134a0064aa,dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,2025_11_21_IMG (292).JPG,Healthy leaf,test,2025-11-21,292,sequence_0092,5,B,2,0.0140854762867093,pair_322a8c0b7d1360c3ae63,candidate capture sequence requiring human verification
capture_review_a3134a0064aa,dataset/train/Healthy leaf/2025_11_21_IMG (288).JPG,2025_11_21_IMG (288).JPG,Healthy leaf,train,2025-11-21,288,sequence_0092,5,C,0,0.0108028231188654,pair_619973e4d4d668d79cae,candidate capture sequence requiring human verification
capture_review_a3134a0064aa,dataset/train/Healthy leaf/2025_11_21_IMG (289).JPG,2025_11_21_IMG (289).JPG,Healthy leaf,train,2025-11-21,289,sequence_0092,5,B|C,2,0.0108028231188654,pair_619973e4d4d668d79cae|pair_6c9985559ddb2fd8f8ad,candidate capture sequence requiring human verification
capture_review_a3134a0064aa,dataset/train/Healthy leaf/2025_11_21_IMG (290).JPG,2025_11_21_IMG (290).JPG,Healthy leaf,train,2025-11-21,290,sequence_0092,5,B,2,0.0088551240041852,pair_6c9985559ddb2fd8f8ad|pair_afb0c3d47f601c85c522,candidate capture sequence requiring human verification
capture_review_a3134a0064aa,dataset/val/Healthy leaf/2025_11_21_IMG (291).JPG,2025_11_21_IMG (291).JPG,Healthy leaf,val,2025-11-21,291,sequence_0092,5,B,2,0.0140854762867093,pair_322a8c0b7d1360c3ae63|pair_afb0c3d47f601c85c522,candidate capture sequence requiring human verification
capture_review_fcd6fa4a1e9e,dataset/test/Healthy leaf/2025_11_21_IMG (35).JPG,2025_11_21_IMG (35).JPG,Healthy leaf,test,2025-11-21,35,sequence_0093,2,C,2,0.0205649379640817,pair_fcd6fa4a1e9eb8b38d9b,candidate capture sequence requiring human verification
