filepath,filename,class,split,date_token,image_number
dataset/train/Black spot/2025_12_20_IMG (68).JPG,2025_12_20_IMG (68).JPG,Black spot,train,2025-12-20,68
dataset/train/Black spot/2025_12_20_IMG (69).JPG,2025_12_20_IMG (69).JPG,Black spot,train,2025-12-20,69
dataset/train/Black spot/2025_12_20_IMG (70).JPG,2025_12_20_IMG (70).JPG,Black spot,train,2025-12-20,70
dataset/train/Black spot/2025_12_20_IMG (71).JPG,2025_12_20_IMG (71).JPG,Black spot,train,2025-12-20,71
dataset/train/Black spot/2025_12_20_IMG (72).JPG,2025_12_20_IMG (72).JPG,Black spot,train,2025-12-20,72
dataset/train/Black spot/2025_12_20_IMG (75).JPG,2025_12_20_IMG (75).JPG,Black spot,train,2025-12-20,75
dataset/train/Black spot/2025_12_20_IMG (76).JPG,2025_12_20_IMG (76).JPG,Black spot,train,2025-12-20,76
dataset/train/Black spot/2025_12_20_IMG (77).JPG,2025_12_20_IMG (77).JPG,Black spot,train,2025-12-20,77
dataset/train/Black spot/2025_12_20_IMG (78).JPG,2025_12_20_IMG (78).JPG,Black spot,train,2025-12-20,78
dataset/train/Black spot/2025_12_20_IMG (79).JPG,2025_12_20_IMG (79).JPG,Black spot,train,2025-12-20,79
dataset/train/Black spot/2025_12_20_IMG (80).JPG,2025_12_20_IMG (80).JPG,Black spot,train,2025-12-20,80
dataset/train/Black spot/2025_12_20_IMG (81).JPG,2025_12_20_IMG (81).JPG,Black spot,train,2025-12-20,81
dataset/train/Black spot/2025_12_20_IMG (82).JPG,2025_12_20_IMG (82).JPG,Black spot,train,2025-12-20,82
dataset/train/Black spot/2025_12_20_IMG (85).JPG,2025_12_20_IMG (85).JPG,Black spot,train,2025-12-20,85
dataset/train/Black spot/2025_12_20_IMG (87).JPG,2025_12_20_IMG (87).JPG,Black spot,train,2025-12-20,87
dataset/train/Black spot/2025_12_20_IMG (90).JPG,2025_12_20_IMG (90).JPG,Black spot,train,2025-12-20,90
dataset/train/Black spot/2025_12_20_IMG (93).JPG,2025_12_20_IMG (93).JPG,Black spot,train,2025-12-20,93
dataset/train/Black spot/2025_12_20_IMG (94).JPG,2025_12_20_IMG (94).JPG,Black spot,train,2025-12-20,94
dataset/train/Black spot/2025_12_20_IMG (96).JPG,2025_12_20_IMG (96).JPG,Black spot,train,2025-12-20,96
dataset/train/Black spot/2025_12_20_IMG (98).JPG,2025_12_20_IMG (98).JPG,Black spot,train,2025-12-20,98
dataset/train/Black spot/2025_12_20_IMG (99).JPG,2025_12_20_IMG (99).JPG,Black spot,train,2025-12-20,99
dataset/train/Citrus canker/2025_12_21_IMG (202).JPG,2025_12_21_IMG (202).JPG,Citrus canker,train,2025-12-21,202
dataset/train/Citrus canker/2025_12_21_IMG (203).JPG,2025_12_21_IMG (203).JPG,Citrus canker,train,2025-12-21,203
dataset/train/Citrus canker/2025_12_21_IMG (204).JPG,2025_12_21_IMG (204).JPG,Citrus canker,train,2025-12-21,204
dataset/train/Citrus canker/2025_12_21_IMG (206).JPG,2025_12_21_IMG (206).JPG,Citrus canker,train,2025-12-21,206
dataset/train/Citrus canker/2025_12_21_IMG (207).JPG,2025_12_21_IMG (207).JPG,Citrus canker,train,2025-12-21,207
dataset/train/Citrus canker/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,Citrus canker,train,2025-12-21,208
dataset/train/Citrus canker/2025_12_21_IMG (209).JPG,2025_12_21_IMG (209).JPG,Citrus canker,train,2025-12-21,209
dataset/train/Citrus canker/2025_12_21_IMG (210).JPG,2025_12_21_IMG (210).JPG,Citrus canker,train,2025-12-21,210
dataset/train/Citrus canker/2025_12_21_IMG (211).JPG,2025_12_21_IMG (211).JPG,Citrus canker,train,2025-12-21,211
dataset/train/Citrus canker/2025_12_21_IMG (212).JPG,2025_12_21_IMG (212).JPG,Citrus canker,train,2025-12-21,212
dataset/train/Citrus canker/2025_12_21_IMG (213).JPG,2025_12_21_IMG (213).JPG,Citrus canker,train,2025-12-21,213
dataset/train/Citrus canker/2025_12_21_IMG (216).JPG,2025_12_21_IMG (216).JPG,Citrus canker,train,2025-12-21,216
dataset/train/Citrus canker/2025_12_21_IMG (219).JPG,2025_12_21_IMG (219).JPG,Citrus canker,train,2025-12-21,219
dataset/train/Citrus canker/2025_12_21_IMG (220).JPG,2025_12_21_IMG (220).JPG,Citrus canker,train,2025-12-21,220
dataset/train/Citrus canker/2025_12_21_IMG (221).JPG,2025_12_21_IMG (221).JPG,Citrus canker,train,2025-12-21,221
dataset/train/Citrus canker/2025_12_21_IMG (222).JPG,2025_12_21_IMG (222).JPG,Citrus canker,train,2025-12-21,222
dataset/train/Citrus canker/2025_12_21_IMG (223).JPG,2025_12_21_IMG (223).JPG,Citrus canker,train,2025-12-21,223
dataset/train/Citrus canker/2025_12_21_IMG (227).JPG,2025_12_21_IMG (227).JPG,Citrus canker,train,2025-12-21,227
dataset/train/Citrus canker/2025_12_21_IMG (228).JPG,2025_12_21_IMG (228).JPG,Citrus canker,train,2025-12-21,228
dataset/train/Citrus canker/2025_12_21_IMG (229).JPG,2025_12_21_IMG (229).JPG,Citrus canker,train,2025-12-21,229
dataset/train/Citrus canker/2025_12_21_IMG (231).JPG,2025_12_21_IMG (231).JPG,Citrus canker,train,2025-12-21,231
dataset/train/Citrus canker/2025_12_21_IMG (232).JPG,2025_12_21_IMG (232).JPG,Citrus canker,train,2025-12-21,232
dataset/train/Citrus canker/2025_12_21_IMG (233).JPG,2025_12_21_IMG (233).JPG,Citrus canker,train,2025-12-21,233
dataset/train/Citrus canker/2025_12_21_IMG (234).JPG,2025_12_21_IMG (234).JPG,Citrus canker,train,2025-12-21,234
dataset/train/Citrus canker/2025_12_21_IMG (236).JPG,2025_12_21_IMG (236).JPG,Citrus canker,train,2025-12-21,236
dataset/train/Citrus canker/2025_12_21_IMG (239).JPG,2025_12_21_IMG (239).JPG,Citrus canker,train,2025-12-21,239
dataset/train/Citrus canker/2025_12_21_IMG (240).JPG,2025_12_21_IMG (240).JPG,Citrus canker,train,2025-12-21,240
dataset/train/Citrus canker/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,Citrus canker,train,2025-12-21,241
dataset/train/Citrus canker/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,Citrus canker,train,2025-12-21,243
dataset/train/Citrus canker/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,Citrus canker,train,2025-12-21,244
dataset/train/Citrus canker/2025_12_21_IMG (245).JPG,2025_12_21_IMG (245).JPG,Citrus canker,train,2025-12-21,245
dataset/train/Citrus canker/2025_12_21_IMG (247).JPG,2025_12_21_IMG (247).JPG,Citrus canker,train,2025-12-21,247
dataset/train/Citrus canker/2025_12_21_IMG (250).JPG,2025_12_21_IMG (250).JPG,Citrus canker,train,2025-12-21,250
dataset/train/Citrus canker/2025_12_21_IMG (252).JPG,2025_12_21_IMG (252).JPG,Citrus canker,train,2025-12-21,252
dataset/train/Citrus canker/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Citrus canker,train,2025-12-21,255
dataset/train/Citrus canker/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,Citrus canker,train,2025-12-21,256
dataset/train/Citrus canker/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,Citrus canker,train,2025-12-21,257
dataset/train/Citrus canker/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,Citrus canker,train,2025-12-21,258
dataset/train/Citrus canker/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,Citrus canker,train,2025-12-21,260
dataset/train/Citrus canker/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,Citrus canker,train,2025-12-21,261
dataset/train/Citrus canker/2025_12_21_IMG (262).JPG,2025_12_21_IMG (262).JPG,Citrus canker,train,2025-12-21,262
dataset/train/Citrus canker/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,Citrus canker,train,2025-12-21,263
dataset/train/Citrus canker/2025_12_21_IMG (264).JPG,2025_12_21_IMG (264).JPG,Citrus canker,train,2025-12-21,264
dataset/train/Citrus canker/2025_12_21_IMG (266).JPG,2025_12_21_IMG (266).JPG,Citrus canker,train,2025-12-21,266
dataset/train/Citrus canker/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,Citrus canker,train,2025-12-21,267
dataset/train/Citrus canker/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,Citrus canker,train,2025-12-21,268
dataset/train/Citrus canker/2025_12_21_IMG (269).JPG,2025_12_21_IMG (269).JPG,Citrus canker,train,2025-12-21,269
dataset/train/Citrus canker/2025_12_21_IMG (270).JPG,2025_12_21_IMG (270).JPG,Citrus canker,train,2025-12-21,270
dataset/train/Citrus canker/2025_12_21_IMG (271).JPG,2025_12_21_IMG (271).JPG,Citrus canker,train,2025-12-21,271
dataset/train/Citrus canker/2025_12_21_IMG (274).JPG,2025_12_21_IMG (274).JPG,Citrus canker,train,2025-12-21,274
dataset/train/Citrus canker/2025_12_21_IMG (276).JPG,2025_12_21_IMG (276).JPG,Citrus canker,train,2025-12-21,276
dataset/train/Citrus canker/2025_12_21_IMG (277).JPG,2025_12_21_IMG (277).JPG,Citrus canker,train,2025-12-21,277
dataset/train/Citrus canker/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,Citrus canker,train,2025-12-21,278
dataset/train/Citrus canker/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Citrus canker,train,2025-12-21,279
dataset/train/Citrus canker/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Citrus canker,train,2025-12-21,280
dataset/train/Citrus canker/2025_12_21_IMG (282).JPG,2025_12_21_IMG (282).JPG,Citrus canker,train,2025-12-21,282
dataset/train/Citrus canker/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,Citrus canker,train,2025-12-21,284
dataset/train/Citrus canker/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,Citrus canker,train,2025-12-21,286
dataset/train/Citrus canker/2025_12_21_IMG (287).JPG,2025_12_21_IMG (287).JPG,Citrus canker,train,2025-12-21,287
dataset/train/Citrus canker/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,Citrus canker,train,2025-12-21,288
dataset/train/Citrus canker/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,Citrus canker,train,2025-12-21,290
dataset/train/Citrus canker/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,Citrus canker,train,2025-12-21,291
dataset/train/Citrus canker/2025_12_21_IMG (292).JPG,2025_12_21_IMG (292).JPG,Citrus canker,train,2025-12-21,292
dataset/train/Citrus canker/2025_12_21_IMG (293).JPG,2025_12_21_IMG (293).JPG,Citrus canker,train,2025-12-21,293
dataset/train/Citrus canker/2025_12_21_IMG (294).JPG,2025_12_21_IMG (294).JPG,Citrus canker,train,2025-12-21,294
dataset/train/Citrus canker/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,Citrus canker,train,2025-12-21,295
dataset/train/Citrus canker/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,Citrus canker,train,2025-12-21,296
dataset/train/Citrus canker/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,Citrus canker,train,2025-12-21,297
dataset/train/Citrus canker/2025_12_21_IMG (298).JPG,2025_12_21_IMG (298).JPG,Citrus canker,train,2025-12-21,298
dataset/train/Citrus canker/2025_12_21_IMG (299).JPG,2025_12_21_IMG (299).JPG,Citrus canker,train,2025-12-21,299
dataset/train/Citrus canker/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,Citrus canker,train,2025-12-21,301
dataset/train/Citrus canker/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,Citrus canker,train,2025-12-21,302
dataset/train/Citrus canker/2025_12_21_IMG (304).JPG,2025_12_21_IMG (304).JPG,Citrus canker,train,2025-12-21,304
dataset/train/Citrus canker/2025_12_21_IMG (305).JPG,2025_12_21_IMG (305).JPG,Citrus canker,train,2025-12-21,305
dataset/train/Citrus canker/2025_12_21_IMG (306).JPG,2025_12_21_IMG (306).JPG,Citrus canker,train,2025-12-21,306
dataset/train/Citrus canker/2025_12_21_IMG (307).JPG,2025_12_21_IMG (307).JPG,Citrus canker,train,2025-12-21,307
dataset/train/Citrus canker/2025_12_21_IMG (308).JPG,2025_12_21_IMG (308).JPG,Citrus canker,train,2025-12-21,308
dataset/train/Citrus canker/2025_12_21_IMG (311).JPG,2025_12_21_IMG (311).JPG,Citrus canker,train,2025-12-21,311
dataset/train/Citrus canker/2025_12_21_IMG (315).JPG,2025_12_21_IMG (315).JPG,Citrus canker,train,2025-12-21,315
dataset/train/Citrus canker/2025_12_21_IMG (317).JPG,2025_12_21_IMG (317).JPG,Citrus canker,train,2025-12-21,317
dataset/train/Citrus canker/2025_12_21_IMG (320).JPG,2025_12_21_IMG (320).JPG,Citrus canker,train,2025-12-21,320
dataset/train/Citrus canker/2025_12_21_IMG (322).JPG,2025_12_21_IMG (322).JPG,Citrus canker,train,2025-12-21,322
dataset/train/Citrus canker/2025_12_21_IMG (323).JPG,2025_12_21_IMG (323).JPG,Citrus canker,train,2025-12-21,323
dataset/train/Citrus canker/2025_12_21_IMG (324).JPG,2025_12_21_IMG (324).JPG,Citrus canker,train,2025-12-21,324
dataset/train/Citrus canker/2025_12_21_IMG (325).JPG,2025_12_21_IMG (325).JPG,Citrus canker,train,2025-12-21,325
dataset/train/Citrus canker/2025_12_21_IMG (326).JPG,2025_12_21_IMG (326).JPG,Citrus canker,train,2025-12-21,326
dataset/train/Citrus canker/2025_12_21_IMG (329).JPG,2025_12_21_IMG (329).JPG,Citrus canker,train,2025-12-21,329
dataset/train/Citrus canker/2025_12_21_IMG (330).JPG,2025_12_21_IMG (330).JPG,Citrus canker,train,2025-12-21,330
dataset/train/Citrus canker/2025_12_21_IMG (331).JPG,2025_12_21_IMG (331).JPG,Citrus canker,train,2025-12-21,331
dataset/train/Citrus canker/2025_12_21_IMG (332).JPG,2025_12_21_IMG (332).JPG,Citrus canker,train,2025-12-21,332
dataset/train/Citrus canker/2025_12_21_IMG (333).JPG,2025_12_21_IMG (333).JPG,Citrus canker,train,2025-12-21,333
dataset/train/Citrus canker/2025_12_21_IMG (334).JPG,2025_12_21_IMG (334).JPG,Citrus canker,train,2025-12-21,334
dataset/train/Citrus canker/2025_12_21_IMG (335).JPG,2025_12_21_IMG (335).JPG,Citrus canker,train,2025-12-21,335
dataset/train/Citrus canker/2025_12_21_IMG (341).JPG,2025_12_21_IMG (341).JPG,Citrus canker,train,2025-12-21,341
dataset/train/Citrus canker/2025_12_21_IMG (343).JPG,2025_12_21_IMG (343).JPG,Citrus canker,train,2025-12-21,343
dataset/train/Citrus canker/2025_12_21_IMG (345).JPG,2025_12_21_IMG (345).JPG,Citrus canker,train,2025-12-21,345
dataset/train/Citrus canker/2025_12_21_IMG (346).JPG,2025_12_21_IMG (346).JPG,Citrus canker,train,2025-12-21,346
dataset/train/Citrus canker/2025_12_21_IMG (347).JPG,2025_12_21_IMG (347).JPG,Citrus canker,train,2025-12-21,347
dataset/train/Citrus canker/2025_12_21_IMG (348).JPG,2025_12_21_IMG (348).JPG,Citrus canker,train,2025-12-21,348
dataset/train/Citrus canker/2025_12_21_IMG (349).JPG,2025_12_21_IMG (349).JPG,Citrus canker,train,2025-12-21,349
dataset/train/Citrus canker/2025_12_21_IMG (351).JPG,2025_12_21_IMG (351).JPG,Citrus canker,train,2025-12-21,351
dataset/train/Citrus canker/2025_12_21_IMG (353).JPG,2025_12_21_IMG (353).JPG,Citrus canker,train,2025-12-21,353
dataset/train/Citrus canker/2025_12_21_IMG (354).JPG,2025_12_21_IMG (354).JPG,Citrus canker,train,2025-12-21,354
dataset/train/Citrus canker/2025_12_21_IMG (355).JPG,2025_12_21_IMG (355).JPG,Citrus canker,train,2025-12-21,355
dataset/train/Citrus canker/2025_12_21_IMG (356).JPG,2025_12_21_IMG (356).JPG,Citrus canker,train,2025-12-21,356
dataset/train/Citrus canker/2025_12_21_IMG (357).JPG,2025_12_21_IMG (357).JPG,Citrus canker,train,2025-12-21,357
dataset/train/Citrus canker/2025_12_21_IMG (358).JPG,2025_12_21_IMG (358).JPG,Citrus canker,train,2025-12-21,358
dataset/train/Citrus canker/2025_12_21_IMG (359).JPG,2025_12_21_IMG (359).JPG,Citrus canker,train,2025-12-21,359
dataset/train/Citrus canker/2025_12_21_IMG (360).JPG,2025_12_21_IMG (360).JPG,Citrus canker,train,2025-12-21,360
dataset/train/Citrus canker/2025_12_21_IMG (361).JPG,2025_12_21_IMG (361).JPG,Citrus canker,train,2025-12-21,361
dataset/train/Citrus canker/2025_12_21_IMG (362).JPG,2025_12_21_IMG (362).JPG,Citrus canker,train,2025-12-21,362
dataset/train/Citrus canker/2025_12_21_IMG (364).JPG,2025_12_21_IMG (364).JPG,Citrus canker,train,2025-12-21,364
dataset/train/Citrus canker/2025_12_21_IMG (365).JPG,2025_12_21_IMG (365).JPG,Citrus canker,train,2025-12-21,365
dataset/train/Citrus canker/2025_12_21_IMG (366).JPG,2025_12_21_IMG (366).JPG,Citrus canker,train,2025-12-21,366
dataset/train/Citrus canker/2025_12_21_IMG (367).JPG,2025_12_21_IMG (367).JPG,Citrus canker,train,2025-12-21,367
dataset/train/Citrus canker/2025_12_21_IMG (369).JPG,2025_12_21_IMG (369).JPG,Citrus canker,train,2025-12-21,369
dataset/train/Citrus canker/2025_12_21_IMG (370).JPG,2025_12_21_IMG (370).JPG,Citrus canker,train,2025-12-21,370
dataset/train/Citrus canker/2025_12_21_IMG (371).JPG,2025_12_21_IMG (371).JPG,Citrus canker,train,2025-12-21,371
dataset/train/Citrus canker/2025_12_21_IMG (372).JPG,2025_12_21_IMG (372).JPG,Citrus canker,train,2025-12-21,372
dataset/train/Citrus canker/2025_12_21_IMG (373).JPG,2025_12_21_IMG (373).JPG,Citrus canker,train,2025-12-21,373
dataset/train/Citrus canker/2025_12_21_IMG (375).JPG,2025_12_21_IMG (375).JPG,Citrus canker,train,2025-12-21,375
dataset/train/Citrus canker/2025_12_21_IMG (377).JPG,2025_12_21_IMG (377).JPG,Citrus canker,train,2025-12-21,377
dataset/train/Citrus canker/2025_12_21_IMG (379).JPG,2025_12_21_IMG (379).JPG,Citrus canker,train,2025-12-21,379
dataset/train/Citrus canker/2025_12_21_IMG (380).JPG,2025_12_21_IMG (380).JPG,Citrus canker,train,2025-12-21,380
dataset/train/Citrus canker/2025_12_21_IMG (381).JPG,2025_12_21_IMG (381).JPG,Citrus canker,train,2025-12-21,381
dataset/train/Citrus canker/2025_12_21_IMG (382).JPG,2025_12_21_IMG (382).JPG,Citrus canker,train,2025-12-21,382
dataset/train/Citrus canker/2025_12_21_IMG (384).JPG,2025_12_21_IMG (384).JPG,Citrus canker,train,2025-12-21,384
dataset/train/Citrus canker/2025_12_21_IMG (386).JPG,2025_12_21_IMG (386).JPG,Citrus canker,train,2025-12-21,386
dataset/train/Citrus canker/2025_12_21_IMG (389).JPG,2025_12_21_IMG (389).JPG,Citrus canker,train,2025-12-21,389
dataset/train/Citrus canker/2025_12_21_IMG (390).JPG,2025_12_21_IMG (390).JPG,Citrus canker,train,2025-12-21,390
dataset/train/Citrus canker/2025_12_21_IMG (392).JPG,2025_12_21_IMG (392).JPG,Citrus canker,train,2025-12-21,392
dataset/train/Citrus canker/2025_12_21_IMG (393).JPG,2025_12_21_IMG (393).JPG,Citrus canker,train,2025-12-21,393
dataset/train/Citrus canker/2025_12_21_IMG (394).JPG,2025_12_21_IMG (394).JPG,Citrus canker,train,2025-12-21,394
dataset/train/Citrus canker/2025_12_21_IMG (397).JPG,2025_12_21_IMG (397).JPG,Citrus canker,train,2025-12-21,397
dataset/train/Citrus canker/2025_12_21_IMG (398).JPG,2025_12_21_IMG (398).JPG,Citrus canker,train,2025-12-21,398
dataset/train/Citrus canker/2025_12_21_IMG (399).JPG,2025_12_21_IMG (399).JPG,Citrus canker,train,2025-12-21,399
dataset/train/Citrus canker/2025_12_21_IMG (400).JPG,2025_12_21_IMG (400).JPG,Citrus canker,train,2025-12-21,400
dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,2025_12_21_IMG (401).JPG,Citrus canker,train,2025-12-21,401
dataset/train/Citrus canker/2025_12_21_IMG (402).JPG,2025_12_21_IMG (402).JPG,Citrus canker,train,2025-12-21,402
dataset/train/Citrus canker/2025_12_21_IMG (403).JPG,2025_12_21_IMG (403).JPG,Citrus canker,train,2025-12-21,403
dataset/train/Citrus canker/2025_12_21_IMG (405).JPG,2025_12_21_IMG (405).JPG,Citrus canker,train,2025-12-21,405
dataset/train/Citrus canker/2025_12_21_IMG (408).JPG,2025_12_21_IMG (408).JPG,Citrus canker,train,2025-12-21,408
dataset/train/Citrus canker/2025_12_21_IMG (409).JPG,2025_12_21_IMG (409).JPG,Citrus canker,train,2025-12-21,409
dataset/train/Citrus canker/2025_12_21_IMG (410).JPG,2025_12_21_IMG (410).JPG,Citrus canker,train,2025-12-21,410
dataset/train/Citrus canker/2025_12_21_IMG (411).JPG,2025_12_21_IMG (411).JPG,Citrus canker,train,2025-12-21,411
dataset/train/Citrus canker/2025_12_21_IMG (412).JPG,2025_12_21_IMG (412).JPG,Citrus canker,train,2025-12-21,412
dataset/train/Citrus canker/2025_12_21_IMG (413).JPG,2025_12_21_IMG (413).JPG,Citrus canker,train,2025-12-21,413
dataset/train/Citrus canker/2025_12_21_IMG (414).JPG,2025_12_21_IMG (414).JPG,Citrus canker,train,2025-12-21,414
dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,2025_12_21_IMG (415).JPG,Citrus canker,train,2025-12-21,415
dataset/train/Citrus canker/2025_12_21_IMG (417).JPG,2025_12_21_IMG (417).JPG,Citrus canker,train,2025-12-21,417
dataset/train/Citrus canker/2025_12_21_IMG (419).JPG,2025_12_21_IMG (419).JPG,Citrus canker,train,2025-12-21,419
dataset/train/Citrus canker/2025_12_21_IMG (420).JPG,2025_12_21_IMG (420).JPG,Citrus canker,train,2025-12-21,420
dataset/train/Citrus canker/2025_12_21_IMG (422).JPG,2025_12_21_IMG (422).JPG,Citrus canker,train,2025-12-21,422
dataset/train/Citrus canker/2025_12_21_IMG (423).JPG,2025_12_21_IMG (423).JPG,Citrus canker,train,2025-12-21,423
dataset/train/Citrus canker/2025_12_21_IMG (424).JPG,2025_12_21_IMG (424).JPG,Citrus canker,train,2025-12-21,424
dataset/train/Citrus canker/2025_12_21_IMG (425).JPG,2025_12_21_IMG (425).JPG,Citrus canker,train,2025-12-21,425
dataset/train/Citrus canker/2025_12_21_IMG (426).JPG,2025_12_21_IMG (426).JPG,Citrus canker,train,2025-12-21,426
dataset/train/Citrus canker/2025_12_21_IMG (427).JPG,2025_12_21_IMG (427).JPG,Citrus canker,train,2025-12-21,427
dataset/train/Citrus canker/2025_12_21_IMG (428).JPG,2025_12_21_IMG (428).JPG,Citrus canker,train,2025-12-21,428
dataset/train/Citrus canker/2025_12_21_IMG (429).JPG,2025_12_21_IMG (429).JPG,Citrus canker,train,2025-12-21,429
dataset/train/Citrus canker/2025_12_21_IMG (430).JPG,2025_12_21_IMG (430).JPG,Citrus canker,train,2025-12-21,430
dataset/train/Citrus canker/2025_12_21_IMG (432).JPG,2025_12_21_IMG (432).JPG,Citrus canker,train,2025-12-21,432
dataset/train/Citrus canker/2025_12_21_IMG (433).JPG,2025_12_21_IMG (433).JPG,Citrus canker,train,2025-12-21,433
dataset/train/Citrus canker/2025_12_21_IMG (435).JPG,2025_12_21_IMG (435).JPG,Citrus canker,train,2025-12-21,435
dataset/train/Citrus canker/2025_12_21_IMG (439).JPG,2025_12_21_IMG (439).JPG,Citrus canker,train,2025-12-21,439
dataset/train/Citrus canker/2025_12_21_IMG (440).JPG,2025_12_21_IMG (440).JPG,Citrus canker,train,2025-12-21,440
dataset/train/Citrus canker/2025_12_21_IMG (441).JPG,2025_12_21_IMG (441).JPG,Citrus canker,train,2025-12-21,441
dataset/train/Citrus canker/2025_12_21_IMG (442).JPG,2025_12_21_IMG (442).JPG,Citrus canker,train,2025-12-21,442
dataset/train/Citrus canker/2025_12_21_IMG (443).JPG,2025_12_21_IMG (443).JPG,Citrus canker,train,2025-12-21,443
dataset/train/Citrus canker/2025_12_21_IMG (444).JPG,2025_12_21_IMG (444).JPG,Citrus canker,train,2025-12-21,444
dataset/train/Citrus canker/2025_12_21_IMG (445).JPG,2025_12_21_IMG (445).JPG,Citrus canker,train,2025-12-21,445
dataset/train/Citrus canker/2025_12_21_IMG (446).JPG,2025_12_21_IMG (446).JPG,Citrus canker,train,2025-12-21,446
dataset/train/Citrus canker/2025_12_21_IMG (447).JPG,2025_12_21_IMG (447).JPG,Citrus canker,train,2025-12-21,447
dataset/train/Citrus canker/2025_12_21_IMG (448).JPG,2025_12_21_IMG (448).JPG,Citrus canker,train,2025-12-21,448
dataset/train/Citrus canker/2025_12_21_IMG (449).JPG,2025_12_21_IMG (449).JPG,Citrus canker,train,2025-12-21,449
dataset/train/Citrus canker/2025_12_21_IMG (450).JPG,2025_12_21_IMG (450).JPG,Citrus canker,train,2025-12-21,450
dataset/train/Citrus canker/2025_12_21_IMG (451).JPG,2025_12_21_IMG (451).JPG,Citrus canker,train,2025-12-21,451
dataset/train/Citrus canker/2025_12_21_IMG (452).JPG,2025_12_21_IMG (452).JPG,Citrus canker,train,2025-12-21,452
dataset/train/Citrus canker/2025_12_21_IMG (453).JPG,2025_12_21_IMG (453).JPG,Citrus canker,train,2025-12-21,453
dataset/train/Citrus canker/2025_12_21_IMG (455).JPG,2025_12_21_IMG (455).JPG,Citrus canker,train,2025-12-21,455
dataset/train/Citrus canker/2025_12_21_IMG (456).JPG,2025_12_21_IMG (456).JPG,Citrus canker,train,2025-12-21,456
dataset/train/Citrus canker/2025_12_21_IMG (458).JPG,2025_12_21_IMG (458).JPG,Citrus canker,train,2025-12-21,458
dataset/train/Citrus canker/2025_12_21_IMG (459).JPG,2025_12_21_IMG (459).JPG,Citrus canker,train,2025-12-21,459
dataset/train/Citrus canker/2025_12_21_IMG (461).JPG,2025_12_21_IMG (461).JPG,Citrus canker,train,2025-12-21,461
dataset/train/Citrus canker/2025_12_21_IMG (463).JPG,2025_12_21_IMG (463).JPG,Citrus canker,train,2025-12-21,463
dataset/train/Citrus canker/2025_12_21_IMG (464).JPG,2025_12_21_IMG (464).JPG,Citrus canker,train,2025-12-21,464
dataset/train/Citrus canker/2025_12_21_IMG (465).JPG,2025_12_21_IMG (465).JPG,Citrus canker,train,2025-12-21,465
dataset/train/Citrus canker/2025_12_21_IMG (466).JPG,2025_12_21_IMG (466).JPG,Citrus canker,train,2025-12-21,466
dataset/train/Citrus canker/2025_12_21_IMG (467).JPG,2025_12_21_IMG (467).JPG,Citrus canker,train,2025-12-21,467
dataset/train/Citrus canker/2025_12_21_IMG (468).JPG,2025_12_21_IMG (468).JPG,Citrus canker,train,2025-12-21,468
dataset/train/Citrus canker/2025_12_21_IMG (469).JPG,2025_12_21_IMG (469).JPG,Citrus canker,train,2025-12-21,469
dataset/train/Citrus canker/2025_12_21_IMG (470).JPG,2025_12_21_IMG (470).JPG,Citrus canker,train,2025-12-21,470
dataset/train/Citrus canker/2025_12_21_IMG (471).JPG,2025_12_21_IMG (471).JPG,Citrus canker,train,2025-12-21,471
dataset/train/Citrus canker/2025_12_21_IMG (472).JPG,2025_12_21_IMG (472).JPG,Citrus canker,train,2025-12-21,472
dataset/train/Citrus canker/2025_12_21_IMG (473).JPG,2025_12_21_IMG (473).JPG,Citrus canker,train,2025-12-21,473
