filepath,filename,class,current_split,sha256,visual_group_id,visual_group_size,capture_sequence_id,review_status
dataset/test/Healthy leaf/2025_11_21_IMG (141).JPG,2025_11_21_IMG (141).JPG,Healthy leaf,test,6240976ddc69af46b1d07fb53a5c13f14034105f4546f4485496b0c4e2da8917,cluster_0276,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (143).JPG,2025_11_21_IMG (143).JPG,Healthy leaf,test,86852b7d207a92eda1e97f94f290acd53e727b6c10f46498b52f4ade1bd060ae,cluster_0277,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (146).JPG,2025_11_21_IMG (146).JPG,Healthy leaf,test,3509f5d18c562c4688a37829da162172baf7922db84bf3503c9c14eb7410f39e,cluster_0278,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (150).JPG,2025_11_21_IMG (150).JPG,Healthy leaf,test,5582433fde4d7e8737669304677a7eeceea5ee1b012a1b6fe7426dd976a19616,cluster_0279,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (156).JPG,2025_11_21_IMG (156).JPG,Healthy leaf,test,0c0fd3591ea00acf4c304364123f8b364b1b38ae32b99a10998e8fca73d9d84e,cluster_0280,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (163).JPG,2025_11_21_IMG (163).JPG,Healthy leaf,test,fcf8aae82cb4cad517090c93bf5e2c781c1d105eeabd1f3523373ef3e129fc6e,cluster_0281,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (170).JPG,2025_11_21_IMG (170).JPG,Healthy leaf,test,0c8a9833a3371695e00bbd8e0c00d0e696308a2bb8d776779ef46ed2075b1cec,cluster_0282,1,sequence_0085,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (172).JPG,2025_11_21_IMG (172).JPG,Healthy leaf,test,c4caa7f65b45ecbe7402700890a6833267076f36477df4da5bd24ab01676387a,cluster_0283,1,sequence_0085,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (190).JPG,2025_11_21_IMG (190).JPG,Healthy leaf,test,e5894c7fd3e6e32dcd3083cbbfdece8be6fd5c11b2b19fa55172b1846d0398eb,cluster_0284,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (199).JPG,2025_11_21_IMG (199).JPG,Healthy leaf,test,a59fcc92c9c6eff7ecd0a5a57bd162da7c5c850708f0e36c0b4e00c232d74612,cluster_0285,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,2025_11_21_IMG (2).JPG,Healthy leaf,test,4b49ac1adaf783b534f721918c246dbc47b500d52e72121dee40b69bb332db67,cluster_0286,1,sequence_0086,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (20).JPG,2025_11_21_IMG (20).JPG,Healthy leaf,test,ce7ce66babba7df60901aa202ff952f8deca0fd3207a5e5f99c50b28e0c2e0f4,cluster_0287,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (201).JPG,2025_11_21_IMG (201).JPG,Healthy leaf,test,4d302700d6790983ae597d53e2da20b0863ec81bcab3bd36a9b708b0ae5adc87,cluster_0288,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (206).JPG,2025_11_21_IMG (206).JPG,Healthy leaf,test,172f0fe0a080a8af157279f77480fe0f1278d1c6d85e9416af49b8ae9d1d12e0,cluster_0289,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (211).JPG,2025_11_21_IMG (211).JPG,Healthy leaf,test,2b2ae05f7e9932dd2099b4f1f3b4909cc258e04ab83959860df176a4339dbab6,cluster_0290,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (220).JPG,2025_11_21_IMG (220).JPG,Healthy leaf,test,d7ce9184f7acd3aef2d5e44a03d7c503c472189a645b05cac2e32f6826986d8a,cluster_0291,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (225).JPG,2025_11_21_IMG (225).JPG,Healthy leaf,test,47170c06f64c7d3d8f4192b4027fbb2ef79c9e805fde86d4b555c508555cbb96,cluster_0292,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (227).JPG,2025_11_21_IMG (227).JPG,Healthy leaf,test,4909b94f20565205d2741bb92963f4cb14053773941b6efb14bb1d16f35bfb84,cluster_0293,1,sequence_0087,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (234).JPG,2025_11_21_IMG (234).JPG,Healthy leaf,test,231520e5e44c0a894fd4e2f0cf92dffd5522c4086bd8ade81b0f9c6f7899b5ed,cluster_0294,1,,weak candidate only; singleton
dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,2025_11_21_IMG (254).JPG,Healthy leaf,test,3b1bbe09bbe445b0f3e2452939c7e952a00a1929ae9997cecab53a536682f787,cluster_0295,2,sequence_0088,visual grouping requires human verification; candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,Healthy leaf,test,c54caabd780fa0e39df9cf2719738aaeb7cfd6b09f8a669ba51eca661cbb96b3,cluster_0296,2,sequence_0088,visual grouping requires human verification; candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,cluster_0297,1,sequence_0088,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,Healthy leaf,test,7dc50afaebfac31bd4f302f44a1bba42c80f2c9d98999e5ec42bf5842100f7f7,cluster_0298,1,sequence_0089,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,2025_11_21_IMG (266).JPG,Healthy leaf,test,a1415871c8390fc4c08074a0ff161323637c9eb9ed089afe488dd2547d115878,cluster_0299,1,sequence_0090,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,2025_11_21_IMG (273).JPG,Healthy leaf,test,79d63a45fc3841650513ade9fb5f6c5a0cdc644e89f4fb521c22dea603bbd6cf,cluster_0300,1,sequence_0091,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,2025_11_21_IMG (274).JPG,Healthy leaf,test,a8e56a386cf203736ed972ac360d5277a3f15e462f81f00aa611aa3933a99224,cluster_0301,1,sequence_0091,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,2025_11_21_IMG (292).JPG,Healthy leaf,test,7c8ad4e104117b1364f2d3484636d715f1ea1f3af1ab6fe2710575945f77838b,cluster_0302,4,sequence_0092,visual grouping requires human verification; candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,2025_11_21_IMG (294).JPG,Healthy leaf,test,07ff31e48021fb6edae2b45d9403889a6382d48b83ccaa74a8690c98f946e1c2,cluster_0303,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (35).JPG,2025_11_21_IMG (35).JPG,Healthy leaf,test,3795fd3b5f6a6f41eb77ee321fd76c9035ffb5baed29880bdeae952d702e19fe,cluster_0304,1,sequence_0093,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (40).JPG,2025_11_21_IMG (40).JPG,Healthy leaf,test,9069f2079dc35a124e798901a35c39943b5cca19c806930c3017917f903c58d2,cluster_0305,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (61).JPG,2025_11_21_IMG (61).JPG,Healthy leaf,test,c4315a4c839fb77dc0a5eee05ba299aece94824ca68d0db5c07b0596d34679fc,cluster_0306,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,2025_11_21_IMG (79).JPG,Healthy leaf,test,cdaf67ab85626f5885fb11ed5225d7e97eb925aca5a831d44881581583feee16,cluster_0307,1,sequence_0094,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (80).JPG,2025_11_21_IMG (80).JPG,Healthy leaf,test,b275eec9780344f784b75a44121e02240afca5f940a632463147c7af5f6f2b13,cluster_0308,1,sequence_0095,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (88).JPG,2025_11_21_IMG (88).JPG,Healthy leaf,test,f53ebc9dfcbd3cf710f5d77e37494fddf95ca16c5a397323fdcedd6788f1ac6a,cluster_0309,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (90).JPG,2025_11_21_IMG (90).JPG,Healthy leaf,test,2453ad9c58efc86ef6b3de0e743b0cf9e99827c393d8a112a209f08c7d4d8015,cluster_0310,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (92).JPG,2025_11_21_IMG (92).JPG,Healthy leaf,test,a448f73db41de949e14abf77e36c7b9a6835c721a2f722b9facfea7f478298b6,cluster_0311,1,,uncertain visual relationship requires review
dataset/test/Healthy leaf/2025_11_21_IMG (93).JPG,2025_11_21_IMG (93).JPG,Healthy leaf,test,0dee9ff3dfbdd508246affb062fd45d8b959bf78a77b5d8ff6e455d05598c44c,cluster_0312,1,sequence_0096,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (1).JPG,2025_12_21_IMG (1).JPG,Algal leaf spot,train,e8deabec6be8f185cff4875552617d9a3c5b3ec613356cec28a22aa4d6e8ee98,cluster_0313,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (10).JPG,2025_12_21_IMG (10).JPG,Algal leaf spot,train,58664ae5dc9734d41cd6b671c3621f754a812fad92207412080cf15732108eaa,cluster_0314,1,sequence_0001,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (100).JPG,2025_12_21_IMG (100).JPG,Algal leaf spot,train,19b1a10eb5c858a573da6cc499779aeea7ac495c9b77e1e58b2d9862c97de22f,cluster_0315,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (102).JPG,2025_12_21_IMG (102).JPG,Algal leaf spot,train,a6798ec47d6e4b1a9932b7f31e1104e88c8a4aed495e78324980541736ace8bb,cluster_0316,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (103).JPG,2025_12_21_IMG (103).JPG,Algal leaf spot,train,3f17f7c68aad7b5f290f3c18d93badba926f0115aef92880028e0a55b5db9795,cluster_0317,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (104).JPG,2025_12_21_IMG (104).JPG,Algal leaf spot,train,3621ab506529d1409d01c264dad7927ef0b30bdcd17b5b774915680358889208,cluster_0318,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (105).JPG,2025_12_21_IMG (105).JPG,Algal leaf spot,train,0bd4912f399e4d356ff49d4eefc8ebe56a681e6e3ae73d81040149e15be95ebd,cluster_0319,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (106).JPG,2025_12_21_IMG (106).JPG,Algal leaf spot,train,e8f60dd7b62fbba4fb7da215b2e73809ce29ef2e0c0aa380b930bb78b6c9f322,cluster_0320,1,sequence_0097,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (107).JPG,2025_12_21_IMG (107).JPG,Algal leaf spot,train,b6e12bbac3989dd2097d4837d48a6914a848547d9b1aa60780d510b91d3fa785,cluster_0321,1,sequence_0097,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (108).JPG,2025_12_21_IMG (108).JPG,Algal leaf spot,train,7d2d8da62a68f4bdff38821d4aa8c66cdb7397916cebfb0c8ad06546948982aa,cluster_0322,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (109).JPG,2025_12_21_IMG (109).JPG,Algal leaf spot,train,31febe4292d8c8c61863f3301da4ca8ac69877f8dd58bd081d64ad35f949ae9c,cluster_0323,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (114).JPG,2025_12_21_IMG (114).JPG,Algal leaf spot,train,7b25e0a5d22a0102b1d5e8709ef353a6528818540ab2ea334b61f1abc1304383,cluster_0324,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (116).JPG,2025_12_21_IMG (116).JPG,Algal leaf spot,train,8cf0a84747e5e2228144ee48cbc38e58fc92e5788067369c04b568ed72eac400,cluster_0325,1,sequence_0098,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (117).JPG,2025_12_21_IMG (117).JPG,Algal leaf spot,train,d05e4d5c4ea6208f9416d5d948c9f19e100d9f2fad7c2551edcd2d98bdd85cef,cluster_0326,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (118).JPG,2025_12_21_IMG (118).JPG,Algal leaf spot,train,6cf305dd9b11191de88311b7639279879c06e1949cc57aaa6c2d3e932019421e,cluster_0327,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (120).JPG,2025_12_21_IMG (120).JPG,Algal leaf spot,train,fbe880fb61b35acadc63df2a8e3ac6abbb43b6e2b57e9023fb754710b2d5b18a,cluster_0328,1,sequence_0002,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (121).JPG,2025_12_21_IMG (121).JPG,Algal leaf spot,train,7f7140d0cf6392a9e656af36dab5e28fdb4df74f9426a21a144cae24b03628c5,cluster_0329,1,sequence_0099,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (122).JPG,2025_12_21_IMG (122).JPG,Algal leaf spot,train,a15b9ca989133ed6866bc0a99d42b75a9907774df9d2800c6911f927f20deaa4,cluster_0330,1,sequence_0099,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (123).JPG,2025_12_21_IMG (123).JPG,Algal leaf spot,train,68dcf82c1409e524cae731ccef8de6e2a39f3e4a082deb4eec90ae11decd6aae,cluster_0331,1,sequence_0099,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (124).JPG,2025_12_21_IMG (124).JPG,Algal leaf spot,train,322a0d7745cb5eb4e674cbc9993c0fe2b28cfc36434ac8b0cb62cdaa40753710,cluster_0332,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (125).JPG,2025_12_21_IMG (125).JPG,Algal leaf spot,train,8929caa9c928c5b2cf2f5311f61be9bbe3c678393b8eb17c3e827bd9637e6e3e,cluster_0333,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (126).JPG,2025_12_21_IMG (126).JPG,Algal leaf spot,train,6821ed7e1d8f978575391bc0ffab8b790da4c9b16d97109d2b2b4279c4849540,cluster_0334,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (127).JPG,2025_12_21_IMG (127).JPG,Algal leaf spot,train,83fc775b9958dc76e0dfaf81881535fa88d7113f4f5c3eb238b51dded7f48897,cluster_0335,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (128).JPG,2025_12_21_IMG (128).JPG,Algal leaf spot,train,6c5e31e4bff9bd240a0bc5bccd4d00f652fa7224dc483b6deac118b6bfa98728,cluster_0336,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (129).JPG,2025_12_21_IMG (129).JPG,Algal leaf spot,train,c97950a74ce9777d8c732776fe85a6b216383778f1d2f086d60fbe9d0f0f68d5,cluster_0337,1,sequence_0100,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (13).JPG,2025_12_21_IMG (13).JPG,Algal leaf spot,train,1be60080e1fd3249caa6a1fc3a74532bce72333c413dce8d49d9ae4ae3b93544,cluster_0338,1,sequence_0101,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (131).JPG,2025_12_21_IMG (131).JPG,Algal leaf spot,train,526dcf759f09e6edb42ebdb858105e1dd58be3c8ae856457ea48948636573c69,cluster_0339,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (132).JPG,2025_12_21_IMG (132).JPG,Algal leaf spot,train,7d7c0fe2caf894be80c9d3b0f5d465e1cdcc62cfb4c18ce630bc0a70f7873c3b,cluster_0340,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (133).JPG,2025_12_21_IMG (133).JPG,Algal leaf spot,train,58905c0b3c16655d6832ece7750bec1f260a64cf6c6d1ebe92fd03a420859f0a,cluster_0341,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (134).JPG,2025_12_21_IMG (134).JPG,Algal leaf spot,train,66a506d32f483333bdf9d1f7a04a1440dd536a307e658e2603ab71b18ea7b297,cluster_0342,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,2025_12_21_IMG (137).JPG,Algal leaf spot,train,c7baf52722a1e247c7cb2a7386d3a27cb82a9764352ac3a9ed306af726f5a0bd,cluster_0343,1,sequence_0102,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (14).JPG,2025_12_21_IMG (14).JPG,Algal leaf spot,train,9ff7f8d122991cb5e2d3a09169db1178906d0631f52debd1451a8c96ba59f983,cluster_0344,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (140).JPG,2025_12_21_IMG (140).JPG,Algal leaf spot,train,00f9e6ede44cfb4e3f83d37a293cdee9f86f3e86696f6e368e2dd4502c9b5c87,cluster_0345,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (142).JPG,2025_12_21_IMG (142).JPG,Algal leaf spot,train,e002ddd5a2a886a74d6d51e45c525c3d129bd59a5b263d2bb4a4e1358f4ba9e3,cluster_0346,1,sequence_0003,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (144).JPG,2025_12_21_IMG (144).JPG,Algal leaf spot,train,fda2b98547491a2434100624bb0a9c49319ea1b0c8e15efa4fab616de233d50e,cluster_0347,1,sequence_0004,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (148).JPG,2025_12_21_IMG (148).JPG,Algal leaf spot,train,b4b305ba4869d2cb6245250a41db6122738a3ae17b887320967d19835dc9882c,cluster_0348,1,sequence_0103,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (149).JPG,2025_12_21_IMG (149).JPG,Algal leaf spot,train,37e9e413c13788cfb792f53cee3ee17d400a9c66d83ea050a354e633dd552485,cluster_0349,1,sequence_0006,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (152).JPG,2025_12_21_IMG (152).JPG,Algal leaf spot,train,2cb92e847345505ac5f193a60db399469dd2cc8e3c18760a33bc7170b73644f8,cluster_0350,1,sequence_0104,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (153).JPG,2025_12_21_IMG (153).JPG,Algal leaf spot,train,0f0a0f8bfb8f50ceba1c3937e10559e324098efb43267096dd33b6da6ad9b802,cluster_0351,1,sequence_0104,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (154).JPG,2025_12_21_IMG (154).JPG,Algal leaf spot,train,7656fe4c371cd879107f5639a4d67d6afde14a46a547aa21e416df42a079c059,cluster_0352,1,sequence_0104,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (157).JPG,2025_12_21_IMG (157).JPG,Algal leaf spot,train,4d2e16c9a10dff0558e575876e4b44eee887a86670c02b719d364a2b7fb83014,cluster_0353,1,sequence_0007,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (158).JPG,2025_12_21_IMG (158).JPG,Algal leaf spot,train,43d5b7b32c05f76518030b392b1c069b8c296541c1acdf0b530b6bb8afec4b43,cluster_0354,1,sequence_0007,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (159).JPG,2025_12_21_IMG (159).JPG,Algal leaf spot,train,42c71aebb60b71a44e031b3085ec817a893ed55fce43df548ae6f5b3bc36ef0c,cluster_0355,1,sequence_0007,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (16).JPG,2025_12_21_IMG (16).JPG,Algal leaf spot,train,595630861c81c85b3230accddd126527649f99710d3671c272dcf0d8ad3f27bd,cluster_0356,1,,weak candidate only; singleton
dataset/train/Algal leaf spot/2025_12_21_IMG (162).JPG,2025_12_21_IMG (162).JPG,Algal leaf spot,train,26896423f510c2838fd47f1c06e81317569f9e3ec1a3478f19d236a900167d9b,cluster_0357,1,sequence_0008,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (164).JPG,2025_12_21_IMG (164).JPG,Algal leaf spot,train,eec1e5ed6db9c7f0014226bd4d798950423c9f0ceb35e0f44fc06ee56b272078,cluster_0358,1,sequence_0105,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (165).JPG,2025_12_21_IMG (165).JPG,Algal leaf spot,train,b36e7b4c510eda0495fb587ef008ba9936347cc2846917567c1513a7f4d21b65,cluster_0359,1,sequence_0105,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (166).JPG,2025_12_21_IMG (166).JPG,Algal leaf spot,train,144f1c4e9b731a4e07dcdce934bb725883bf6536fde60e67493ba8c10c9d2b20,cluster_0360,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (167).JPG,2025_12_21_IMG (167).JPG,Algal leaf spot,train,948db8caa7980cd376fd82b07621e9d5ea4d892436105214ef682a2a9b6c61b5,cluster_0361,1,,weak candidate only; singleton
dataset/train/Algal leaf spot/2025_12_21_IMG (168).JPG,2025_12_21_IMG (168).JPG,Algal leaf spot,train,8080324ac1052599ef6caefa62fb43584f047b99f5ed210625d33dc7662896a2,cluster_0362,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (169).JPG,2025_12_21_IMG (169).JPG,Algal leaf spot,train,f5ef2f60090e0806750d3ac3c58b5cf460e67ef92d936e18a98d1fd3e1b15bfd,cluster_0363,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (17).JPG,2025_12_21_IMG (17).JPG,Algal leaf spot,train,cb6fd5f5ecae3ca48bb62581c2449a4bbad41765c2132f740d78f3603e6ab140,cluster_0364,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (171).JPG,2025_12_21_IMG (171).JPG,Algal leaf spot,train,f333e46566083f572a1491f542cb6bef082c7152117772c01472c62d13bc50e2,cluster_0365,1,sequence_0009,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (173).JPG,2025_12_21_IMG (173).JPG,Algal leaf spot,train,fde3823a2f8dc3a00447ec5bc68f6b9f29814a514901e2c5ff686f364ff5abdb,cluster_0366,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (175).JPG,2025_12_21_IMG (175).JPG,Algal leaf spot,train,0c42abcf8663bb7343f68683fa82ea22e5d1c7c0c7c999f81ad2c3f748497fb3,cluster_0367,1,sequence_0106,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (176).JPG,2025_12_21_IMG (176).JPG,Algal leaf spot,train,d4ba996068a38c91d6818271970b37ccb2a9d16dd2487ef2472b77ac9f362200,cluster_0368,1,sequence_0106,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (177).JPG,2025_12_21_IMG (177).JPG,Algal leaf spot,train,962222a097e21934877084748c5f90e635eca23401b9840328f63109e8b839be,cluster_0369,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (178).JPG,2025_12_21_IMG (178).JPG,Algal leaf spot,train,e66059a6100640f3c04d5cebf42a7f5d83c11e0745224f28cc859ac9f4532e95,cluster_0370,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (179).JPG,2025_12_21_IMG (179).JPG,Algal leaf spot,train,302a0d3292567d0df15cccc89b1de55763da242c453532f3f8547f3ce119cfa9,cluster_0371,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (18).JPG,2025_12_21_IMG (18).JPG,Algal leaf spot,train,2d908f45928fb83d519094ccc5c6a3a54330524bba35e42d2bde12e1e8972a5e,cluster_0372,1,sequence_0012,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (181).JPG,2025_12_21_IMG (181).JPG,Algal leaf spot,train,0fd980134a2953dc0fc4506e6265a298f47122355aa2ed193143c18e6229a55e,cluster_0373,1,sequence_0107,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (182).JPG,2025_12_21_IMG (182).JPG,Algal leaf spot,train,0274f43745c143fce0eb8e88d4137a2d198f18480f2a30be9139f992dde9bc2d,cluster_0374,1,sequence_0107,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (185).JPG,2025_12_21_IMG (185).JPG,Algal leaf spot,train,7ffb7347929c45f98e900e55f0f103fa1b5d0ec87d00fae75b6fe2adb22625aa,cluster_0375,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,2025_12_21_IMG (186).JPG,Algal leaf spot,train,5cece352ce25f335ac9a43d2dd136f79f82b7e5fc2ad8295b063e9c416f3a79f,cluster_0376,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (189).JPG,2025_12_21_IMG (189).JPG,Algal leaf spot,train,a1cd2bd528b27c9144464dd897a4f609b1528fdd6473d9d1feaee91e1ce9f16a,cluster_0377,1,,uncertain visual relationship requires review
dataset/train/Algal leaf spot/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,Algal leaf spot,train,85e2ae7b13a4bc6d3ada1b23b19c941f46c24cb0a432a8fa05425309186cc0f2,cluster_0378,1,sequence_0012,candidate capture sequence requires verification; uncertain visual relationship requires review
