filepath_a,filename_a,split_a,class_a,filepath_b,filename_b,split_b,class_b,hamming_distance,similarity_score,review_status
dataset/train/Algal leaf spot/2025_12_21_IMG (10).JPG,2025_12_21_IMG (10).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (11).JPG,2025_12_21_IMG (11).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (118).JPG,2025_12_21_IMG (118).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (119).JPG,2025_12_21_IMG (119).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (127).JPG,2025_12_21_IMG (127).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (157).JPG,2025_12_21_IMG (157).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (156).JPG,2025_12_21_IMG (156).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (162).JPG,2025_12_21_IMG (162).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,2025_12_21_IMG (163).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (17).JPG,2025_12_21_IMG (17).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (20).JPG,2025_12_21_IMG (20).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (182).JPG,2025_12_21_IMG (182).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (183).JPG,2025_12_21_IMG (183).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (185).JPG,2025_12_21_IMG (185).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (184).JPG,2025_12_21_IMG (184).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (20).JPG,2025_12_21_IMG (20).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (206).JPG,2025_12_21_IMG (206).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,2025_12_21_IMG (205).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (273).JPG,2025_12_21_IMG (273).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (304).JPG,2025_12_21_IMG (304).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (305).JPG,2025_12_21_IMG (305).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (306).JPG,2025_12_21_IMG (306).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (305).JPG,2025_12_21_IMG (305).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,2025_12_21_IMG (45).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,2025_12_21_IMG (46).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (47).JPG,2025_12_21_IMG (47).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (85).JPG,2025_12_21_IMG (85).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (86).JPG,2025_12_21_IMG (86).JPG,val,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (107).JPG,2025_12_20_IMG (107).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (106).JPG,2025_12_20_IMG (106).JPG,val,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (187).JPG,2025_12_20_IMG (187).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (188).JPG,2025_12_20_IMG (188).JPG,val,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (202).JPG,2025_12_20_IMG (202).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (203).JPG,2025_12_20_IMG (203).JPG,val,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (207).JPG,2025_12_20_IMG (207).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (206).JPG,2025_12_20_IMG (206).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (22).JPG,2025_12_20_IMG (22).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (20).JPG,2025_12_20_IMG (20).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (226).JPG,2025_12_20_IMG (226).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (225).JPG,2025_12_20_IMG (225).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (255).JPG,2025_12_20_IMG (255).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (254).JPG,2025_12_20_IMG (254).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (5).JPG,2025_12_20_IMG (5).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (7).JPG,2025_12_20_IMG (7).JPG,val,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (54).JPG,2025_12_20_IMG (54).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (53).JPG,2025_12_20_IMG (53).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (63).JPG,2025_12_20_IMG (63).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (62).JPG,2025_12_20_IMG (62).JPG,val,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (343).JPG,2025_12_21_IMG (343).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (342).JPG,2025_12_21_IMG (342).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (353).JPG,2025_12_21_IMG (353).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (352).JPG,2025_12_21_IMG (352).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (364).JPG,2025_12_21_IMG (364).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (363).JPG,2025_12_21_IMG (363).JPG,val,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (365).JPG,2025_12_21_IMG (365).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (363).JPG,2025_12_21_IMG (363).JPG,val,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (379).JPG,2025_12_21_IMG (379).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (378).JPG,2025_12_21_IMG (378).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (392).JPG,2025_12_21_IMG (392).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,2025_12_21_IMG (391).JPG,val,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,2025_12_21_IMG (415).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (418).JPG,2025_12_21_IMG (418).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (417).JPG,2025_12_21_IMG (417).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (416).JPG,2025_12_21_IMG (416).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (430).JPG,2025_12_21_IMG (430).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,2025_12_21_IMG (431).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (547).JPG,2025_12_21_IMG (547).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (548).JPG,2025_12_21_IMG (548).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (563).JPG,2025_12_21_IMG (563).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (564).JPG,2025_12_21_IMG (564).JPG,test,Citrus canker,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,2025_12_20_IMG (206).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (207).JPG,2025_12_20_IMG (207).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (254).JPG,2025_12_20_IMG (254).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (253).JPG,2025_12_20_IMG (253).JPG,val,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (262).JPG,2025_12_20_IMG (262).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,2025_12_20_IMG (263).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (284).JPG,2025_12_20_IMG (284).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (282).JPG,2025_12_20_IMG (282).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (302).JPG,2025_12_20_IMG (302).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (303).JPG,2025_12_20_IMG (303).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (338).JPG,2025_12_20_IMG (338).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,2025_12_20_IMG (339).JPG,val,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (353).JPG,2025_12_20_IMG (353).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,2025_12_20_IMG (355).JPG,val,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (361).JPG,2025_12_20_IMG (361).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,2025_12_20_IMG (360).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (362).JPG,2025_12_20_IMG (362).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,2025_12_20_IMG (360).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (369).JPG,2025_12_20_IMG (369).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,2025_12_20_IMG (368).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,2025_12_20_IMG (396).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,2025_12_20_IMG (398).JPG,val,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (397).JPG,2025_12_20_IMG (397).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,2025_12_20_IMG (398).JPG,val,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (403).JPG,2025_12_20_IMG (403).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (404).JPG,2025_12_20_IMG (404).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (253).JPG,2025_12_21_IMG (253).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,test,Greening,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,test,Greening,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,test,Greening,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (6).JPG,2025_12_21_IMG (6).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (5).JPG,2025_12_21_IMG (5).JPG,test,Greening,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (1).JPG,2025_11_21_IMG (1).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,2025_11_21_IMG (2).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (122).JPG,2025_11_21_IMG (122).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (121).JPG,2025_11_21_IMG (121).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (182).JPG,2025_11_21_IMG (182).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,2025_11_21_IMG (183).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (185).JPG,2025_11_21_IMG (185).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (184).JPG,2025_11_21_IMG (184).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,2025_11_21_IMG (262).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (276).JPG,2025_11_21_IMG (276).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (278).JPG,2025_11_21_IMG (278).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (279).JPG,2025_11_21_IMG (279).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (281).JPG,2025_11_21_IMG (281).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (282).JPG,2025_11_21_IMG (282).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (297).JPG,2025_11_21_IMG (297).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,2025_11_21_IMG (294).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (3).JPG,2025_11_21_IMG (3).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,2025_11_21_IMG (4).JPG,val,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (77).JPG,2025_11_21_IMG (77).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,2025_11_21_IMG (79).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,2025_12_21_IMG (138).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,2025_12_21_IMG (135).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (145).JPG,2025_12_21_IMG (145).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (146).JPG,2025_12_21_IMG (146).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,test,Algal leaf spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (12).JPG,2025_12_20_IMG (12).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (11).JPG,2025_12_20_IMG (11).JPG,test,Black spot,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,2025_12_20_IMG (232).JPG,val,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (234).JPG,2025_12_20_IMG (234).JPG,test,Citrus pest,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (109).JPG,2025_11_21_IMG (109).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (110).JPG,2025_11_21_IMG (110).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,test,Healthy leaf,2,0.96875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (114).JPG,2025_12_21_IMG (114).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (115).JPG,2025_12_21_IMG (115).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (129).JPG,2025_12_21_IMG (129).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (142).JPG,2025_12_21_IMG (142).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (141).JPG,2025_12_21_IMG (141).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (149).JPG,2025_12_21_IMG (149).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (150).JPG,2025_12_21_IMG (150).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (169).JPG,2025_12_21_IMG (169).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,2025_12_21_IMG (170).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (181).JPG,2025_12_21_IMG (181).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (183).JPG,2025_12_21_IMG (183).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (202).JPG,2025_12_21_IMG (202).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (203).JPG,2025_12_21_IMG (203).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (210).JPG,2025_12_21_IMG (210).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (211).JPG,2025_12_21_IMG (211).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (234).JPG,2025_12_21_IMG (234).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (26).JPG,2025_12_21_IMG (26).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,2025_12_21_IMG (163).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (264).JPG,2025_12_21_IMG (264).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (274).JPG,2025_12_21_IMG (274).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (294).JPG,2025_12_21_IMG (294).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,2025_12_21_IMG (45).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (47).JPG,2025_12_21_IMG (47).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,2025_12_21_IMG (46).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (5).JPG,2025_12_21_IMG (5).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (6).JPG,2025_12_21_IMG (6).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (53).JPG,2025_12_21_IMG (53).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (52).JPG,2025_12_21_IMG (52).JPG,test,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (96).JPG,2025_12_21_IMG (96).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (94).JPG,2025_12_21_IMG (94).JPG,val,Algal leaf spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (118).JPG,2025_12_20_IMG (118).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (119).JPG,2025_12_20_IMG (119).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (14).JPG,2025_12_20_IMG (14).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (15).JPG,2025_12_20_IMG (15).JPG,val,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (157).JPG,2025_12_20_IMG (157).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (156).JPG,2025_12_20_IMG (156).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (173).JPG,2025_12_20_IMG (173).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (174).JPG,2025_12_20_IMG (174).JPG,val,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (189).JPG,2025_12_20_IMG (189).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (188).JPG,2025_12_20_IMG (188).JPG,val,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (198).JPG,2025_12_20_IMG (198).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (199).JPG,2025_12_20_IMG (199).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
