pair_id,filepath_a,filepath_b,class_a,class_b,split_a,split_b,similarity_category,review_priority,human_decision,review_notes
pair_35317c3ec2315f59631b,dataset/test/Black spot/2025_12_20_IMG (201).JPG,dataset/train/Black spot/2025_12_20_IMG (200).JPG,Black spot,Black spot,test,train,D,375.436032,,
pair_5ce5a6490b6280df63bf,dataset/test/Algal leaf spot/2025_12_21_IMG (211).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (210).JPG,Algal leaf spot,Algal leaf spot,test,train,D,375.311111,,
pair_d355df8ae269a8a97f96,dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/train/Citrus pest/2025_12_20_IMG (361).JPG,Citrus pest,Citrus pest,test,train,D,375.089182,,
pair_10f7c276da0b12471474,dataset/test/Black spot/2025_12_20_IMG (119).JPG,dataset/train/Black spot/2025_12_20_IMG (118).JPG,Black spot,Black spot,test,train,D,374.988435,,
pair_c4d8eb55b63c65c1c2ff,dataset/test/Algal leaf spot/2025_12_21_IMG (206).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (207).JPG,Algal leaf spot,Algal leaf spot,test,train,D,374.947799,,
pair_767df73f873afdff2449,dataset/test/Healthy leaf/2025_11_21_IMG (110).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (108).JPG,Healthy leaf,Healthy leaf,test,train,D,374.777822,,
pair_ed7912ea82b722809e76,dataset/test/Algal leaf spot/2025_12_21_IMG (305).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (306).JPG,Algal leaf spot,Algal leaf spot,test,train,D,374.517243,,
pair_0d92b8a102161c4ffc5d,dataset/test/Black spot/2025_12_20_IMG (150).JPG,dataset/train/Black spot/2025_12_20_IMG (149).JPG,Black spot,Black spot,test,train,D,374.495421,,
pair_b0328e88260036fbd36f,dataset/test/Citrus canker/2025_12_21_IMG (534).JPG,dataset/train/Citrus canker/2025_12_21_IMG (533).JPG,Citrus canker,Citrus canker,test,train,D,374.466575,,
pair_7201b88f2d28f0ed14a2,dataset/test/Black spot/2025_12_20_IMG (266).JPG,dataset/train/Black spot/2025_12_20_IMG (265).JPG,Black spot,Black spot,test,train,D,374.453466,,
pair_f6bf3a281103491d3051,dataset/test/Algal leaf spot/2025_12_21_IMG (206).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (208).JPG,Algal leaf spot,Algal leaf spot,test,train,D,374.451871,,
pair_197b7d2f48d15860ffce,dataset/test/Black spot/2025_12_20_IMG (227).JPG,dataset/train/Black spot/2025_12_20_IMG (228).JPG,Black spot,Black spot,test,train,D,374.267748,,
pair_7c9ff51b498dde3ef673,dataset/test/Citrus pest/2025_12_20_IMG (208).JPG,dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,Citrus pest,Citrus pest,test,train,D,374.199332,,
pair_b2bc08e79638e7f8bd45,dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (76).JPG,Healthy leaf,Healthy leaf,test,train,D,374.133741,,
pair_f05b50b1b47f96d26b03,dataset/test/Algal leaf spot/2025_12_21_IMG (201).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (200).JPG,Algal leaf spot,Algal leaf spot,test,train,D,374.103428,,
pair_e8681eeb563f0b275a9b,dataset/test/Citrus canker/2025_12_21_IMG (416).JPG,dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,Citrus canker,Citrus canker,test,train,D,374.050688,,
pair_bdd587bb73c32201b1d8,dataset/test/Algal leaf spot/2025_12_21_IMG (119).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (118).JPG,Algal leaf spot,Algal leaf spot,test,train,D,373.977453,,
pair_70f3bc70445669c4d8c9,dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,Algal leaf spot,Algal leaf spot,test,train,D,373.924199,,
pair_5bbc7680b534f6ad3f42,dataset/test/Black spot/2025_12_20_IMG (225).JPG,dataset/train/Black spot/2025_12_20_IMG (224).JPG,Black spot,Black spot,test,train,D,373.907521,,
pair_507ab2fb19c16c872c5b,dataset/test/Citrus canker/2025_12_21_IMG (352).JPG,dataset/train/Citrus canker/2025_12_21_IMG (353).JPG,Citrus canker,Citrus canker,test,train,D,373.797999,,
pair_70fda8832c63101cb19c,dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,dataset/train/Citrus pest/2025_12_20_IMG (367).JPG,Citrus pest,Citrus pest,test,train,D,373.559186,,
pair_6d097d20b0e5279c1f96,dataset/test/Algal leaf spot/2025_12_21_IMG (172).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (173).JPG,Algal leaf spot,Algal leaf spot,test,train,D,373.540612,,
pair_12338ef2a6ba116c6070,dataset/test/Black spot/2025_12_20_IMG (172).JPG,dataset/train/Black spot/2025_12_20_IMG (173).JPG,Black spot,Black spot,test,train,D,373.519741,,
pair_3b435350d2e46170d0c9,dataset/test/Black spot/2025_12_20_IMG (264).JPG,dataset/train/Black spot/2025_12_20_IMG (263).JPG,Black spot,Black spot,test,train,D,373.203746,,
pair_50dfcab9110d0f43768e,dataset/test/Citrus pest/2025_12_20_IMG (360).JPG,dataset/train/Citrus pest/2025_12_20_IMG (362).JPG,Citrus pest,Citrus pest,test,train,D,372.967044,,
pair_e9cfd66668504fa1083d,dataset/test/Algal leaf spot/2025_12_21_IMG (20).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (17).JPG,Algal leaf spot,Algal leaf spot,test,train,D,372.924411,,
pair_e62c1debea2085d1b158,dataset/test/Algal leaf spot/2025_12_21_IMG (234).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (233).JPG,Algal leaf spot,Algal leaf spot,test,train,D,372.855664,,
pair_4f6babe7acf565b9a1bc,dataset/test/Algal leaf spot/2025_12_21_IMG (273).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (275).JPG,Algal leaf spot,Algal leaf spot,test,train,D,372.662491,,
pair_e82fff62a64e3d421cf3,dataset/test/Greening/2025_12_21_IMG (42).JPG,dataset/train/Greening/2025_12_21_IMG (41).JPG,Greening,Greening,test,train,D,372.661706,,
pair_0ac4da065d5562ca7d19,dataset/test/Black spot/2025_12_20_IMG (305).JPG,dataset/train/Black spot/2025_12_20_IMG (306).JPG,Black spot,Black spot,test,train,D,372.340781,,
pair_7fba8c31ae46cc817907,dataset/test/Black spot/2025_12_20_IMG (294).JPG,dataset/train/Black spot/2025_12_20_IMG (295).JPG,Black spot,Black spot,test,train,D,372.316373,,
pair_9a589ddaf8fbe9325a50,dataset/test/Citrus pest/2025_12_20_IMG (341).JPG,dataset/train/Citrus pest/2025_12_20_IMG (340).JPG,Citrus pest,Citrus pest,test,train,D,372.297293,,
pair_eb830e4cf37214069a2b,dataset/test/Algal leaf spot/2025_12_21_IMG (294).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (296).JPG,Algal leaf spot,Algal leaf spot,test,train,D,372.168705,,
pair_58bc74f53a1b1248a124,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (271).JPG,Healthy leaf,Healthy leaf,test,train,D,372.164636,,
pair_177d2f095576266a1572,dataset/test/Healthy leaf/2025_11_21_IMG (61).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (62).JPG,Healthy leaf,Healthy leaf,test,train,D,372.130779,,
pair_b296f3f6d5db4d2a5c23,dataset/test/Citrus canker/2025_12_21_IMG (352).JPG,dataset/train/Citrus canker/2025_12_21_IMG (351).JPG,Citrus canker,Citrus canker,test,train,D,371.777951,,
pair_133a039bb80bf0e28ca4,dataset/test/Citrus canker/2025_12_21_IMG (418).JPG,dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,Citrus canker,Citrus canker,test,train,D,371.734625,,
pair_623f3af3af6757adb6e6,dataset/test/Black spot/2025_12_20_IMG (2).JPG,dataset/train/Black spot/2025_12_20_IMG (4).JPG,Black spot,Black spot,test,train,D,371.72097,,
pair_fbdb1f85ca7c4367112e,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,Algal leaf spot,Algal leaf spot,test,train,D,371.661829,,
pair_beffca15b2c4a54ad9e5,dataset/test/Citrus canker/2025_12_21_IMG (511).JPG,dataset/train/Citrus canker/2025_12_21_IMG (512).JPG,Citrus canker,Citrus canker,test,train,D,371.487328,,
pair_0e85cd08c24dae61eb3b,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,Healthy leaf,Healthy leaf,test,train,D,371.390825,,
pair_d1149c9d14da6661fb1b,dataset/test/Black spot/2025_12_20_IMG (146).JPG,dataset/train/Black spot/2025_12_20_IMG (144).JPG,Black spot,Black spot,test,train,D,371.363253,,
pair_96b85ddf71a37f60f364,dataset/test/Algal leaf spot/2025_12_21_IMG (52).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (53).JPG,Algal leaf spot,Algal leaf spot,test,train,D,370.940829,,
pair_56b56b421a5714559900,dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (169).JPG,Algal leaf spot,Algal leaf spot,test,train,D,370.8111,,
pair_ee48da02a5bfe79d4dde,dataset/test/Healthy leaf/2025_11_21_IMG (163).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (164).JPG,Healthy leaf,Healthy leaf,test,train,D,370.713881,,
pair_6878b6233716dc6ee03b,dataset/test/Black spot/2025_12_20_IMG (2).JPG,dataset/train/Black spot/2025_12_20_IMG (3).JPG,Black spot,Black spot,test,train,D,370.586633,,
pair_c688561c8eeb812cc0e1,dataset/test/Algal leaf spot/2025_12_21_IMG (264).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (263).JPG,Algal leaf spot,Algal leaf spot,test,train,D,370.487767,,
pair_ab7102b72d42b1840ee4,dataset/test/Healthy leaf/2025_11_21_IMG (92).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (91).JPG,Healthy leaf,Healthy leaf,test,train,D,370.469398,,
pair_526ec5292b42840d4a0b,dataset/test/Healthy leaf/2025_11_21_IMG (143).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (142).JPG,Healthy leaf,Healthy leaf,test,train,D,370.032825,,
pair_2f51e015554a37ec8268,dataset/test/Greening/2025_12_21_IMG (331).JPG,dataset/train/Greening/2025_12_21_IMG (330).JPG,Greening,Greening,test,train,D,370.02777,,
pair_f220ae32e527fff75bd9,dataset/test/Citrus canker/2025_12_21_IMG (481).JPG,dataset/train/Citrus canker/2025_12_21_IMG (482).JPG,Citrus canker,Citrus canker,test,train,D,369.771231,,
pair_a1878f8a13e547c78f02,dataset/test/Greening/2025_12_21_IMG (11).JPG,dataset/train/Greening/2025_12_21_IMG (10).JPG,Greening,Greening,test,train,D,369.761199,,
pair_059b2d6bed766556b018,dataset/test/Black spot/2025_12_20_IMG (211).JPG,dataset/train/Black spot/2025_12_20_IMG (210).JPG,Black spot,Black spot,test,train,D,369.547942,,
pair_dbc230efdfe8efb859a5,dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,Citrus pest,Citrus pest,test,train,D,369.287372,,
pair_a388471283698f204360,dataset/test/Healthy leaf/2025_11_21_IMG (90).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (89).JPG,Healthy leaf,Healthy leaf,test,train,D,369.185601,,
pair_12090585e871c6d77dc0,dataset/test/Algal leaf spot/2025_12_21_IMG (101).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (102).JPG,Algal leaf spot,Algal leaf spot,test,train,D,369.150081,,
pair_f21686004a3056f74d82,dataset/test/Citrus canker/2025_12_21_IMG (559).JPG,dataset/train/Citrus canker/2025_12_21_IMG (560).JPG,Citrus canker,Citrus canker,test,train,D,368.998434,,
pair_03069f076ce682f0ae69,dataset/test/Citrus canker/2025_12_21_IMG (556).JPG,dataset/train/Citrus canker/2025_12_21_IMG (555).JPG,Citrus canker,Citrus canker,test,train,D,368.97534,,
pair_a9e0b70ad562017c1bea,dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (298).JPG,Healthy leaf,Healthy leaf,test,train,D,368.785029,,
pair_bb1cfc2ee3f57ee6b57e,dataset/test/Citrus pest/2025_12_20_IMG (267).JPG,dataset/train/Citrus pest/2025_12_20_IMG (268).JPG,Citrus pest,Citrus pest,test,train,D,368.61233,,
pair_0bfb02ae9ef824a2be88,dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (295).JPG,Healthy leaf,Healthy leaf,test,train,D,368.23969,,
pair_e6b6c366e08833f79ba7,dataset/test/Citrus canker/2025_12_21_IMG (205).JPG,dataset/train/Citrus canker/2025_12_21_IMG (204).JPG,Citrus canker,Citrus canker,test,train,D,368.212356,,
pair_0e3f6a95327e513c2ad6,dataset/test/Citrus pest/2025_12_20_IMG (42).JPG,dataset/train/Citrus pest/2025_12_20_IMG (43).JPG,Citrus pest,Citrus pest,test,train,D,367.715841,,
pair_89f05a3f160e3de024db,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (269).JPG,Healthy leaf,Healthy leaf,test,train,D,367.658674,,
pair_943091bced1d62fa6b1b,dataset/test/Greening/2025_12_21_IMG (274).JPG,dataset/train/Greening/2025_12_21_IMG (276).JPG,Greening,Greening,test,train,D,367.475515,,
pair_a4309e840eef12b73077,dataset/test/Greening/2025_12_21_IMG (258).JPG,dataset/train/Greening/2025_12_21_IMG (255).JPG,Greening,Greening,test,train,D,367.440206,,
pair_4f786ed0b3d1bcbe10b2,dataset/test/Citrus canker/2025_12_21_IMG (529).JPG,dataset/train/Citrus canker/2025_12_21_IMG (527).JPG,Citrus canker,Citrus canker,test,train,D,367.188489,,
pair_a0e9aaeddcb4c29a47a8,dataset/test/Citrus pest/2025_12_20_IMG (263).JPG,dataset/train/Citrus pest/2025_12_20_IMG (261).JPG,Citrus pest,Citrus pest,test,train,D,366.901593,,
pair_2f0d0b10ad2e47b282bc,dataset/test/Healthy leaf/2025_11_21_IMG (88).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (87).JPG,Healthy leaf,Healthy leaf,test,train,D,366.859044,,
pair_02c522d293d605b21196,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (300).JPG,Healthy leaf,Healthy leaf,test,train,D,366.814724,,
pair_3247405a0987d2bcf038,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,Healthy leaf,Healthy leaf,test,train,D,366.735957,,
pair_2b30866c62a3b23fedb5,dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (168).JPG,Algal leaf spot,Algal leaf spot,test,train,D,366.462263,,
pair_e414d302db08d49f083e,dataset/test/Algal leaf spot/2025_12_21_IMG (139).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (140).JPG,Algal leaf spot,Algal leaf spot,test,train,D,366.165876,,
pair_63cd9c284d3bbb61bf62,dataset/test/Greening/2025_12_21_IMG (256).JPG,dataset/train/Greening/2025_12_21_IMG (260).JPG,Greening,Greening,test,train,D,366.034241,,
pair_3579b72aa67e7ecbe52a,dataset/test/Citrus pest/2025_12_20_IMG (273).JPG,dataset/train/Citrus pest/2025_12_20_IMG (274).JPG,Citrus pest,Citrus pest,test,train,D,365.970947,,
pair_5312da375f1072087016,dataset/test/Greening/2025_12_21_IMG (254).JPG,dataset/train/Greening/2025_12_21_IMG (260).JPG,Greening,Greening,test,train,D,365.817119,,
pair_37b2efee932607884096,dataset/test/Greening/2025_12_21_IMG (258).JPG,dataset/train/Greening/2025_12_21_IMG (253).JPG,Greening,Greening,test,train,D,365.642192,,
pair_b738d3f8d3a1677373af,dataset/test/Algal leaf spot/2025_12_21_IMG (92).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (91).JPG,Algal leaf spot,Algal leaf spot,test,train,D,365.4774,,
pair_54e43319f731281f8207,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (189).JPG,Algal leaf spot,Algal leaf spot,test,train,D,365.331442,,
pair_ad4fe511b0ff3750d7d9,dataset/test/Healthy leaf/2025_11_21_IMG (40).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (41).JPG,Healthy leaf,Healthy leaf,test,train,D,365.25435,,
pair_7bccb3b7b6f2600ef071,dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (27).JPG,Algal leaf spot,Algal leaf spot,test,train,D,364.913299,,
pair_038dc9956fba7bca5170,dataset/test/Algal leaf spot/2025_12_21_IMG (88).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (89).JPG,Algal leaf spot,Algal leaf spot,test,train,D,364.844693,,
pair_7df22429681e1674cc54,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (285).JPG,Healthy leaf,Healthy leaf,test,train,D,363.994852,,
pair_f4cf2b87c202797f556f,dataset/test/Greening/2025_12_21_IMG (264).JPG,dataset/train/Greening/2025_12_21_IMG (265).JPG,Greening,Greening,test,train,D,361.791218,,
pair_1814c032b7fa26f25c9b,dataset/test/Greening/2025_12_21_IMG (220).JPG,dataset/train/Greening/2025_12_21_IMG (116).JPG,Greening,Greening,test,train,D,360.988093,,
pair_3973b1c14105f2135c9e,dataset/test/Black spot/2025_12_20_IMG (86).JPG,dataset/train/Black spot/2025_12_20_IMG (87).JPG,Black spot,Black spot,test,train,D,358.641893,,
pair_0f767fe9dbec0a0adf9c,dataset/test/Black spot/2025_12_20_IMG (146).JPG,dataset/train/Citrus canker/2025_12_21_IMG (208).JPG,Black spot,Citrus canker,test,train,D,358.228592,,
pair_1b860852409e9e3be2b3,dataset/test/Greening/2025_12_21_IMG (2).JPG,dataset/train/Greening/2025_12_21_IMG (261).JPG,Greening,Greening,test,train,D,356.447527,,
pair_1dace49d9eaafc533c07,dataset/test/Citrus canker/2025_12_21_IMG (281).JPG,dataset/train/Greening/2025_12_21_IMG (85).JPG,Citrus canker,Greening,test,train,D,356.325217,,
pair_b8c176bf21602aac0870,dataset/test/Healthy leaf/2025_11_21_IMG (112).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (231).JPG,Healthy leaf,Algal leaf spot,test,train,D,346.144562,,
pair_48381a785fa9de1334c5,dataset/train/Citrus pest/2025_12_20_IMG (291).JPG,dataset/val/Citrus pest/2025_12_20_IMG (292).JPG,Citrus pest,Citrus pest,train,val,C,287.778148,SAME_SOURCE,Same damaged leaf structure and vein pattern; same source.
pair_4bb39808055e3b4735e3,dataset/train/Healthy leaf/2025_11_21_IMG (185).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (184).JPG,Healthy leaf,Healthy leaf,train,val,B,287.749043,SAME_SOURCE,Auto-prefilled from very strong multi-metric similarity; same class/capture sequence. Requires spot-check.
pair_a442766df9ed2d6e51a4,dataset/train/Algal leaf spot/2025_12_21_IMG (182).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (183).JPG,Algal leaf spot,Algal leaf spot,train,val,C,287.563591,SAME_SOURCE,"Same leaf outline, spots and vein structure; consecutive capture."
pair_e584d18b56c59e96416c,dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (47).JPG,Algal leaf spot,Algal leaf spot,train,val,C,287.51237,SAME_SOURCE,"Same leaf, lesion locations and background; near-identical capture"
pair_a6571383a775a2dca128,dataset/train/Citrus canker/2025_12_21_IMG (364).JPG,dataset/val/Citrus canker/2025_12_21_IMG (363).JPG,Citrus canker,Citrus canker,train,val,C,287.160041,,
pair_19f02b7113476bb205cb,dataset/train/Algal leaf spot/2025_12_21_IMG (7).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (6).JPG,Algal leaf spot,Algal leaf spot,train,val,C,287.116048,,
pair_25bb6aa770287d314b2e,dataset/train/Healthy leaf/2025_11_21_IMG (67).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (66).JPG,Healthy leaf,Healthy leaf,train,val,C,287.069976,,
pair_dffaf6e14f07951e34e6,dataset/train/Algal leaf spot/2025_12_21_IMG (175).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (174).JPG,Algal leaf spot,Algal leaf spot,train,val,C,287.05729,,
pair_2c9a1e0679564bfc79c1,dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (161).JPG,Healthy leaf,Healthy leaf,train,val,C,287.009467,,
pair_05c6e0b9c2660c30893e,dataset/train/Citrus pest/2025_12_20_IMG (354).JPG,dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,Citrus pest,Citrus pest,train,val,C,286.982297,,
pair_55bc69a19ee06ab6971e,dataset/train/Black spot/2025_12_20_IMG (6).JPG,dataset/val/Black spot/2025_12_20_IMG (7).JPG,Black spot,Black spot,train,val,C,286.929811,,
pair_44c44f334ef046997549,dataset/train/Healthy leaf/2025_11_21_IMG (295).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (296).JPG,Healthy leaf,Healthy leaf,train,val,C,286.865999,,
pair_65246bb1f5b512046f11,dataset/train/Algal leaf spot/2025_12_21_IMG (279).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (278).JPG,Algal leaf spot,Algal leaf spot,train,val,C,286.843021,,
pair_e6331094ec9e0d3c23fb,dataset/train/Citrus pest/2025_12_20_IMG (338).JPG,dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,Citrus pest,Citrus pest,train,val,C,286.761326,,
pair_afb0c3d47f601c85c522,dataset/train/Healthy leaf/2025_11_21_IMG (290).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (291).JPG,Healthy leaf,Healthy leaf,train,val,B,286.659218,,
pair_7b50a6cb6abd8f1a8560,dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,Healthy leaf,Healthy leaf,train,val,C,286.564872,,
pair_c77cf4a79d10b274ad01,dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,Algal leaf spot,Algal leaf spot,train,val,C,286.511352,,
pair_d334f8110518eeda5557,dataset/train/Citrus pest/2025_12_20_IMG (270).JPG,dataset/val/Citrus pest/2025_12_20_IMG (271).JPG,Citrus pest,Citrus pest,train,val,C,286.443013,,
pair_e5a0e75ac23df78ae7a5,dataset/train/Citrus canker/2025_12_21_IMG (544).JPG,dataset/val/Citrus canker/2025_12_21_IMG (545).JPG,Citrus canker,Citrus canker,train,val,C,286.404833,,
pair_916cc3a0b7aa23ec9d08,dataset/train/Citrus pest/2025_12_20_IMG (233).JPG,dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,Citrus pest,Citrus pest,train,val,C,286.366995,,
pair_50c8cdd9dc39e84a3335,dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (136).JPG,Algal leaf spot,Algal leaf spot,train,val,C,286.339688,,
pair_1a030ebe2e83f6d84654,dataset/train/Healthy leaf/2025_11_21_IMG (247).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (248).JPG,Healthy leaf,Healthy leaf,train,val,C,286.260243,,
pair_c91b3a809e59723fd852,dataset/train/Healthy leaf/2025_11_21_IMG (118).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (117).JPG,Healthy leaf,Healthy leaf,train,val,C,286.25653,,
pair_cbe2e73245ccafdd1651,dataset/train/Citrus canker/2025_12_21_IMG (518).JPG,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,Citrus canker,Citrus canker,train,val,C,286.202962,,
pair_8b121a684f943ebacf59,dataset/train/Black spot/2025_12_20_IMG (173).JPG,dataset/val/Black spot/2025_12_20_IMG (174).JPG,Black spot,Black spot,train,val,C,286.126082,,
pair_01ca614f1f4d4b9b8e09,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,Healthy leaf,Healthy leaf,train,val,C,285.982229,,
pair_81ce1016de4d3106c9fa,dataset/train/Algal leaf spot/2025_12_21_IMG (13).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (12).JPG,Algal leaf spot,Algal leaf spot,train,val,C,285.933307,,
pair_08cea93b53d3161e6069,dataset/train/Greening/2025_12_21_IMG (245).JPG,dataset/val/Greening/2025_12_21_IMG (244).JPG,Greening,Greening,train,val,C,285.906841,,
pair_24b5a53dc6a0c19c3d03,dataset/train/Black spot/2025_12_20_IMG (195).JPG,dataset/val/Black spot/2025_12_20_IMG (196).JPG,Black spot,Black spot,train,val,C,285.786132,,
pair_717a092be05ca06cfbeb,dataset/train/Citrus canker/2025_12_21_IMG (546).JPG,dataset/val/Citrus canker/2025_12_21_IMG (545).JPG,Citrus canker,Citrus canker,train,val,C,285.779621,,
pair_c5b835f1ef06222a5e57,dataset/train/Black spot/2025_12_20_IMG (14).JPG,dataset/val/Black spot/2025_12_20_IMG (15).JPG,Black spot,Black spot,train,val,C,285.765882,,
pair_1c22cb21e0704e39c014,dataset/train/Algal leaf spot/2025_12_21_IMG (280).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (278).JPG,Algal leaf spot,Algal leaf spot,train,val,C,285.662979,,
pair_3332df3a5f4583b4d95d,dataset/train/Citrus pest/2025_12_20_IMG (291).JPG,dataset/val/Citrus pest/2025_12_20_IMG (290).JPG,Citrus pest,Citrus pest,train,val,C,285.658631,,
pair_4a72e82885ec1e1bf3b6,dataset/train/Healthy leaf/2025_11_21_IMG (14).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (15).JPG,Healthy leaf,Healthy leaf,train,val,C,285.648626,,
pair_1e5085c5a2f4e785b527,dataset/train/Healthy leaf/2025_11_21_IMG (69).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (68).JPG,Healthy leaf,Healthy leaf,train,val,C,285.620567,,
pair_1ca5e33f1dadd28b128f,dataset/train/Citrus pest/2025_12_20_IMG (374).JPG,dataset/val/Citrus pest/2025_12_20_IMG (373).JPG,Citrus pest,Citrus pest,train,val,C,285.565899,,
pair_bf4e4191ceb5b36eff31,dataset/train/Healthy leaf/2025_11_21_IMG (44).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (45).JPG,Healthy leaf,Healthy leaf,train,val,C,285.56196,,
pair_112987d5eddcc6683f60,dataset/train/Algal leaf spot/2025_12_21_IMG (129).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,C,285.547947,,
pair_1eb665f14180f18cdc3d,dataset/train/Healthy leaf/2025_11_21_IMG (3).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,Healthy leaf,Healthy leaf,train,val,C,285.543762,,
pair_80daaaf0ce672592525e,dataset/train/Citrus pest/2025_12_20_IMG (397).JPG,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,Citrus pest,Citrus pest,train,val,C,285.475143,,
pair_2f8887c25260d69b30f3,dataset/train/Algal leaf spot/2025_12_21_IMG (181).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (183).JPG,Algal leaf spot,Algal leaf spot,train,val,C,285.336809,,
