source,source_id_or_filepath,label,split,negative_type,notes,filepath,pixel_sha256
beans,beans_train/train/bean_rust/bean_rust_train.18.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/1062fa6cafdbbbb0ee977ec57f4c87ab28b224ca6c561669e97d7e0904cabab4.jpg,1062fa6cafdbbbb0ee977ec57f4c87ab28b224ca6c561669e97d7e0904cabab4
beans,beans_train/train/bean_rust/bean_rust_train.183.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/04dc140b4730b9efbf1110b1483f97f6d29efcc000cceee3e37697927993e105.jpg,04dc140b4730b9efbf1110b1483f97f6d29efcc000cceee3e37697927993e105
beans,beans_train/train/bean_rust/bean_rust_train.188.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/166443d42994457b584d80a0f1ac7b0b333729631150c591420ecc818e54224c.jpg,166443d42994457b584d80a0f1ac7b0b333729631150c591420ecc818e54224c
beans,beans_train/train/bean_rust/bean_rust_train.189.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/41f09cf018bd9cd72e37932354f761ca93bd72c12e6605cde77619982e9fa4a2.jpg,41f09cf018bd9cd72e37932354f761ca93bd72c12e6605cde77619982e9fa4a2
beans,beans_train/train/bean_rust/bean_rust_train.190.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/c9c147aabc8dbdc593aef5b8f373ae39a8d7a561bdc98fa529dc85cafa826e5a.jpg,c9c147aabc8dbdc593aef5b8f373ae39a8d7a561bdc98fa529dc85cafa826e5a
beans,beans_train/train/bean_rust/bean_rust_train.191.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/fe9016ef090a4b65ca3a5b555df5e9689a6d2bb27cc2f7b65913c02a584f0b09.jpg,fe9016ef090a4b65ca3a5b555df5e9689a6d2bb27cc2f7b65913c02a584f0b09
beans,beans_train/train/bean_rust/bean_rust_train.196.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/005b6c33a2a3d092f9bc5a963f8edd724f2a48c82f20a5f321580bf4aabea712.jpg,005b6c33a2a3d092f9bc5a963f8edd724f2a48c82f20a5f321580bf4aabea712
beans,beans_train/train/bean_rust/bean_rust_train.197.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/ab3774f30e67da42b9b717c45578e4d781105ca7d323b6aa91344817f8acab94.jpg,ab3774f30e67da42b9b717c45578e4d781105ca7d323b6aa91344817f8acab94
beans,beans_train/train/bean_rust/bean_rust_train.198.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/cbf996e8e3718fa94a238d6645ab100e2e20585daa2acd5268cf1ffd83114779.jpg,cbf996e8e3718fa94a238d6645ab100e2e20585daa2acd5268cf1ffd83114779
beans,beans_train/train/bean_rust/bean_rust_train.2.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/e3a1d9b63d59c59436986c8bc2f3e3e1d5b68f66218a352fa98415c0d5d390de.jpg,e3a1d9b63d59c59436986c8bc2f3e3e1d5b68f66218a352fa98415c0d5d390de
beans,beans_train/train/bean_rust/bean_rust_train.202.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/caecf077478e60410f841a36bfbcce2f06a4f4794ee0e99fc133dd6ed6a29395.jpg,caecf077478e60410f841a36bfbcce2f06a4f4794ee0e99fc133dd6ed6a29395
beans,beans_train/train/bean_rust/bean_rust_train.204.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f62ac61dd399624a076520e1cf790f93bf4f59191caf92dd0b822795b065080b.jpg,f62ac61dd399624a076520e1cf790f93bf4f59191caf92dd0b822795b065080b
beans,beans_train/train/bean_rust/bean_rust_train.208.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/08f986e7595ed508f787e1ae8cfac1d2ef32d0908fa0f34bf0f32de9f5527ccd.jpg,08f986e7595ed508f787e1ae8cfac1d2ef32d0908fa0f34bf0f32de9f5527ccd
beans,beans_train/train/bean_rust/bean_rust_train.209.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/ba7c553fd1799114a86561bc53cfb042627ac163203cba98ec090014dcfffb4f.jpg,ba7c553fd1799114a86561bc53cfb042627ac163203cba98ec090014dcfffb4f
beans,beans_train/train/bean_rust/bean_rust_train.210.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/61eb87f37cfa5975c48bcba4710d6388eefbbc3d2302de907200658ce9d733db.jpg,61eb87f37cfa5975c48bcba4710d6388eefbbc3d2302de907200658ce9d733db
beans,beans_train/train/bean_rust/bean_rust_train.211.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a31b455bfc4a0979ece4d7f60235f2228dba6e6b1c49aecce5c998fffbd8b330.jpg,a31b455bfc4a0979ece4d7f60235f2228dba6e6b1c49aecce5c998fffbd8b330
beans,beans_train/train/bean_rust/bean_rust_train.212.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/3539824cc562c6aeb0f32fd78d1d2834a1245bb4b6dab9ba445ee8ab89133bf2.jpg,3539824cc562c6aeb0f32fd78d1d2834a1245bb4b6dab9ba445ee8ab89133bf2
beans,beans_train/train/bean_rust/bean_rust_train.213.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/5a5095b35eb1d3bff83d50dececf0ab2413f158182212f017b88507b908bd3c8.jpg,5a5095b35eb1d3bff83d50dececf0ab2413f158182212f017b88507b908bd3c8
beans,beans_train/train/bean_rust/bean_rust_train.214.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/28d9f40cf14f308c3220c460b701cceb84ea9b909a8b35d9b397ea807de9d832.jpg,28d9f40cf14f308c3220c460b701cceb84ea9b909a8b35d9b397ea807de9d832
beans,beans_train/train/bean_rust/bean_rust_train.215.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a41a30c509a686d20f086c635a28627e08f6409654e6995fc59158889b99d328.jpg,a41a30c509a686d20f086c635a28627e08f6409654e6995fc59158889b99d328
beans,beans_train/train/bean_rust/bean_rust_train.216.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/fa419cb2a2c63cd19d789f4e7e1dc61650f4418d54295e68dc932b48179d776a.jpg,fa419cb2a2c63cd19d789f4e7e1dc61650f4418d54295e68dc932b48179d776a
beans,beans_train/train/bean_rust/bean_rust_train.217.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/c5874cc9ed91a13dcaf5f51a73d5c1e98161db7c1d31af690344c0f3a09a4073.jpg,c5874cc9ed91a13dcaf5f51a73d5c1e98161db7c1d31af690344c0f3a09a4073
beans,beans_train/train/bean_rust/bean_rust_train.219.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a087480b28635ac00830d444ddbbaeb47e3510dc35db14be9c6cb900ce84d9fa.jpg,a087480b28635ac00830d444ddbbaeb47e3510dc35db14be9c6cb900ce84d9fa
beans,beans_train/train/bean_rust/bean_rust_train.22.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/304d1a33417ac8c51de9d0da9cb3d26bde440b919779ebcf3a9044c2e3a4e66c.jpg,304d1a33417ac8c51de9d0da9cb3d26bde440b919779ebcf3a9044c2e3a4e66c
beans,beans_train/train/bean_rust/bean_rust_train.222.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2591acc23777a307cd5b85cb0504974a283c576455ebeaa558eb30b2c6a35602.jpg,2591acc23777a307cd5b85cb0504974a283c576455ebeaa558eb30b2c6a35602
beans,beans_train/train/bean_rust/bean_rust_train.223.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/d8af077b4e78d217ae4145c6b91ae31428103db505c2800a83780a5112fc4629.jpg,d8af077b4e78d217ae4145c6b91ae31428103db505c2800a83780a5112fc4629
beans,beans_train/train/bean_rust/bean_rust_train.228.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/c6b7dabdfb2b8f84f0d89e0f285c0df143fefb73d73d39ccc1ccf397ea23deb4.jpg,c6b7dabdfb2b8f84f0d89e0f285c0df143fefb73d73d39ccc1ccf397ea23deb4
beans,beans_train/train/bean_rust/bean_rust_train.230.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/62d00b22128981e8ca26739e09cf744231e92390fb1bab3ac9e08e51d8077b14.jpg,62d00b22128981e8ca26739e09cf744231e92390fb1bab3ac9e08e51d8077b14
beans,beans_train/train/bean_rust/bean_rust_train.231.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/e964778ee79e8aa1081f206da460f9344ab39fca9f13f5b5e172373b626375f5.jpg,e964778ee79e8aa1081f206da460f9344ab39fca9f13f5b5e172373b626375f5
beans,beans_train/train/bean_rust/bean_rust_train.233.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/e7ea27f2fe6a5920cf96b723f634acab209d16a5437d714f5861850eb4f654da.jpg,e7ea27f2fe6a5920cf96b723f634acab209d16a5437d714f5861850eb4f654da
beans,beans_train/train/bean_rust/bean_rust_train.236.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/435540f99896e16d2fb7bcde39c6a88730fd0ffd1e950cb7d66f843877a165fe.jpg,435540f99896e16d2fb7bcde39c6a88730fd0ffd1e950cb7d66f843877a165fe
beans,beans_train/train/bean_rust/bean_rust_train.239.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/5d143d8084e2a34cd66badee8d4b6957c9a036086c13886a220d4d93f7f2dc4f.jpg,5d143d8084e2a34cd66badee8d4b6957c9a036086c13886a220d4d93f7f2dc4f
beans,beans_train/train/bean_rust/bean_rust_train.24.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/83f08993cbb2e5f1b503cdd878581c3777333ee0393e19014dfbe53ff2819a04.jpg,83f08993cbb2e5f1b503cdd878581c3777333ee0393e19014dfbe53ff2819a04
beans,beans_train/train/bean_rust/bean_rust_train.241.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2b42c0292ca9f99a40be5af132ea9d218e15da86e5a4c53bc5aae034fcf05cfb.jpg,2b42c0292ca9f99a40be5af132ea9d218e15da86e5a4c53bc5aae034fcf05cfb
beans,beans_train/train/bean_rust/bean_rust_train.243.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/10d17547adb5175f67237fab68d550be287b93ba74e018c8d6a494e1edfc7b26.jpg,10d17547adb5175f67237fab68d550be287b93ba74e018c8d6a494e1edfc7b26
beans,beans_train/train/bean_rust/bean_rust_train.245.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/07fb721b7c938e9c50a000da8a8b0fec45907901289a8857330ecbea66b1fd2e.jpg,07fb721b7c938e9c50a000da8a8b0fec45907901289a8857330ecbea66b1fd2e
beans,beans_train/train/bean_rust/bean_rust_train.246.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/115d811414db40bb5386e270784a2e261be444b71962252888d51bbf04146d6c.jpg,115d811414db40bb5386e270784a2e261be444b71962252888d51bbf04146d6c
beans,beans_train/train/bean_rust/bean_rust_train.247.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2cc3f1ec0aa9aa1687465a2ffa9685bde87621bb7df1990aef97fa85f5a816f4.jpg,2cc3f1ec0aa9aa1687465a2ffa9685bde87621bb7df1990aef97fa85f5a816f4
beans,beans_train/train/bean_rust/bean_rust_train.248.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/b3f16dda0b04819069851cefc4fcc150ddfaa86807916a0d0c5cbdf8cb2d86fb.jpg,b3f16dda0b04819069851cefc4fcc150ddfaa86807916a0d0c5cbdf8cb2d86fb
beans,beans_train/train/bean_rust/bean_rust_train.249.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/6176cfdb14d9501b6b9847237bf4e37c90bb3782322e80c023977fa6ec4fc0fe.jpg,6176cfdb14d9501b6b9847237bf4e37c90bb3782322e80c023977fa6ec4fc0fe
beans,beans_train/train/bean_rust/bean_rust_train.25.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a0d6371863c3c4c0c576dd96588308b41d664cd56de831007f5bed0ace3a373c.jpg,a0d6371863c3c4c0c576dd96588308b41d664cd56de831007f5bed0ace3a373c
beans,beans_train/train/bean_rust/bean_rust_train.250.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/3ea7ab56be79522bf3864c820a2d36737760f8fa40009965d9d0e1c73473ca7d.jpg,3ea7ab56be79522bf3864c820a2d36737760f8fa40009965d9d0e1c73473ca7d
beans,beans_train/train/bean_rust/bean_rust_train.254.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/755379bf9dd796509db3e638505427b0003128e794f3aef391e7f94b99ac0886.jpg,755379bf9dd796509db3e638505427b0003128e794f3aef391e7f94b99ac0886
beans,beans_train/train/bean_rust/bean_rust_train.257.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/22e39ab17b553e0efeb01bcaf41cfab04ed771a5168a476ed2c92cede69b00a1.jpg,22e39ab17b553e0efeb01bcaf41cfab04ed771a5168a476ed2c92cede69b00a1
beans,beans_train/train/bean_rust/bean_rust_train.265.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/53671ecf4d17736321eeab76d6609c5b0bd4a1e8f37ebede73e9e74202f564d6.jpg,53671ecf4d17736321eeab76d6609c5b0bd4a1e8f37ebede73e9e74202f564d6
beans,beans_train/train/bean_rust/bean_rust_train.266.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/45003cb908bff9dde876ed217e7bc8fd72eb9ccf18d4e61a22b6084486588cdb.jpg,45003cb908bff9dde876ed217e7bc8fd72eb9ccf18d4e61a22b6084486588cdb
beans,beans_train/train/bean_rust/bean_rust_train.270.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/19b818ace77a2e2ecf47da49e2f0e4260b1e8feb5ad6b86a2bfc21342d3ae3db.jpg,19b818ace77a2e2ecf47da49e2f0e4260b1e8feb5ad6b86a2bfc21342d3ae3db
beans,beans_train/train/bean_rust/bean_rust_train.271.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/46e3d5fd7df5c700eb6f0fcee4638d7c6ab19c5fef4ed3748c6ce36b3faf0d26.jpg,46e3d5fd7df5c700eb6f0fcee4638d7c6ab19c5fef4ed3748c6ce36b3faf0d26
beans,beans_train/train/bean_rust/bean_rust_train.273.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/32807a5eee9933bc3dc7de3aedd9228b54f3b39b60e2ff8fab81f20596da2395.jpg,32807a5eee9933bc3dc7de3aedd9228b54f3b39b60e2ff8fab81f20596da2395
beans,beans_train/train/bean_rust/bean_rust_train.274.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a82fa7dc1ff30d4b40d9f57f11a53236ea083a577ca0f18253db85501e15b39a.jpg,a82fa7dc1ff30d4b40d9f57f11a53236ea083a577ca0f18253db85501e15b39a
beans,beans_train/train/bean_rust/bean_rust_train.275.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/cbad2d5858f4e15e40215c8f55f04a29e9cf264906047d378dcc56e67df58ae1.jpg,cbad2d5858f4e15e40215c8f55f04a29e9cf264906047d378dcc56e67df58ae1
beans,beans_train/train/bean_rust/bean_rust_train.276.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/b62e386bc839e0daaa263b03a66bd7e90b545ffd205bf1cae3c35de5c7372d34.jpg,b62e386bc839e0daaa263b03a66bd7e90b545ffd205bf1cae3c35de5c7372d34
beans,beans_train/train/bean_rust/bean_rust_train.278.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/b76cc4932425ad1d6f44389598eba017279b2e350322f6b09a1fbc8b7d908b37.jpg,b76cc4932425ad1d6f44389598eba017279b2e350322f6b09a1fbc8b7d908b37
beans,beans_train/train/bean_rust/bean_rust_train.28.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/c37757fc04942211404b86d9483cbdf9c938d8441d7ba174ead9ec0d13a409b7.jpg,c37757fc04942211404b86d9483cbdf9c938d8441d7ba174ead9ec0d13a409b7
beans,beans_train/train/bean_rust/bean_rust_train.280.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/9b16e75f03cbd2d280afac31baf5ee979ddd92676018f4caaf8d8837c2559116.jpg,9b16e75f03cbd2d280afac31baf5ee979ddd92676018f4caaf8d8837c2559116
beans,beans_train/train/bean_rust/bean_rust_train.281.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/1a6567d89479c513b3e661a9b53d784b5e6ef5a7770dfe0bb3a9aa0e94d352bd.jpg,1a6567d89479c513b3e661a9b53d784b5e6ef5a7770dfe0bb3a9aa0e94d352bd
beans,beans_train/train/bean_rust/bean_rust_train.282.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/b30e369a895855fc3933ac4c797bdb0a48669d6208825fbd3857b3c31ba2d151.jpg,b30e369a895855fc3933ac4c797bdb0a48669d6208825fbd3857b3c31ba2d151
beans,beans_train/train/bean_rust/bean_rust_train.283.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/1bdb0becc633f5eb636a5b6a91ceef64c8f7ee11643cdddf47192707c47831a3.jpg,1bdb0becc633f5eb636a5b6a91ceef64c8f7ee11643cdddf47192707c47831a3
beans,beans_train/train/bean_rust/bean_rust_train.284.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/4398821ebb94ae47f880b3571259958915199cf7fefe7b56978d66d71af7dcc1.jpg,4398821ebb94ae47f880b3571259958915199cf7fefe7b56978d66d71af7dcc1
beans,beans_train/train/bean_rust/bean_rust_train.286.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/98c2d034efb4506b6866e1cbffa146c0f2a0cccec24085eac94f052ff9e73c3a.jpg,98c2d034efb4506b6866e1cbffa146c0f2a0cccec24085eac94f052ff9e73c3a
beans,beans_train/train/bean_rust/bean_rust_train.289.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/e3fa66eb92b977428e0f721757a6f2927f019dd8a6d9aa18c404a5f88b650ba4.jpg,e3fa66eb92b977428e0f721757a6f2927f019dd8a6d9aa18c404a5f88b650ba4
beans,beans_train/train/bean_rust/bean_rust_train.29.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/6aebaa73ed69aa533105c2f82942f227d86ce8f68c032884e17d482f29f05107.jpg,6aebaa73ed69aa533105c2f82942f227d86ce8f68c032884e17d482f29f05107
beans,beans_train/train/bean_rust/bean_rust_train.290.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/0dd3614a0d4efedf636fcc986e460166586a5a696e4d399d3bf1faa85e241f16.jpg,0dd3614a0d4efedf636fcc986e460166586a5a696e4d399d3bf1faa85e241f16
beans,beans_train/train/bean_rust/bean_rust_train.295.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2cea493fd0e96af8aa8f7df86ab81291cb600c6fe8da349fada5fe3cec029acb.jpg,2cea493fd0e96af8aa8f7df86ab81291cb600c6fe8da349fada5fe3cec029acb
beans,beans_train/train/bean_rust/bean_rust_train.299.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/7e177029eafb422fc4c36bac66730970e99512037211af1c249666bcb692ea16.jpg,7e177029eafb422fc4c36bac66730970e99512037211af1c249666bcb692ea16
beans,beans_train/train/bean_rust/bean_rust_train.30.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/452ece4fe17c001ffe7540c1e829e493022ddf42732d3565e3d004937d523ee1.jpg,452ece4fe17c001ffe7540c1e829e493022ddf42732d3565e3d004937d523ee1
beans,beans_train/train/bean_rust/bean_rust_train.301.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/26306d825afb1f852fb0051f7807947f2eb27b72318fc1e6b5db22073fc76cce.jpg,26306d825afb1f852fb0051f7807947f2eb27b72318fc1e6b5db22073fc76cce
beans,beans_train/train/bean_rust/bean_rust_train.303.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/62a931a24649a36811b0c990d38d47fb21f35acf13596335dd46c9ce7ff7a3cb.jpg,62a931a24649a36811b0c990d38d47fb21f35acf13596335dd46c9ce7ff7a3cb
beans,beans_train/train/bean_rust/bean_rust_train.308.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/9302066fb9d265471ecea32bed5d711630fb44277c65994abf9bd2fa820d82cf.jpg,9302066fb9d265471ecea32bed5d711630fb44277c65994abf9bd2fa820d82cf
beans,beans_train/train/bean_rust/bean_rust_train.310.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/ae82753ae8dd40b1b5d1dc84fb4be499f8cbac2dd21552901fd7316a80a1eee9.jpg,ae82753ae8dd40b1b5d1dc84fb4be499f8cbac2dd21552901fd7316a80a1eee9
beans,beans_train/train/bean_rust/bean_rust_train.311.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/3579fca37dba77c8080d0cbd76135901e808c8b4b3213182f7128e82dd0a1639.jpg,3579fca37dba77c8080d0cbd76135901e808c8b4b3213182f7128e82dd0a1639
beans,beans_train/train/bean_rust/bean_rust_train.312.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/fe7ea1384aff7a4ca9026cfe5877b62480baa18a3d01a5653af029daf010a061.jpg,fe7ea1384aff7a4ca9026cfe5877b62480baa18a3d01a5653af029daf010a061
beans,beans_train/train/bean_rust/bean_rust_train.314.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/c0169044f5c1aa8e2e0336585cdddd699a53cbdaf9dc1a07baded64d19bc580b.jpg,c0169044f5c1aa8e2e0336585cdddd699a53cbdaf9dc1a07baded64d19bc580b
beans,beans_train/train/bean_rust/bean_rust_train.315.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2232ccd50aba0cbe538531862e783dd788ea88eb1c0b905826268785a3fcd1e7.jpg,2232ccd50aba0cbe538531862e783dd788ea88eb1c0b905826268785a3fcd1e7
beans,beans_train/train/bean_rust/bean_rust_train.317.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f3b8fd626b4a218aec910d0da66e9a4495add66fa6d9544f710d85c82d14d110.jpg,f3b8fd626b4a218aec910d0da66e9a4495add66fa6d9544f710d85c82d14d110
beans,beans_train/train/bean_rust/bean_rust_train.318.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f0d68c3e8fffcb70e5508722a73996d64b82ad4d35b406b2a5f87c810aaabc2e.jpg,f0d68c3e8fffcb70e5508722a73996d64b82ad4d35b406b2a5f87c810aaabc2e
beans,beans_train/train/bean_rust/bean_rust_train.321.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f700b234ea1b4882e432236041d5a5ee5ca1ed2ae12ebf165d0a6fc62618e451.jpg,f700b234ea1b4882e432236041d5a5ee5ca1ed2ae12ebf165d0a6fc62618e451
beans,beans_train/train/bean_rust/bean_rust_train.323.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/bc67f02866497a4ae5547a4e7e466bba0ca5007c79bc509422fbdfdc7da3c02b.jpg,bc67f02866497a4ae5547a4e7e466bba0ca5007c79bc509422fbdfdc7da3c02b
beans,beans_train/train/bean_rust/bean_rust_train.324.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/7ef3524d4cdcc878e6c5bcb5436c80f6a61cd564c066f4a4e532cec39036782f.jpg,7ef3524d4cdcc878e6c5bcb5436c80f6a61cd564c066f4a4e532cec39036782f
beans,beans_train/train/bean_rust/bean_rust_train.326.jpg,NOT_LEMON_LEAF,train,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/65a9239fcad63352a84326b60056763645b913d2f03632e1e186975a8c63e849.jpg,65a9239fcad63352a84326b60056763645b913d2f03632e1e186975a8c63e849
