source_group_id,class,group_size,new_split,group_reason
source_3b4b0ecec65b89dd0c5bb8945f454d00ce1887d9a360027001556a3d74721e5d,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_3b6c73b6be53b6be91f9d290c878a36e8b8b0b0178d2748bc2e771ddd8cee625,Citrus canker,1,train,singleton_no_enforced_relationship
source_3bb43899b3e7668bef785b41a7530d8c01e4d9b7e2f65a9d77c961a9d81fd9d5,Greening,1,train,singleton_no_enforced_relationship
source_3bb48140701b3f972c62757653fb0e1159b37f9659473f185168b3bed4c0d56e,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_3bd407cd1d5747ca484242c24afff8bf770d428045d12641c79e4ced1181448e,Healthy leaf,1,train,singleton_no_enforced_relationship
source_3c055a5ae6d16c5d5f39299504a5044136e4fecae14a52c7bc98f81ea61489b7,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_3c07fe510e72fe8038f826d3230880d2ad37e549e55c2855600033ac6280d9a1,Black spot,1,train,singleton_no_enforced_relationship
source_3c0e4cec98d4aea95ad9cd28def3c422343e1ec36b67b03980ab7b4b4a20acbb,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_3c1c80054c1ef842f0f9d58e614ba20a796fd3b8c2d404620945b6d0458a2dca,Greening,1,train,singleton_no_enforced_relationship
source_3c52ff0ad9bde154d2b94791a554355856849f3687b883591e17e1c6dd43b7e7,Greening,1,train,singleton_no_enforced_relationship
source_3c84cb4ad041ca5b611163adc328f8691db3d0fc07cb2cda2fcaf046997fac12,Greening,1,train,singleton_no_enforced_relationship
source_3c96366e076ed8a21860b84c8aed8f625db44552e5955a075f6042e2620f5998,Greening,1,train,singleton_no_enforced_relationship
source_3d20923c569ddb2bc4c5b7b508a02e5b0348ad5af215f03ad91b141a27d0e4ec,Black spot,1,train,singleton_no_enforced_relationship
source_3d24204a1e367f4077905e160c1030b6bff1e977914eba22775aa9ed95ada535,Citrus pest,1,val,singleton_no_enforced_relationship
source_3d29659f5fbcae0cbb9515687f8490e8a6ccc789814e357d1d9efd9019ca63eb,Citrus canker,1,test,singleton_no_enforced_relationship
source_3d345ecfe25326407a0037c07246ef5de5e51fa32d0f0b168b1015add7e5bb78,Citrus pest,1,train,singleton_no_enforced_relationship
source_3d36d46f01b7535e6486c1dc79b17e10a0c5b723831c508539b3b04e39a2db92,Citrus canker,1,train,singleton_no_enforced_relationship
source_3db19d4aed4a0a794933d4cf21c774a0f5aeab4558fddf4cdd96bd7b5d75cb56,Citrus pest,1,train,singleton_no_enforced_relationship
source_3dbcd67c6135e9a387c87f48a22719bd072d20d8ca015138d5484a024bcbe70f,Citrus canker,1,train,singleton_no_enforced_relationship
source_3e6de14ee7dcfbe6e9adf1589fcb9e34c15d0b11dcb93b6be72b520dd00f7a9e,Black spot,1,train,singleton_no_enforced_relationship
source_3e839d13cf7b17d306b58821f95b42216fe293c8de36cb4db874d52832b15fd6,Greening,1,train,singleton_no_enforced_relationship
source_3ead4ac325b37e9dae91827d616f0347b76e22f60cb3c83ccaf961778b878a70,Healthy leaf,1,train,singleton_no_enforced_relationship
source_3eb2440b3731a72b246e096d102e2e9cba878d6dfcc418b11b6a7aba9cebcc2e,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_3ec5803b669d7f3e5b691ed1edbc12a2d54c1f177fa8cf3ac01871129b74c0be,Healthy leaf,1,train,singleton_no_enforced_relationship
source_3ee2c9198cba72cd401628a63571488b83267427d4538ec34c1d108ffde11730,Citrus canker,1,train,singleton_no_enforced_relationship
source_3f25016845af38ada545471af4443dd2532ab44d8d8d8305ca0a50b8f7d5e67a,Citrus pest,1,val,singleton_no_enforced_relationship
source_3f694b1a0f6815ae9b6d8c7c4c210f511fabf63e8538de0fb4439ab93d4ecf26,Citrus pest,1,train,singleton_no_enforced_relationship
source_3fdaefef787dac7d6735021dc89e73a7ea62a798d5789cdf61ef3d11622081ed,Black spot,1,test,singleton_no_enforced_relationship
source_3feeab8c3248bfbf0c19716570946c190781fd0938dcbfac9006b263f3ecaa52,Citrus canker,1,val,singleton_no_enforced_relationship
source_3fff2b115a7f253bd569838300149ba83c36c4b20d063cf09a46eb9c66892fc1,Citrus pest,1,train,singleton_no_enforced_relationship
source_400201e388a7c561dd89678b9506b6bfc31276331aaed350b39a0cdcd6329fa4,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_4016441ece16ba9f479001f2a84a9c3184aa8a66ff3a23608d05c029e1cb1dd8,Citrus pest,1,train,singleton_no_enforced_relationship
source_4038392437972ff3603852effb3962d36f82a388ddcd6a62a768268a5dc57143,Healthy leaf,1,train,singleton_no_enforced_relationship
source_403a0054994ae870ec1601fd175f771d3e65c904941ec92dede22277bdba51d6,Citrus canker,1,train,singleton_no_enforced_relationship
source_4046b1e2a9679a1dc12790536f6bcb748075add358ef51110cf038300d7a34e5,Citrus pest,1,train,singleton_no_enforced_relationship
source_4053db46949e6f6656133efc3c4339fcd570f79eecfab222a4fb58f57c43af8b,Citrus canker,1,train,singleton_no_enforced_relationship
source_4067fb0040230e833e51bf8b05f366778473ae5f9ccdc25071895e7a58c11f60,Citrus pest,1,val,singleton_no_enforced_relationship
source_406c8d2d8a8234c8c8dd52646f0a3617a0eed45efd3d2c70ff417c12c383bc0c,Citrus canker,1,train,singleton_no_enforced_relationship
source_40f56a73d048d6ac604859228bc66c9bc92994334bed13a1123c1a861f6affc9,Citrus pest,1,train,singleton_no_enforced_relationship
source_41149ea1c54b0e4cc0c06f4c19433d44fdf0aa5c28b12b72e3c8b26a41be45ec,Citrus canker,1,train,singleton_no_enforced_relationship
source_41152052ae8c4af86adb2cda2771861ac1f3c5ea071a7121cc93b83233b297c4,Black spot,1,train,singleton_no_enforced_relationship
source_4134fabdad749ed526e572a1948adc0d320e852ce0cc33edd41fe471dcbc4a84,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_415337845b1eb34bcb00dcf1d53cd2c51edf900bc45a183ac43d2dafbb23e7b0,Greening,1,train,singleton_no_enforced_relationship
source_416c141646d0675796872a641648a57bce386183251b0ffaee87210c9dde7f7d,Citrus pest,1,train,singleton_no_enforced_relationship
source_41a343b46a3b7ec5832c704e8bc45c8d7562cbc97f529fc6399b735193207a06,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_41be77d1561451e53d692e94d45439d237ab0288f9471dbe6c091bccdd082549,Citrus pest,1,train,singleton_no_enforced_relationship
source_41c9012eccaef5098e97f6a40f5a36eaee6424f656de0feaa5f66d96c89518ed,Healthy leaf,1,train,singleton_no_enforced_relationship
source_41db1d00a1d451aaa2c46e5a9ba1a1de0b475d6150b07a87830a7a6a6c68e983,Citrus pest,1,val,singleton_no_enforced_relationship
source_42190e722b5827c04fc03a100d33eea051361dc2907060c46dfb2a96a104c0df,Citrus canker,1,train,singleton_no_enforced_relationship
source_421d326fbd03e4b595e4fb5e63c0d7c0e509b18918f61b6ea4c1c8b0221667fd,Citrus canker,1,train,singleton_no_enforced_relationship
source_4221e58eceeaf34b346d2232153809843a4b966d569b0b2bb95605cfcc3cb43d,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_422c09eda58ab62657ce327d77e164a1f8a7285eedf22792f8555cc81a7d5170,Greening,1,val,singleton_no_enforced_relationship
source_4234cadfc1eafafdb4a66290cc11e235988aedb612501ea3b54e58d1f57b3e58,Greening,1,train,singleton_no_enforced_relationship
source_423d371cdfbffc3eefde936d8cd64599ee81666b3d19129d8ac535bcee9d986f,Citrus canker,1,test,singleton_no_enforced_relationship
source_427df0efa965df7e29ece09f679afb471f6f64783ebf35f174868919e884f3c4,Healthy leaf,1,train,singleton_no_enforced_relationship
source_428ff72daae40837bc752b4915ca930c02149ba928412b8e3fe51d8c695d3670,Citrus canker,1,val,singleton_no_enforced_relationship
source_42b027b4e5742c6ed2dcee0be53d75d3fa3ccbabe692b5a6eedb362600db1561,Healthy leaf,1,test,singleton_no_enforced_relationship
source_42b138414b8aefe003cae0df9a15afc03eb2aa294f964e47cc56ad39f4d0eea2,Greening,1,train,singleton_no_enforced_relationship
source_42b858beb49ccb86d3d83369621ca5173df582905cc084f8f56adbbeba34a8f7,Healthy leaf,1,test,singleton_no_enforced_relationship
source_42c1abe3ce5fa721c7380f11ad1a681164f0e089f7d843e8be33359e9b918046,Healthy leaf,1,train,singleton_no_enforced_relationship
source_42cf794f2d82fe4302d9b29c577fa7b08c1d1df051783a409e390e7eeedeae43,Healthy leaf,1,train,singleton_no_enforced_relationship
source_42d08eb57fadd42bd6be8e2761292bd670e49f264c454368ea1f5747c274bf60,Greening,1,test,singleton_no_enforced_relationship
source_42f6870efe395878ccea1af93a3e9581fed9b7dc421ff162073617d23475ec51,Citrus canker,1,train,singleton_no_enforced_relationship
source_430a0444a95451a2ca4fa31f376a82d4947da708106fe064da8bb10f87bfd409,Black spot,1,val,singleton_no_enforced_relationship
source_4315ceff3d47df6c9d40a2ce1458352f4a4257ddfec6ba520c517cba35347e54,Citrus pest,1,val,singleton_no_enforced_relationship
source_432263eb2d0d9ea3b78a470f4725a665846062ac1ede35cacf18d1431333c1d2,Citrus pest,1,train,singleton_no_enforced_relationship
source_4322dce28a7f09d4dd2631e85fd5f758ce0674fa5349804253da70ad3908218a,Greening,1,train,singleton_no_enforced_relationship
source_435c2e6052820cd92c833d51d79e15a1b6ed159898af8496e76fd7165c55d487,Black spot,1,train,singleton_no_enforced_relationship
source_4389c33325463f691addd586151ea46e033fca601bdf4d8f551dc97366b36131,Greening,1,train,singleton_no_enforced_relationship
source_43a8d9d20d5eb12c19b9b50b9bb3e006e7eca2829e4ed35d81c65c3545091dfd,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_43b6ae40dde95f0e91eae713be5676d4535d548d7be357055314a74260d1f412,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_43fb776567d0985fb6bf3ee6584aa6a1d78faa3744a4bb3710245ad5425b2ba3,Black spot,1,val,singleton_no_enforced_relationship
source_444d222639ab42ed514d6ecf6780ef995124cf22c030bcf47ce4a96c57ed4a5f,Citrus canker,1,train,singleton_no_enforced_relationship
source_449904ff3ef5d25e1d8e56e3eb6fe3f01f305592360b1bfc9c0db8c38ebbbfcb,Healthy leaf,1,train,singleton_no_enforced_relationship
source_44a9b3900229ab5755be1b85d59bc3a39c04493ef48ea1d92c6dc6c7e1f11088,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_44c329b4abc91d2647f97843b5ed05d6ab53ab32bfcc90e978e7ce115308c6f4,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_44d23fdbcfa484485bc1fd56589e78c8922cfb8183a0df55ac72cf2263ae4a38,Citrus canker,1,train,singleton_no_enforced_relationship
source_44f6c9b520c676eb09943adc108ad9c13bebfdaf23203bc31e8c3193c556a102,Greening,1,train,singleton_no_enforced_relationship
source_44fcdf9b6fdfb208deb0fef81913241318c97b21ac7f08bb7e4bc7dcc3dc1b48,Citrus canker,1,train,singleton_no_enforced_relationship
source_4502e50ba46747af247e173012ec1a363b183fc6cfc9dc09e379543e4724d7b8,Healthy leaf,1,train,singleton_no_enforced_relationship
source_453a87bf94c53d566dedcad3541e5a1ea49e05675a8d11b689996e8073569977,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_453bda542e8a8a5364297b23719f2fb5b9672c49d0e0f836e5e769d32149a763,Black spot,1,train,singleton_no_enforced_relationship
source_4544c6f0e992ba1eced2b0417ea6292bb02c5b6b62e31efdebcc844dbefde213,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_455983e601cf8153dbd1d3d12e9a82ac457ccd6789fdaf4ec7bda5b1b822674e,Citrus canker,1,test,singleton_no_enforced_relationship
source_4589451862509082668363a9f1fdc44b248b6bfdf42b2bbcdf0fb9c77cd8d908,Citrus canker,1,test,singleton_no_enforced_relationship
source_4594e158f03a529e42f6c8b42d3cb770446dd37433c576b4ca06b88e5e234b35,Citrus canker,1,test,singleton_no_enforced_relationship
source_459d73b9dbb9384ef946d28f60b6adc56776e902eaed43f9cc0f98e1f8513810,Greening,1,train,singleton_no_enforced_relationship
source_45a7f4ca645b369e3b93afdee5944465e51811b3c2a226134ffefa795b2aac4e,Black spot,1,test,singleton_no_enforced_relationship
source_45f3128dcb5aba4e8d1835cd97c7aff59e5b918d7e8934e41bffe6629fc31c13,Greening,1,train,singleton_no_enforced_relationship
source_4654b8db76b947f20fd3f64fa38ab198eb5b8b340e2aade97273dfef77db1489,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_469fd40571bb90c0964ac72a7688cf4aa72ec90335fca39bceaff379de2f71f6,Citrus pest,1,train,singleton_no_enforced_relationship
source_46ae1ea2e1980d00f78c006924905651a0bc79cdb6a28418fa7b9d14bb725636,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_46c9c165b2c14628fccd694c1f25a2e9117254ec93b04a1b4c06aedfa2f34346,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_46dc7a157b2fb168d03f12ee17e2c4162bc86dea874ac295a0b68edd059ed648,Greening,1,train,singleton_no_enforced_relationship
source_46fc6f7684a637e0ef8e5f265b3bf4fe83e9d2f5c15f40908d5636474fa1df34,Citrus pest,1,test,singleton_no_enforced_relationship
source_47435be40cfcee65c83cc4c480fe6b1e4cae9602273e105cf1e04a5eba6ac9ce,Greening,1,train,singleton_no_enforced_relationship
source_47744380170f867f8fe18d1929ae1e30b2f89d310ab816b4d942dac450009616,Greening,1,train,singleton_no_enforced_relationship
source_477d090b08aed05a10fab021612b73d37b55f12f3407a88ac3c10bd06e5ad98f,Citrus pest,1,train,singleton_no_enforced_relationship
source_47a7f2bd7bf66c63e6ca697d6a16ae5f654782c207bc3bd50ca8520b4f964740,Citrus pest,1,test,singleton_no_enforced_relationship
source_47b34a2036b443ebf3a78439d4290496193989b49fbd21b8e0784084800d325a,Black spot,1,test,singleton_no_enforced_relationship
source_47d68ec07ad1b0bd6eaf1566fc9264c1b896dc07daa69fbed82dff911a983f85,Healthy leaf,1,test,singleton_no_enforced_relationship
source_47f1c5f9e693ae58b7f8dd696be5efa4518557df802d0ef013dd2f7dd7a2d2ee,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_47f880f2ed9798f0eeed1192f65b4b7aa60532dd0f53b8317d8ec604015d0211,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_480472f95ecea4798de5ebee6c2eccb02cc2a1fd70c1a22f7427481560e800fc,Healthy leaf,1,train,singleton_no_enforced_relationship
source_4806a51d6c1c9544d3829e23c21a7a3d9af32d5bfa0403f406585bac0d892295,Greening,1,train,singleton_no_enforced_relationship
source_4816a486a9485d83318469a2f4cb4083c1b9d9b9177ed54891b9fd01e0a2f8f9,Citrus canker,1,train,singleton_no_enforced_relationship
source_4844617351e34d302f04c14bbc2c9230bc5f663195ebb8362e2757d5918db820,Healthy leaf,1,train,singleton_no_enforced_relationship
source_4858c57a6527ae0e6e79eb2835d06817b0ef9adff0da7ad582c4a5d9d0361a31,Healthy leaf,1,train,singleton_no_enforced_relationship
source_487557cfc77a3154b9506916101f46c89c24711cb48af54e64165ba326f1a485,Black spot,1,train,singleton_no_enforced_relationship
source_48a927d3d341667b36529dbd9706664f736413d6ca93f901ee12c77a630abf86,Citrus canker,1,train,singleton_no_enforced_relationship
source_48a954f329b9ac0fd601041a071743692310837d3e860f99c85e1a8ffdeadfd6,Citrus canker,1,train,singleton_no_enforced_relationship
source_48e86ecc73c54fddab3e054b27eb89bede688f5f8bc7c8d10996d437bcf45de4,Citrus canker,1,train,singleton_no_enforced_relationship
source_48f37cf37993469a6d9af29413cebd8ba64b21d5784a7e6b96324edcdae94616,Citrus pest,1,train,singleton_no_enforced_relationship
source_4909f13c2a3693a2d7be3885ac2fdddcdafa1cce2f37acd3e45e2c5701ddb1d0,Healthy leaf,1,val,singleton_no_enforced_relationship
source_491df2b495c7ebe10d161644c49dd11b639574555215c272a83b1803c6fc393b,Citrus canker,1,test,singleton_no_enforced_relationship
source_492cbb95749fe7237fc5e49285b48e2fd6dc6b3f04978fb444ab9410f2b0c57d,Greening,1,train,singleton_no_enforced_relationship
source_4957b35aa493f6b8703b234c02a52193f0018afcfc00cfefec10ae071efa283d,Citrus pest,1,train,singleton_no_enforced_relationship
source_499024f350cba5fee1498af0da3ed6d9969436f5a4c2ec4eac54fbd3e90ad7c0,Black spot,1,val,singleton_no_enforced_relationship
source_49b9612782711c271f58d9de2115c7bca4537f24fc698026490addc24b455b02,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_49c5cc6accd8695d94e79fcbcf09cfeec23d02a1345891fdf60ce1d444283817,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_49e45d4dd9a131e57066bed7580686c58bbc258555d7f7026ac3d454fbc7b68f,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_49f4babc385b68d78ac2f89be93bd96653e5120e4eecb5ab376a70691259efec,Citrus canker,1,train,singleton_no_enforced_relationship
source_49f606babdbd2e8b7e351f36bfd5267a5351033f15db80c34f3910c3993dcf7a,Black spot,1,val,singleton_no_enforced_relationship
source_4a814a35bec0f13dba32ac78cd6043140e828afabebaadf0e66f1f0a32e54d84,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_4a8de1d428f4bfa176bdead0a9225f324617ad5f7110af191fde5d292051ec90,Citrus pest,1,train,singleton_no_enforced_relationship
source_4a9ab128d4a544a618ebaf1ef1092c4d7d27d868baedc2ed27325f528a660ed8,Black spot,1,test,singleton_no_enforced_relationship
source_4a9e6e330f2b434fa2fcf2fb818754b50377f290575741a6dc8c1439244ae5d8,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_4aa6283c7b7bd724b478f3d949a832ff587bf7bd992e43f86523d7aaf82ada69,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_4ac550386cdda6d89fcc363cf4fd4e4f00a6e54722228c0b58b96ab4e83312db,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_4ac8fc8e62ced080e5ebe21ea2a1cce9c816630df3554a22b0dd0c89786ec9bc,Black spot,1,train,singleton_no_enforced_relationship
source_4ae66f6649bc6186e275f5cbc6d2b74a48cae2c5b938976c2e21144b6221dfd3,Citrus pest,1,test,singleton_no_enforced_relationship
source_4b912ce67b61ce472d88de6a99828289a0bb255d6257525039813392e691d93e,Black spot,1,train,singleton_no_enforced_relationship
source_4b9694db0c72e3ce886d70499a1012d1d64507e3a5ee78db793607fb147f0cc4,Citrus canker,1,train,singleton_no_enforced_relationship
source_4b97c213bb41372e01922b8ad43488168381b630471ac3c704d701868bd9a517,Healthy leaf,1,train,singleton_no_enforced_relationship
source_4bc419e86b720222d239a4ca15b05db8d5c780e61d9a89aa31c3b6b41e414d55,Black spot,1,train,singleton_no_enforced_relationship
source_4bdc2d5efab18dc0f15df917ce83e9a1349e03e239c17237176b36b3ebf28697,Citrus canker,1,train,singleton_no_enforced_relationship
source_4c3f601a1558b57af2af5179d41420addb3a6b37b6295320c57460369592f55a,Greening,1,train,singleton_no_enforced_relationship
source_4c4c517d9e88504f1d9764ea8b22307c209dab54f3c23be02656b2dd1f3aaff0,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_4c5d5dff41969de863c54860d522e473a9f9c961ab76920f1052f963eb6347a0,Greening,1,train,singleton_no_enforced_relationship
source_4c6f3f2105cf1fcec51bdc8c329f5a5e7f524026f66d9a37fd9533fa196ceaf2,Greening,1,test,singleton_no_enforced_relationship
source_4c81c4f02d43032002d58eb1fe4b3c48564a4247489629ae0d91ff8804914672,Greening,1,train,singleton_no_enforced_relationship
source_4c8c3c12dca4cc6292a88454b3845f0f17c6f9242b0177501adc3530b132491f,Black spot,1,val,singleton_no_enforced_relationship
source_4c9a05d3416ea2a99f5b30437655c4e650f7b7c54c87d3958bafbe2a8baa99b8,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_4cbf37b282c62cdbfba957e0f641e8e4f2410c7024037d604879a88d24f8f8e8,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_4cd6e839ce25fc3c5ab922b3b4ed768a147051c342c300ac585736d307d1e273,Healthy leaf,1,train,singleton_no_enforced_relationship
source_4cf47168dadb76c7e12909e21402a969bf3f234db7b238d6ceb341257c73a4ed,Black spot,1,train,singleton_no_enforced_relationship
source_4d00c92b0d70c9a846534d1defbfeea268da52b770c04b65eea1406e3eece365,Citrus pest,1,val,singleton_no_enforced_relationship
source_4d0c58395f6774b72df5a04aa196936e56e4ddd9447679eef6dad8f4704c07b3,Greening,1,train,singleton_no_enforced_relationship
source_4d137a76f61ce1057eecbd26b924dea1877e71c7b414d70a29c5ddc473bf1d6d,Greening,1,train,singleton_no_enforced_relationship
source_4d53a29d86feefe80986dbb7496b9d40e4966bf8a587d55f47cb6b259322838b,Citrus pest,1,train,singleton_no_enforced_relationship
source_4da2ee61e1fc3b01965bd1fc6a962024242aefae9da5c4e089da10f4f08a27b9,Black spot,1,train,singleton_no_enforced_relationship
source_4dab7552da21210ff7643fc9961c201f74b42f407fd4819116bee6bb93cd2c2c,Citrus canker,1,val,singleton_no_enforced_relationship
source_4e5f90ce767626ca545d79352a3d3dd4e84906116a2c8808961e204659716317,Citrus pest,1,train,singleton_no_enforced_relationship
source_4e6cf756bd989fe0be001d77812756f0ff15f449edd75c14a6603a65633137fa,Citrus pest,1,train,singleton_no_enforced_relationship
source_4e77746439447649fdd19e5cdfe0e4949da5170538ec81b310ccfba0e658a733,Greening,1,train,singleton_no_enforced_relationship
source_4e8dd4fc9fb9fb8872b90bc0246a2f81d7a1943b93706f53928e97644520b125,Citrus pest,1,train,singleton_no_enforced_relationship
source_4ecd308525d7d47ba118372bbba248c0282f3262d589fc56c26d593faa6fd423,Black spot,1,val,singleton_no_enforced_relationship
source_4edeb67a1780d28b69caa3fb613a7786c1b05694a2602e9ba05f071ac44d5d1f,Greening,1,test,singleton_no_enforced_relationship
source_4efbee02d4d26073d144cdc387c1a2cb576fca6650a072521e62140c8bebecd2,Black spot,1,test,singleton_no_enforced_relationship
source_4f109bbc0edbf5365fb43d0bd97964b21115af06e2d349138d5a5341e3d95d4a,Greening,1,test,singleton_no_enforced_relationship
source_4f1e4dc8199d9ea602708df54968ea7f3671a84209e0adcee90ca76be587b3ea,Greening,1,train,singleton_no_enforced_relationship
source_4f28e4164c22eaf944669958593bdd203459d97b8e1c93cedfb67e4ba9e1ccd9,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_4f2bf784b2e477aced59005953a2d87a041eba8309b26dbdb5e8f62e220cf7cf,Greening,1,val,singleton_no_enforced_relationship
source_4f541416aec94e4bef9faefe68d0bfeba09450536b935e9e44eb968a479c8c32,Greening,1,train,singleton_no_enforced_relationship
source_4f8e16303a41b987105fa983d6d3c63dae19f3fa2b493c1bbf28767efc473602,Black spot,1,val,singleton_no_enforced_relationship
source_505a97355092b9cd72b82f71704fc78ca96c03c25650c9a7660b5717624b03d1,Citrus pest,1,train,singleton_no_enforced_relationship
source_506270cd81fede0001c8e4389785b8a57201e08513739323ea38cf26cedbcfd0,Citrus canker,1,val,singleton_no_enforced_relationship
source_50752a2bb259cd43d9acd101547d0bfe49edb37fee7be0b7219affd155d77fbe,Citrus canker,1,test,singleton_no_enforced_relationship
source_5096d2103a9a1e39545cdb09251dcaf2c2231117af2310419e68cefa2d247246,Black spot,1,val,singleton_no_enforced_relationship
source_50b4dbd014711b81c8d7f3f739e434ff49ba49e8f603f03674e1db8e610326b4,Healthy leaf,1,val,singleton_no_enforced_relationship
source_50ee56e8d2b89fd21bdb9800a8d370bace50fe653eddc10d18cdeb1768045499,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_51260156b1861801420ba2494b2aef370edf0877780e34f5f95471dd53fd6d44,Greening,1,train,singleton_no_enforced_relationship
source_5188b7c8b2cd264222ca0325c12144e3b0182595ad0818500f8d76f4c5b2d598,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_518c0113928ec917626c00ca146ca9e4ff33b378ea047edcd71b478c8a588d5a,Black spot,1,train,singleton_no_enforced_relationship
source_51a926dbd3cb88e0ba2f7e6b79bcfce96a20bddf9fe4cabb5e861b233a4d84ad,Citrus canker,1,train,singleton_no_enforced_relationship
source_51b18c1b75743d067c55ee2b3fe9e107484643430cc25712395796a9d6cb24f3,Citrus pest,1,train,singleton_no_enforced_relationship
source_51d0078b525d34e446008a4d514999a3bc8d3121750560315964864c5f0f2827,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_51d757c0dc71a04542b437c891c36142df08ae335b139bed7a467aa73e25a5ef,Greening,1,val,singleton_no_enforced_relationship
source_523a3e3a000a3912f326925bec76bc5e3abf37534a06886b984b53d538492e51,Citrus canker,1,train,singleton_no_enforced_relationship
source_524111b5d942efadc7bdba847754770a24fe3c3f378f59ca4d2fa9b55cf788b3,Black spot,1,train,singleton_no_enforced_relationship
source_52515dcdddcced281143c9f4b481b6dd26112c0239a6cef47b453016216e7271,Greening,1,test,singleton_no_enforced_relationship
source_5266b79c3509f2f640f3093cc4af5e73aa78079d5acc36d2e240c587eda500f5,Healthy leaf,1,train,singleton_no_enforced_relationship
source_527ee5d15cc86a6fdd31857f99069d5b3dedac62fb5c911a15374b8c62afdd7e,Citrus canker,1,train,singleton_no_enforced_relationship
source_529209cfe314f340bd5f160a4b0b5a08b6182b81d22806a99f237f23a6954a94,Healthy leaf,1,train,singleton_no_enforced_relationship
source_52a4f8b86b734a5288e985485b2645a6f7b3e97c94ed47e5d2e31258848e71a6,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_52c43878ebf00ea3593d8b2dd9dfde81c2e9a18886a8a3aa393d64bdfc7005d4,Greening,1,train,singleton_no_enforced_relationship
source_52c88ee5cac8c506dbe080cf347d21a3fab3b35c35ceedbb8e46d4d227ec154d,Citrus canker,1,val,singleton_no_enforced_relationship
source_53162ca9a088470ae316ca4a6295821beffa7b1bedea8e7205de444aa346d78c,Citrus pest,1,test,singleton_no_enforced_relationship
source_536b123a74c937a32e282c4aef3e2a6ce461e5fe2a9f0466e02b519a8b11caef,Healthy leaf,1,train,singleton_no_enforced_relationship
source_538fdff3f8bd8ee97a0ae44bae8e1fb806de3a9ad19a6a7e9db7730d8af38e9c,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_53a083fa2165451a32109781eff8d5a64af51573823731deada6a242045cc5f4,Citrus pest,1,train,singleton_no_enforced_relationship
source_53a943aa0afe463a61278585dcf3dcd88b0c132c779e6e482deb121838324cae,Healthy leaf,1,train,singleton_no_enforced_relationship
source_53a97243df9d891a485e2fe7884d5afbd75acdfdb284ea25c86a586fe39cffc5,Healthy leaf,1,test,singleton_no_enforced_relationship
source_53b6b4a2bf3fca0ad57400500247a24b0dcc9ae8682a1a2ed51a4ee80ece1765,Healthy leaf,1,train,singleton_no_enforced_relationship
source_53be65c3723acb6adfc8f15be5c51f3f0b70b201c5847e4f503d6511361082bb,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_53fbc227e722e56f4b9399938564a4d7b46b6d69104d8d04beac9bb1adc491d6,Greening,1,train,singleton_no_enforced_relationship
source_5409c708f173d1daa975289ca5f94566386ab452a0717bcccd712f6966bfdf1e,Citrus canker,1,val,singleton_no_enforced_relationship
source_5424434e4be7d3f65c9f0f91655d298df3ac626c95735b5e50b7ac7823de94e3,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_543f1fe55b8511277e991a6283d24f389b527da08ba9e86a411a6d2df8e4d733,Citrus pest,1,val,singleton_no_enforced_relationship
source_5453dbf8f153052b864757db9470071071908417942c93eef8082312fb442c3e,Healthy leaf,1,train,singleton_no_enforced_relationship
source_547cdaef235715c787c3ad4c692b64e183ca95697ca4093fc0a76f81fa258015,Citrus pest,1,train,singleton_no_enforced_relationship
