filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap,saved_decision,new_split_a,new_split_b
dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (300).JPG,audit_near_candidate,True,False,5.0,5,3ce5c396cc1a8c39,3c65c336cc19ce98,10,0.0288430601358413,0.9694010416666666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (2).JPG,Healthy leaf,test,4b49ac1adaf783b534f721918c246dbc47b500d52e72121dee40b69bb332db67,2025_11_21_IMG (300).JPG,Healthy leaf,train,c25a3995c945f94b5e1d21c1a4b2c27f014d45cab4d6847eec49e4de272744de,True,train-test,Healthy leaf,True,298.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,audit_near_candidate,True,False,5.0,5,31d19369cb0dcd1c,31d99379cb21cd18,6,0.0236210022121667,0.9584147135416666,C,probable near duplicate,requires human verification,2025_11_21_IMG (254).JPG,Healthy leaf,test,3b1bbe09bbe445b0f3e2452939c7e952a00a1929ae9997cecab53a536682f787,2025_11_21_IMG (251).JPG,Healthy leaf,val,5ea4e56804e64ca4691dca4f2508c2069c6990a6d7bc9c7215128fe2b064dbfd,True,val-test,Healthy leaf,True,3.0,,train,test
dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,audit_near_candidate,True,False,3.0,3,31d99369cb29cd18,31d99379cb21cd18,2,0.0237301494926214,0.94677734375,C,probable near duplicate,requires human verification,2025_11_21_IMG (256).JPG,Healthy leaf,test,c54caabd780fa0e39df9cf2719738aaeb7cfd6b09f8a669ba51eca661cbb96b3,2025_11_21_IMG (251).JPG,Healthy leaf,val,5ea4e56804e64ca4691dca4f2508c2069c6990a6d7bc9c7215128fe2b064dbfd,True,val-test,Healthy leaf,True,5.0,,train,test
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,audit_near_candidate,True,False,4.0,4,31d99369cb29cd18,35d19369cb29cd18,2,0.0164317805320024,0.9641927083333334,C,probable near duplicate,requires human verification,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,2025_11_21_IMG (252).JPG,Healthy leaf,train,c82a0e5c492fd3af73c4c9fa7ea7bd1908d19e49d44d9593f8665f19bf2c6cb0,True,train-test,Healthy leaf,True,6.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,audit_near_candidate,True,False,6.0,6,31d99369cb29cd18,31d19349cb2dcd1c,4,0.0176304634660482,0.9707845052083334,C,probable near duplicate,requires human verification,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,2025_11_21_IMG (255).JPG,Healthy leaf,train,7d8320aa3a1275949bbd0114adb3cb7ab6b964760062f3cab4d39d387209b06c,True,train-test,Healthy leaf,True,3.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,audit_near_candidate,True,False,2.0,2,31d99369cb29cd18,31d99379cb21cd18,2,0.0190356280654668,0.9624837239583334,C,probable near duplicate,requires human verification,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,2025_11_21_IMG (251).JPG,Healthy leaf,val,5ea4e56804e64ca4691dca4f2508c2069c6990a6d7bc9c7215128fe2b064dbfd,True,val-test,Healthy leaf,True,7.0,,val,test
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,audit_near_candidate,True,False,5.0,5,31d99369cb29cd18,31d19369cb0dcd1c,4,0.01639667712152,0.9768880208333334,C,probable near duplicate,requires human verification,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,2025_11_21_IMG (253).JPG,Healthy leaf,val,9e922534eb2c946446440c694db7928c1a50379edc9600fc91d502dce03cef84,True,val-test,Healthy leaf,True,5.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,31d99369cb29cd18,31d99369cb29cd18,0,0.0095029743388295,0.9689127604166666,C,probable near duplicate,requires human verification,2025_11_21_IMG (258).JPG,Healthy leaf,test,15193e7e5237424415b64345aeba6d17c896674e1683ea99a650922651501519,2025_11_21_IMG (257).JPG,Healthy leaf,val,559fb5b9d0befd64f7a20533803d03b5cd81150dd1d69c51e02f32325ea82e7f,True,val-test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,3c98d2f9c341cb45,3c98d2d9cb49cb44,4,0.0235641971230506,0.9490559895833334,C,probable near duplicate,requires human verification,2025_11_21_IMG (264).JPG,Healthy leaf,test,7dc50afaebfac31bd4f302f44a1bba42c80f2c9d98999e5ec42bf5842100f7f7,2025_11_21_IMG (265).JPG,Healthy leaf,train,1db96eab7012622ecf9d02715cc7839a84d04c38aecd9faec30b7002170f19d8,True,train-test,Healthy leaf,True,1.0,,train,val
dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (269).JPG,audit_near_candidate,True,False,6.0,6,34e4d3d6cb888bc2,24c7d2cec38c8bcc,12,0.031275849789381,0.9613444010416666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (266).JPG,Healthy leaf,test,a1415871c8390fc4c08074a0ff161323637c9eb9ed089afe488dd2547d115878,2025_11_21_IMG (269).JPG,Healthy leaf,train,6f453ab9491d312a0e875b5cb8478f1c102b61f62d205d25ba2c84fdf28a8c5c,True,train-test,Healthy leaf,True,3.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (285).JPG,audit_near_candidate,True,False,6.0,6,34e4d3d6cb888bc2,34e5d2e6c38e8386,10,0.0373286195099353,0.838134765625,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (266).JPG,Healthy leaf,test,a1415871c8390fc4c08074a0ff161323637c9eb9ed089afe488dd2547d115878,2025_11_21_IMG (285).JPG,Healthy leaf,train,de1f23f8b80e3bc8ae974a91c8d9a91ea7eee0c9434f21cc5976fcedcc2fc58f,True,train-test,Healthy leaf,True,19.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,34e4d3d6cb888bc2,34c4d3decb888bc2,2,0.0079557923600077,0.9768880208333334,C,probable near duplicate,requires human verification,2025_11_21_IMG (266).JPG,Healthy leaf,test,a1415871c8390fc4c08074a0ff161323637c9eb9ed089afe488dd2547d115878,2025_11_21_IMG (267).JPG,Healthy leaf,val,a92caefc9e8e5bcf54e4b6de16c793ddd30e9b2827701c010d27b0e515da3527,True,val-test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,filename_neighbor,False,True,,5,34c3d3cccb8c89cc,34c6d3cccb8c89cc,2,0.0242621526122093,0.9673665364583334,C,probable near duplicate,requires human verification,2025_11_21_IMG (273).JPG,Healthy leaf,test,79d63a45fc3841650513ade9fb5f6c5a0cdc644e89f4fb521c22dea603bbd6cf,2025_11_21_IMG (274).JPG,Healthy leaf,test,a8e56a386cf203736ed972ac360d5277a3f15e462f81f00aa611aa3933a99224,False,test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (272).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,34c3d3cccb8c89cc,34c3d3cdcb8c898c,2,0.0205633416771888,0.9547526041666666,C,probable near duplicate,requires human verification,2025_11_21_IMG (273).JPG,Healthy leaf,test,79d63a45fc3841650513ade9fb5f6c5a0cdc644e89f4fb521c22dea603bbd6cf,2025_11_21_IMG (272).JPG,Healthy leaf,train,d216b59f2ccec9ae9f38581518dcb389aae378ac5b35675b96d117d52b839d70,True,train-test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,audit_near_candidate,True,False,5.0,5,34c6d3cccb8c89cc,34c2d3cecb8c89cc,2,0.0200897417962551,0.943115234375,C,probable near duplicate,requires human verification,2025_11_21_IMG (274).JPG,Healthy leaf,test,a8e56a386cf203736ed972ac360d5277a3f15e462f81f00aa611aa3933a99224,2025_11_21_IMG (270).JPG,Healthy leaf,train,9e625cd4ba8b70b7a0d66339f3518e9391e5c8c141f4b385d48e4718b420e172,True,train-test,Healthy leaf,True,4.0,,train,val
dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (297).JPG,audit_near_candidate,True,False,2.0,2,2f96cae9cc629063,2f96cae9cc629063,0,0.0125392535701394,0.9669596354166666,C,probable near duplicate,requires human verification,2025_11_21_IMG (294).JPG,Healthy leaf,test,07ff31e48021fb6edae2b45d9403889a6382d48b83ccaa74a8690c98f946e1c2,2025_11_21_IMG (297).JPG,Healthy leaf,train,db470d62a84d0be171fd8922daeb6a1b4a7e7db26756d73035c7b7e0355d7e50,True,train-test,Healthy leaf,True,3.0,,test,train
dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (298).JPG,audit_near_candidate,True,False,4.0,4,2f96cae9cc629063,2f97cae8cc62b062,4,0.0312308520078659,0.9359537760416666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (294).JPG,Healthy leaf,test,07ff31e48021fb6edae2b45d9403889a6382d48b83ccaa74a8690c98f946e1c2,2025_11_21_IMG (298).JPG,Healthy leaf,train,8210d6e9567ab31f2d8ba5cebe48b2c281cf1f1d62b13f4b91c504c9a2d1ccb0,True,train-test,Healthy leaf,True,4.0,,test,train
dataset/test/Healthy leaf/2025_11_21_IMG (35).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (34).JPG,filename_neighbor,False,True,,9,37e6d1b3c1398720,37e6d9b3c1198720,2,0.0205649379640817,0.9795735677083334,C,probable near duplicate,requires human verification,2025_11_21_IMG (35).JPG,Healthy leaf,test,3795fd3b5f6a6f41eb77ee321fd76c9035ffb5baed29880bdeae952d702e19fe,2025_11_21_IMG (34).JPG,Healthy leaf,train,3ec9a1a0d1416e09f41af442dd5af0b37563903da6f08bb9cea474d444d1873b,True,train-test,Healthy leaf,True,1.0,,train,val
dataset/test/Healthy leaf/2025_11_21_IMG (40).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (41).JPG,filename_neighbor,False,True,,13,3f96c06896709e2b,3592c06cc670bf1b,10,0.049956277012825,0.9175618489583334,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (40).JPG,Healthy leaf,test,9069f2079dc35a124e798901a35c39943b5cca19c806930c3017917f903c58d2,2025_11_21_IMG (41).JPG,Healthy leaf,train,571f1d0c3ace50344970bd8c8518ac40fb44a5f77f46e1f34b69ca619ad29aa0,True,train-test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (61).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (62).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,2ac4c13ed5f10a75,2ac0d12ef5b50a75,6,0.0219589322805404,0.8790690104166666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (61).JPG,Healthy leaf,test,c4315a4c839fb77dc0a5eee05ba299aece94824ca68d0db5c07b0596d34679fc,2025_11_21_IMG (62).JPG,Healthy leaf,train,50c3cebeddc14f679ddd617173dede0af32e9dfa74fe504ab93d4ec475a765fc,True,train-test,Healthy leaf,True,1.0,,train,val
dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (76).JPG,audit_near_candidate,True,False,1.0,1,6ac2953d4a634dd8,6ac2953d4a634dd8,0,0.0127390334382653,0.9278971354166666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (79).JPG,Healthy leaf,test,cdaf67ab85626f5885fb11ed5225d7e97eb925aca5a831d44881581583feee16,2025_11_21_IMG (76).JPG,Healthy leaf,train,5ad6a440c21228e0a8cda8749c60d0317a1a36bb7690fb0ad5bfc48fb56edfa4,True,train-test,Healthy leaf,True,3.0,,test,train
dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (77).JPG,audit_near_candidate,True,False,2.0,2,6ac2953d4a634dd8,6ac2953d48634fd8,2,0.0126774413511157,0.9595540364583334,C,probable near duplicate,requires human verification,2025_11_21_IMG (79).JPG,Healthy leaf,test,cdaf67ab85626f5885fb11ed5225d7e97eb925aca5a831d44881581583feee16,2025_11_21_IMG (77).JPG,Healthy leaf,train,49b2739d65cab0b52cc2e08d73e0ce1c11f4613f092402f26e7ec869fa0f555d,True,train-test,Healthy leaf,True,2.0,,test,train
dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (78).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,6ac2953d4a634dd8,6ac2953d48634fd8,2,0.0077036744914948,0.9705403645833334,C,probable near duplicate,requires human verification,2025_11_21_IMG (79).JPG,Healthy leaf,test,cdaf67ab85626f5885fb11ed5225d7e97eb925aca5a831d44881581583feee16,2025_11_21_IMG (78).JPG,Healthy leaf,train,0b19bd1bdc155f9951e329859505a9cf3cca76f8b4068f8fe94a9d5b534c2672,True,train-test,Healthy leaf,True,1.0,,test,val
dataset/test/Healthy leaf/2025_11_21_IMG (88).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (87).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,69e9d39634c37244,6d69c39634c13366,8,0.0403821356594562,0.7227376302083334,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (88).JPG,Healthy leaf,test,f53ebc9dfcbd3cf710f5d77e37494fddf95ca16c5a397323fdcedd6788f1ac6a,2025_11_21_IMG (87).JPG,Healthy leaf,train,d81e185517f2f93619abe310b4aee354b7ecc94e340630b0c0e62d20fa67c350,True,train-test,Healthy leaf,True,1.0,,val,train
dataset/test/Healthy leaf/2025_11_21_IMG (90).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (89).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,7ac095ad9a34e136,7bc095ad9a30e133,4,0.0479527302086353,0.9034016927083334,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (90).JPG,Healthy leaf,test,2453ad9c58efc86ef6b3de0e743b0cf9e99827c393d8a112a209f08c7d4d8015,2025_11_21_IMG (89).JPG,Healthy leaf,train,c50eb6b257b4636258671b513abd521a2d80db75e26a99629f863ae729309d43,True,train-test,Healthy leaf,True,1.0,,val,test
dataset/test/Healthy leaf/2025_11_21_IMG (92).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (91).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,61b2c66399c7998c,61b2c7739983998c,4,0.0275885295122861,0.796630859375,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (92).JPG,Healthy leaf,test,a448f73db41de949e14abf77e36c7b9a6835c721a2f722b9facfea7f478298b6,2025_11_21_IMG (91).JPG,Healthy leaf,train,0e4bf6fee8fa3a4eb77b6ff253c201a33ef161e9273d500aadc785a7bdefaea1,True,train-test,Healthy leaf,True,1.0,,test,train
dataset/train/Algal leaf spot/2025_12_21_IMG (103).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (104).JPG,filename_neighbor,False,True,,4,2e1dd4f296804a5f,2e1cc0f09e836a5f,8,0.0284808371216058,0.8704427083333334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (103).JPG,Algal leaf spot,train,3f17f7c68aad7b5f290f3c18d93badba926f0115aef92880028e0a55b5db9795,2025_12_21_IMG (104).JPG,Algal leaf spot,train,3621ab506529d1409d01c264dad7927ef0b30bdcd17b5b774915680358889208,False,train,Algal leaf spot,True,1.0,,train,test
dataset/train/Algal leaf spot/2025_12_21_IMG (106).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (107).JPG,filename_neighbor,False,True,,0,7a1d81e097874a5e,7e1981e097874a5e,2,0.0088302306830883,0.9736328125,C,probable near duplicate,requires human verification,2025_12_21_IMG (106).JPG,Algal leaf spot,train,e8f60dd7b62fbba4fb7da215b2e73809ce29ef2e0c0aa380b930bb78b6c9f322,2025_12_21_IMG (107).JPG,Algal leaf spot,train,b6e12bbac3989dd2097d4837d48a6914a848547d9b1aa60780d510b91d3fa785,False,train,Algal leaf spot,True,1.0,,test,train
dataset/train/Algal leaf spot/2025_12_21_IMG (108).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (109).JPG,filename_neighbor,False,True,,4,7a72f4a942c44f8a,7b72d0b942c445ce,8,0.0483947284519672,0.9331868489583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (108).JPG,Algal leaf spot,train,7d2d8da62a68f4bdff38821d4aa8c66cdb7397916cebfb0c8ad06546948982aa,2025_12_21_IMG (109).JPG,Algal leaf spot,train,31febe4292d8c8c61863f3301da4ca8ac69877f8dd58bd081d64ad35f949ae9c,False,train,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (121).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (122).JPG,filename_neighbor,False,True,,2,6a359c46924a96db,6b35944692ca96cb,4,0.0092527708038687,0.972900390625,C,probable near duplicate,requires human verification,2025_12_21_IMG (121).JPG,Algal leaf spot,train,7f7140d0cf6392a9e656af36dab5e28fdb4df74f9426a21a144cae24b03628c5,2025_12_21_IMG (122).JPG,Algal leaf spot,train,a15b9ca989133ed6866bc0a99d42b75a9907774df9d2800c6911f927f20deaa4,False,train,Algal leaf spot,True,1.0,,train,val
dataset/train/Algal leaf spot/2025_12_21_IMG (122).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (123).JPG,filename_neighbor,False,True,,2,6b35944692ca96cb,6b359c4692ca96c9,2,0.025479981675744,0.9666341145833334,C,probable near duplicate,requires human verification,2025_12_21_IMG (122).JPG,Algal leaf spot,train,a15b9ca989133ed6866bc0a99d42b75a9907774df9d2800c6911f927f20deaa4,2025_12_21_IMG (123).JPG,Algal leaf spot,train,68dcf82c1409e524cae731ccef8de6e2a39f3e4a082deb4eec90ae11decd6aae,False,train,Algal leaf spot,True,1.0,,val,test
dataset/train/Algal leaf spot/2025_12_21_IMG (133).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (134).JPG,filename_neighbor,False,True,,11,6a4a91a587965cda,6ac295a59394d8da,8,0.0462048053741455,0.9351399739583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (133).JPG,Algal leaf spot,train,58905c0b3c16655d6832ece7750bec1f260a64cf6c6d1ebe92fd03a420859f0a,2025_12_21_IMG (134).JPG,Algal leaf spot,train,66a506d32f483333bdf9d1f7a04a1440dd536a307e658e2603ab71b18ea7b297,False,train,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,319bc6398ec99c64,319bc7398ec98c2c,4,0.0066067962907254,0.9689127604166666,C,probable near duplicate,requires human verification,2025_12_21_IMG (137).JPG,Algal leaf spot,train,c7baf52722a1e247c7cb2a7386d3a27cb82a9764352ac3a9ed306af726f5a0bd,2025_12_21_IMG (138).JPG,Algal leaf spot,val,c1e63022e03c2c8a08dc713e62f157bc441f0d952f918c0183e8e6437a10b746,True,train-val,Algal leaf spot,True,1.0,,train,test
dataset/train/Algal leaf spot/2025_12_21_IMG (14).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (15).JPG,filename_neighbor,False,True,,10,2a3f95f0d6c0689a,7b3f84e0d683429a,12,0.0370477847754955,0.9342447916666666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (14).JPG,Algal leaf spot,train,9ff7f8d122991cb5e2d3a09169db1178906d0631f52debd1451a8c96ba59f983,2025_12_21_IMG (15).JPG,Algal leaf spot,val,dc5437123e135a4b1709b04c21f89b885490b7057ac44271ef637e8882e03dd8,True,train-val,Algal leaf spot,True,1.0,,train,val
dataset/train/Algal leaf spot/2025_12_21_IMG (148).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (147).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,7895845ecb783865,6895851ecb703c67,6,0.0192995574325323,0.9725748697916666,C,probable near duplicate,requires human verification,2025_12_21_IMG (148).JPG,Algal leaf spot,train,b4b305ba4869d2cb6245250a41db6122738a3ae17b887320967d19835dc9882c,2025_12_21_IMG (147).JPG,Algal leaf spot,val,1f619b0fb4f19daf7cae35b8f9fec7a44537e761983a1cb0b7e1c674076f56dc,True,train-val,Algal leaf spot,True,1.0,,train,test
dataset/train/Algal leaf spot/2025_12_21_IMG (152).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (153).JPG,filename_neighbor,False,True,,0,79c1861e9c789273,79c9861e8c789a72,4,0.01927593909204,0.9624837239583334,C,probable near duplicate,requires human verification,2025_12_21_IMG (152).JPG,Algal leaf spot,train,2cb92e847345505ac5f193a60db399469dd2cc8e3c18760a33bc7170b73644f8,2025_12_21_IMG (153).JPG,Algal leaf spot,train,0f0a0f8bfb8f50ceba1c3937e10559e324098efb43267096dd33b6da6ad9b802,False,train,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (152).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (151).JPG,filename_neighbor,False,True,,8,79c1861e9c789273,79c1821e9e58d371,6,0.0353222042322158,0.94482421875,C,probable near duplicate,requires human verification,2025_12_21_IMG (152).JPG,Algal leaf spot,train,2cb92e847345505ac5f193a60db399469dd2cc8e3c18760a33bc7170b73644f8,2025_12_21_IMG (151).JPG,Algal leaf spot,val,b680727bf0042841591e7898807f4c45d74f5f1730d197bf2e060fe52b31d8e3,True,train-val,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (165).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (166).JPG,filename_neighbor,False,True,,6,2a4ad5352a5a7569,2a4ad5952ada7561,4,0.0304071549326181,0.7793782552083334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (165).JPG,Algal leaf spot,train,b36e7b4c510eda0495fb587ef008ba9936347cc2846917567c1513a7f4d21b65,2025_12_21_IMG (166).JPG,Algal leaf spot,train,144f1c4e9b731a4e07dcdce934bb725883bf6536fde60e67493ba8c10c9d2b20,False,train,Algal leaf spot,True,1.0,,train,test
dataset/train/Algal leaf spot/2025_12_21_IMG (168).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (169).JPG,filename_neighbor,False,True,,5,346cc3628fc79c92,342cc330cfc39cd3,8,0.0238482300192117,0.7996419270833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (168).JPG,Algal leaf spot,train,8080324ac1052599ef6caefa62fb43584f047b99f5ed210625d33dc7662896a2,2025_12_21_IMG (169).JPG,Algal leaf spot,train,f5ef2f60090e0806750d3ac3c58b5cf460e67ef92d936e18a98d1fd3e1b15bfd,False,train,Algal leaf spot,True,1.0,,test,train
dataset/train/Algal leaf spot/2025_12_21_IMG (18).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (19).JPG,filename_neighbor,False,True,,1,3d61cb07cc39cc19,3d61cb16cc39cc19,2,0.0077263326384127,0.9674479166666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (18).JPG,Algal leaf spot,train,2d908f45928fb83d519094ccc5c6a3a54330524bba35e42d2bde12e1e8972a5e,2025_12_21_IMG (19).JPG,Algal leaf spot,train,85e2ae7b13a4bc6d3ada1b23b19c941f46c24cb0a432a8fa05425309186cc0f2,False,train,Algal leaf spot,True,1.0,,train,val
dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,3664d036c332cb73,3664d036c332cb73,0,0.0081214243546128,0.8911946614583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (186).JPG,Algal leaf spot,train,5cece352ce25f335ac9a43d2dd136f79f82b7e5fc2ad8295b063e9c416f3a79f,2025_12_21_IMG (187).JPG,Algal leaf spot,val,b2becd318e0f768b22717514f02ce73597d209ec195b0c02bdd34c7f4f76904b,True,train-val,Algal leaf spot,True,1.0,,train,test
dataset/train/Algal leaf spot/2025_12_21_IMG (191).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (192).JPG,filename_neighbor,False,True,,10,34c1d28fcb9cc94c,3c45d286839e9bcc,12,0.0633249655365943,0.8133951822916666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (191).JPG,Algal leaf spot,train,edac13c4c14427b5e9f28cb6953ec7191d1faac803fc8766f1e3c9a90bc08817,2025_12_21_IMG (192).JPG,Algal leaf spot,train,4ada017e790b63290a842524c3c3d29b7cdca772505f7dcb5335f673bbc84b64,False,train,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (194).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (195).JPG,filename_neighbor,False,True,,8,3d41d026c396937e,3dc1d087c38fc30e,12,0.0528403259813785,0.654296875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (194).JPG,Algal leaf spot,train,95885d159159afef4989278a615d7bcaa905fdf03d5161bab5134a5ae4a81467,2025_12_21_IMG (195).JPG,Algal leaf spot,train,bbd0f0a312f26bd97a226d31839d21284c05023166be78effc9599e83683b999,False,train,Algal leaf spot,True,1.0,,val,train
dataset/train/Algal leaf spot/2025_12_21_IMG (209).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (210).JPG,filename_neighbor,False,True,,5,2a6ad4952f5a7825,2a6ed0952f5af025,4,0.0155104296281933,0.9261067708333334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (209).JPG,Algal leaf spot,train,5d7472868557a9b1b9005eb042593664f4a92269166a5166dcf17579943f379a,2025_12_21_IMG (210).JPG,Algal leaf spot,train,d719615734a8cd2d592a2e31583d60f08a45d61f5020b382a78c39ba8c2c8c08,False,train,Algal leaf spot,True,1.0,,train,test
